Entry,Method,PDB_ID,Residues_Covered,Chain
Q8NEJ0,X-ray diffraction,2ESB,1-188,A
Q99956,X-ray diffraction,2HXP,201-345,A
Q99956,X-ray diffraction,3LJ8,202-347,A
P05305,X-ray diffraction,1EDN,53-73,A
P05305,Solution NMR,1EDP,53-69,A
P05305,X-ray diffraction,1T7H,51-68,"A, B"
P05305,Solution NMR,1V6R,53-73,A
P05305,X-ray diffraction,5GLH,53-73,B
P05305,X-ray diffraction,6DK5,53-73,"A, B"
O60869,Solution NMR,1X57,71-148,A
Q00975,Solution NMR,2LCM,1242-1269,A
Q96KN2,X-ray diffraction,3DLJ,27-507,"A, B"
Q9P232,Solution NMR,1WJ3,893-996,A
P01031,Solution NMR,1CFA,679-747,A
P01031,Solution NMR,1KJS,679-751,A
P01031,Solution NMR,1XWE,1530-1676,A
P01031,X-ray diffraction,3CU7,1-1676,"A, B"
P01031,X-ray diffraction,3HQA,679-750,"A, B"
P01031,X-ray diffraction,3HQB,679-750,"A, B"
P01031,X-ray diffraction,3KLS,1-1676,"A, B"
P01031,X-ray diffraction,3KM9,1-1676,"A, B"
P01031,X-ray diffraction,3PRX,1-1676,"A, C"
P01031,X-ray diffraction,3PVM,1-1676,"A, C"
P01031,X-ray diffraction,4A5W,19-1676,A
P01031,X-ray diffraction,4E0S,1-1676,A
P01031,X-ray diffraction,4P39,678-747,"A, B, C, D"
P01031,X-ray diffraction,4UU9,678-751,"C, D"
P01031,X-ray diffraction,5B4P,678-751,"B, D"
P01031,X-ray diffraction,5B71,20-124,"E, F"
P01031,X-ray diffraction,5HCC,19-674;679-1676,A
P01031,X-ray diffraction,5HCD,19-674;679-1676,A
P01031,X-ray diffraction,5HCE,19-674;679-1676,A
P01031,X-ray diffraction,5I5K,1-1676,"A, B"
P01031,Electron Microscopy,6H03,19-1676,A
P01031,Electron Microscopy,6H04,19-1676,A
P01031,X-ray diffraction,6RPT,348-460,"A, C, E"
P51795,X-ray diffraction,2J9L,571-746,"A, B, C, D, E, F"
P51795,X-ray diffraction,2JA3,570-746,"A, B, C, D, E, F"
P35523,Electron Microscopy,6COY,1-988,"A, B"
P35523,Electron Microscopy,6COZ,1-988,"A, B"
P35523,Electron Microscopy,6QV6,1-988,"A, B"
P35523,Electron Microscopy,6QVB,1-988,"A, B"
P35523,Electron Microscopy,6QVC,1-988,"A, B"
P35523,Electron Microscopy,6QVD,1-988,"A, B"
P35523,Electron Microscopy,6QVU,1-988,"A, B"
Q9BUF7,X-ray diffraction,5I7Z,113-120,B
Q9UKF6,X-ray diffraction,2I7T,1-459,A
Q9UKF6,X-ray diffraction,2I7V,1-459,A
Q9UKF6,X-ray diffraction,6M8Q,1-459,"A, B"
P22680,X-ray diffraction,3DAX,25-503,"A, B"
P22680,X-ray diffraction,3SN5,25-503,"A, B"
P22680,X-ray diffraction,3V8D,25-503,"A, B"
Q9NQC7,Solution NMR,1IXD,460-550,A
Q9NQC7,Solution NMR,1WHL,125-206,A
Q9NQC7,Solution NMR,1WHM,228-304,A
Q9NQC7,X-ray diffraction,2VHF,583-956,"A, B"
P28325,X-ray diffraction,1RN7,21-142,A
P28325,X-ray diffraction,1ROA,21-142,A
P17302,Solution NMR,2LL2,234-259,A
P78310,X-ray diffraction,1EAJ,15-140,"A, B"
P78310,X-ray diffraction,1F5W,15-140,"A, B"
P78310,Electron Microscopy,1JEW,21-140,R
P78310,X-ray diffraction,1KAC,22-144,B
P78310,X-ray diffraction,1P69,22-144,B
P78310,X-ray diffraction,1P6A,22-144,B
P78310,Solution NMR,1RSF,21-144,A
P78310,X-ray diffraction,2J12,13-140,B
P78310,X-ray diffraction,2J1K,13-140,"A, B, G, J, K, O, P, T, V, X, Y, Z"
P78310,Solution NMR,2NPL,142-235,X
P78310,X-ray diffraction,2W9L,16-139,"A, B, G, J, K, O, P, T, V, X, Y, Z"
P78310,X-ray diffraction,2WBW,13-140,B
P78310,Electron Microscopy,3J6L,15-140,B
P78310,Electron Microscopy,3J6M,22-144,B
P78310,Electron Microscopy,3J6N,20-233,K
P78310,Electron Microscopy,3J6O,19-236,S
P56545,X-ray diffraction,2OME,31-364,"A, B, C, D, E, F, G, H"
P56545,X-ray diffraction,4LCJ,31-362,"A, B, C, D, E, F, G, H"
Q9Y4B6,X-ray diffraction,3WA0,1418-1507,"G, H"
Q9Y4B6,X-ray diffraction,4CC9,1058-1396,A
Q9Y4B6,X-ray diffraction,4P7I,1447-1507,"C, D"
Q9Y4B6,X-ray diffraction,4PXW,1039-1401,"A, B"
Q9Y4B6,X-ray diffraction,4Z8L,1057-1396,"A, D"
Q9Y4B6,X-ray diffraction,5AJA,1058-1396,A
Q9Y4B6,X-ray diffraction,5JK7,1045-1396,"C, E"
Q9Y4B6,X-ray diffraction,6N45,1475-1507,"A, B"
Q6PH85,X-ray diffraction,4GAO,62-259,"A, B, D, G"
P04440,X-ray diffraction,3LQZ,29-218,B
P04440,X-ray diffraction,4P4K,16-17;32-218,"B, F"
P04440,X-ray diffraction,4P4R,16-17;32-218,"B, D"
P04440,X-ray diffraction,4P57,16-17;32-218,"B, D"
P04440,X-ray diffraction,4P5K,11-14;32-218,"B, E"
P04440,X-ray diffraction,4P5M,13-16;32-218,"B, D, F, H"
Q14185,X-ray diffraction,3L4C,422-619,"A, B"
O60231,Electron Microscopy,5Z56,1-1041,G
O60231,Electron Microscopy,5Z57,1-1041,G
O60231,Electron Microscopy,5Z58,1-1041,G
O60231,Electron Microscopy,6FF7,1-1041,Z
O76075,Solution NMR,1IBX,1-80,A
P30046,X-ray diffraction,1DPT,2-118,"A, B, C"
P30046,X-ray diffraction,3KAN,2-118,"A, B, C"
P30046,X-ray diffraction,4Q3F,2-118,"A, B, C"
P30046,X-ray diffraction,6C5F,2-118,"A, B, C"
P23743,Solution NMR,1TUZ,1-118,A
P23743,X-ray diffraction,6IIE,107-197,A
Q14565,X-ray diffraction,1V5W,1-340,"A, B"
Q14565,X-ray diffraction,2ZJB,1-340,"A, B"
Q14565,X-ray diffraction,4HYY,84-340,"A, B, C, D"
Q14565,X-ray diffraction,6R3P,83-340,"A, B, C, D"
Q92630,X-ray diffraction,3K2L,146-552,A
Q92630,X-ray diffraction,3KVW,146-552,A
Q92630,X-ray diffraction,4AZF,146-540,A
Q92630,X-ray diffraction,5LXC,146-552,"A, B"
Q92630,X-ray diffraction,5LXD,146-552,"A, B"
Q92630,X-ray diffraction,5ZTN,146-552,"A, B"
Q92630,X-ray diffraction,6HDP,146-552,A
Q92630,X-ray diffraction,6HDR,146-552,A
Q92630,X-ray diffraction,6K0J,212-536,A
Q6V1X1,X-ray diffraction,6EOO,1-898,"A, B, C"
Q6V1X1,X-ray diffraction,6EOP,1-898,"A, B, C"
Q6V1X1,X-ray diffraction,6EOS,1-898,"A, B, C, D, E, F"
Q6V1X1,X-ray diffraction,6EOT,1-898,"A, B, D, G, I, K"
Q6V1X1,X-ray diffraction,6HP8,1-898,"A, B, C"
Q16643,X-ray diffraction,5Y1Z,1-135,"A, B"
Q16643,X-ray diffraction,5ZZ9,530-551,"D, E, F"
Q15329,X-ray diffraction,5TUV,124-232,"B, E"
P79483,X-ray diffraction,2Q6W,30-219,"B, E"
P79483,X-ray diffraction,4H1L,35-217,"B, E"
O75521,Solution NMR,2CQU,31-133,A
O75521,X-ray diffraction,2F6Q,137-394,"A, B, C"
O75521,X-ray diffraction,4U18,138-390,"A, B, C"
O75521,X-ray diffraction,4U19,138-390,"A, B, C"
O75521,X-ray diffraction,4U1A,138-384,"A, B, C"
Q9HCU8,X-ray diffraction,6HVO,1-19,"D, E, F"
Q9HCU8,Electron Microscopy,6S1M,2-107,D
Q9HCU8,Electron Microscopy,6S1N,2-107,D
Q9HCU8,Electron Microscopy,6S1O,2-107,D
Q9HCU8,Electron Microscopy,6TNY,2-107,D
Q9HCU8,Electron Microscopy,6TNZ,2-107,D
Q13825,X-ray diffraction,1HZD,68-339,"A, B, C, D, E, F"
Q13825,X-ray diffraction,2ZQQ,68-339,"A, B, C, D, E, F"
Q13825,X-ray diffraction,2ZQR,68-339,"A, B, C, D, E, F"
Q15582,Solution NMR,1X3B,502-634,A
Q15582,Solution NMR,2LTB,502-634,A
Q15582,Solution NMR,2LTC,502-634,A
Q15582,X-ray diffraction,2VXP,502-633,"A, B"
Q15582,X-ray diffraction,5NV6,1-683,"A, B"
P61769,X-ray diffraction,1A1M,21-119,B
P61769,X-ray diffraction,1A1N,21-119,B
P61769,X-ray diffraction,1A1O,21-119,B
P61769,X-ray diffraction,1A6Z,21-119,"B, D"
P61769,X-ray diffraction,1A9B,21-119,"B, E"
P61769,X-ray diffraction,1A9E,21-119,B
P61769,X-ray diffraction,1AGB,21-119,B
P61769,X-ray diffraction,1AGC,21-119,B
P61769,X-ray diffraction,1AGD,21-119,B
P61769,X-ray diffraction,1AGE,21-119,B
P61769,X-ray diffraction,1AGF,21-119,B
P61769,X-ray diffraction,1AKJ,21-119,B
P61769,X-ray diffraction,1AO7,21-119,B
P61769,X-ray diffraction,1B0G,21-119,"B, E"
P61769,X-ray diffraction,1B0R,21-119,B
P61769,X-ray diffraction,1BD2,21-119,B
P61769,X-ray diffraction,1C16,21-119,"B, D, F, H"
P61769,X-ray diffraction,1CE6,21-119,B
P61769,X-ray diffraction,1CG9,21-119,B
P61769,X-ray diffraction,1DE4,21-119,"B, E, H"
P61769,X-ray diffraction,1DUY,20-119,"B, E"
P61769,X-ray diffraction,1DUZ,20-119,"B, E"
P61769,X-ray diffraction,1E27,21-119,B
P61769,X-ray diffraction,1E28,21-119,B
P61769,X-ray diffraction,1EEY,21-119,"B, E"
P61769,X-ray diffraction,1EEZ,21-119,"B, E"
P61769,X-ray diffraction,1EFX,21-119,B
P61769,X-ray diffraction,1EXU,21-119,B
P61769,X-ray diffraction,1GZP,21-119,B
P61769,X-ray diffraction,1GZQ,21-119,B
P61769,X-ray diffraction,1HHG,21-119,"B, E"
P61769,X-ray diffraction,1HHH,21-119,B
P61769,X-ray diffraction,1HHI,21-119,"B, E"
P61769,X-ray diffraction,1HHJ,21-119,"B, E"
P61769,X-ray diffraction,1HHK,21-119,"B, E"
P61769,X-ray diffraction,1HLA,21-117,M
P61769,X-ray diffraction,1HSA,21-119,"B, E"
P61769,X-ray diffraction,1HSB,21-119,B
P61769,X-ray diffraction,1I1F,21-119,"B, E"
P61769,X-ray diffraction,1I1Y,21-119,"B, E"
P61769,X-ray diffraction,1I4F,21-119,B
P61769,X-ray diffraction,1I7R,21-119,"B, E"
P61769,X-ray diffraction,1I7T,21-119,"B, E"
P61769,X-ray diffraction,1I7U,21-119,"B, E"
P61769,X-ray diffraction,1IM3,21-119,"B, F, J, N"
P61769,X-ray diffraction,1IM9,21-119,"B, F"
P61769,X-ray diffraction,1JF1,21-119,B
P61769,X-ray diffraction,1JGD,21-119,B
P61769,X-ray diffraction,1JGE,21-119,B
P61769,X-ray diffraction,1JHT,21-119,B
P61769,Solution NMR,1JNJ,21-119,A
P61769,X-ray diffraction,1K5N,21-119,B
P61769,X-ray diffraction,1KPR,21-119,"B, D"
P61769,X-ray diffraction,1KTL,21-119,"B, D"
P61769,X-ray diffraction,1LDS,21-119,A
P61769,X-ray diffraction,1LP9,21-119,"B, I"
P61769,X-ray diffraction,1M05,21-119,"B, D"
P61769,X-ray diffraction,1M6O,21-119,B
P61769,X-ray diffraction,1MHE,21-119,"B, D"
P61769,X-ray diffraction,1MI5,21-119,B
P61769,X-ray diffraction,1N2R,21-119,B
P61769,X-ray diffraction,1OF2,21-119,B
P61769,X-ray diffraction,1OGA,21-119,B
P61769,X-ray diffraction,1OGT,21-119,B
P61769,X-ray diffraction,1ONQ,21-119,"B, D"
P61769,X-ray diffraction,1P7Q,21-119,B
P61769,X-ray diffraction,1PY4,21-119,"A, B, C, D"
P61769,X-ray diffraction,1Q94,21-119,"B, E"
P61769,X-ray diffraction,1QEW,21-119,B
P61769,X-ray diffraction,1QLF,21-119,B
P61769,X-ray diffraction,1QQD,20-118,B
P61769,X-ray diffraction,1QR1,20-119,"B, E"
P61769,X-ray diffraction,1QRN,21-119,B
P61769,X-ray diffraction,1QSE,20-119,B
P61769,X-ray diffraction,1QSF,20-119,B
P61769,X-ray diffraction,1QVO,21-119,"B, E"
P61769,X-ray diffraction,1R3H,21-119,"B, D, F, H"
P61769,X-ray diffraction,1S8D,21-119,B
P61769,X-ray diffraction,1S9W,21-119,B
P61769,X-ray diffraction,1S9X,21-119,B
P61769,X-ray diffraction,1S9Y,21-119,B
P61769,X-ray diffraction,1SYS,21-119,B
P61769,X-ray diffraction,1SYV,21-119,B
P61769,X-ray diffraction,1T1W,21-119,B
P61769,X-ray diffraction,1T1X,21-119,B
P61769,X-ray diffraction,1T1Y,21-119,B
P61769,X-ray diffraction,1T1Z,21-119,B
P61769,X-ray diffraction,1T20,21-119,B
P61769,X-ray diffraction,1T21,21-119,B
P61769,X-ray diffraction,1T22,21-119,B
P61769,X-ray diffraction,1TMC,21-119,B
P61769,X-ray diffraction,1TVB,21-119,"B, E"
P61769,X-ray diffraction,1TVH,21-119,"B, E"
P61769,X-ray diffraction,1UQS,21-119,B
P61769,X-ray diffraction,1UXS,21-119,B
P61769,X-ray diffraction,1UXW,21-119,B
P61769,X-ray diffraction,1VGK,21-119,B
P61769,X-ray diffraction,1W0V,21-119,B
P61769,X-ray diffraction,1W0W,21-119,B
P61769,X-ray diffraction,1W72,21-119,"B, E"
P61769,X-ray diffraction,1X7Q,21-119,B
P61769,X-ray diffraction,1XH3,21-119,B
P61769,X-ray diffraction,1XR8,21-119,B
P61769,X-ray diffraction,1XR9,21-119,B
P61769,X-ray diffraction,1XZ0,21-119,"B, D"
P61769,X-ray diffraction,1YDP,21-119,B
P61769,X-ray diffraction,1YPZ,21-119,"B, D"
P61769,X-ray diffraction,1ZHK,21-119,B
P61769,X-ray diffraction,1ZHL,21-119,B
P61769,X-ray diffraction,1ZS8,21-119,"B, D, F, H, J"
P61769,X-ray diffraction,1ZSD,21-119,B
P61769,X-ray diffraction,1ZT4,21-119,"B, D"
P61769,X-ray diffraction,1ZVS,21-119,"B, E"
P61769,X-ray diffraction,2A83,21-119,B
P61769,X-ray diffraction,2AK4,21-119,"B, G, L, R"
P61769,X-ray diffraction,2AV1,21-119,"B, E"
P61769,X-ray diffraction,2AV7,21-119,"B, E"
P61769,X-ray diffraction,2AXF,21-119,B
P61769,X-ray diffraction,2AXG,21-119,B
P61769,X-ray diffraction,2BCK,21-119,"B, E"
P61769,X-ray diffraction,2BNQ,21-119,B
P61769,X-ray diffraction,2BNR,21-119,B
P61769,X-ray diffraction,2BSR,21-119,B
P61769,X-ray diffraction,2BSS,21-119,B
P61769,X-ray diffraction,2BST,21-119,B
P61769,X-ray diffraction,2BVO,21-119,B
P61769,X-ray diffraction,2BVP,21-119,B
P61769,X-ray diffraction,2BVQ,21-119,B
P61769,X-ray diffraction,2C7U,21-119,"B, E"
P61769,X-ray diffraction,2CII,21-119,B
P61769,X-ray diffraction,2CIK,21-119,B
P61769,X-ray diffraction,2CLR,21-119,"B, E"
P61769,X-ray diffraction,2D31,21-119,"B, E"
P61769,X-ray diffraction,2D4D,21-119,A
P61769,X-ray diffraction,2D4F,21-119,A
P61769,X-ray diffraction,2DYP,21-119,B
P61769,Solid-state NMR,2E8D,40-61,"A, B, C, D"
P61769,X-ray diffraction,2ESV,21-119,B
P61769,X-ray diffraction,2F53,21-119,B
P61769,X-ray diffraction,2F54,21-119,"B, G"
P61769,X-ray diffraction,2F74,21-119,"B, E"
P61769,X-ray diffraction,2F8O,21-119,"A, B"
P61769,X-ray diffraction,2FYY,21-119,B
P61769,X-ray diffraction,2FZ3,21-119,B
P61769,X-ray diffraction,2GIT,21-119,"B, E"
P61769,X-ray diffraction,2GJ6,21-119,B
P61769,X-ray diffraction,2GT9,21-119,"B, E"
P61769,X-ray diffraction,2GTW,21-119,"B, E"
P61769,X-ray diffraction,2GTZ,21-119,"B, E"
P61769,X-ray diffraction,2GUO,21-119,"B, E"
P61769,X-ray diffraction,2H26,21-119,B
P61769,X-ray diffraction,2H6P,21-119,B
P61769,X-ray diffraction,2HJK,21-119,B
P61769,X-ray diffraction,2HJL,21-119,B
P61769,X-ray diffraction,2HLA,21-119,B
P61769,X-ray diffraction,2HN7,21-119,B
P61769,X-ray diffraction,2J8U,21-119,"B, I"
P61769,X-ray diffraction,2JCC,21-119,"B, I"
P61769,X-ray diffraction,2NW3,21-119,B
P61769,X-ray diffraction,2NX5,21-119,"B, G, L, R"
P61769,X-ray diffraction,2P5E,21-119,B
P61769,X-ray diffraction,2P5W,21-119,B
P61769,X-ray diffraction,2PO6,21-119,"B, F"
P61769,X-ray diffraction,2PYE,21-119,B
P61769,X-ray diffraction,2RFX,21-119,B
P61769,X-ray diffraction,2UWE,21-119,"B, I"
P61769,X-ray diffraction,2V2W,21-119,"B, E"
P61769,X-ray diffraction,2V2X,21-119,"B, E"
P61769,Solution NMR,2VB5,21-119,A
P61769,X-ray diffraction,2VLJ,21-119,B
P61769,X-ray diffraction,2VLK,21-119,B
P61769,X-ray diffraction,2VLL,21-119,"B, E"
P61769,X-ray diffraction,2VLR,21-119,"B, G"
P61769,X-ray diffraction,2X4N,21-119,"B, E"
P61769,X-ray diffraction,2X4O,21-119,"B, E"
P61769,X-ray diffraction,2X4P,21-119,"B, E"
P61769,X-ray diffraction,2X4Q,21-119,"B, E"
P61769,X-ray diffraction,2X4R,21-119,"B, E"
P61769,X-ray diffraction,2X4S,21-119,"B, E"
P61769,X-ray diffraction,2X4T,21-119,"B, E"
P61769,X-ray diffraction,2X4U,21-119,"B, E"
P61769,X-ray diffraction,2X70,21-119,"B, E"
P61769,X-ray diffraction,2X89,27-119,"D, E, F, G"
P61769,Solution NMR,2XKS,21-119,A
P61769,Solution NMR,2XKU,27-119,A
P61769,X-ray diffraction,2XPG,22-118,B
P61769,X-ray diffraction,2YPK,21-119,B
P61769,X-ray diffraction,2YPL,21-119,B
P61769,X-ray diffraction,2YXF,21-119,A
P61769,X-ray diffraction,2Z9T,21-119,A
P61769,X-ray diffraction,3AM8,21-119,"C, D"
P61769,X-ray diffraction,3B3I,21-119,B
P61769,X-ray diffraction,3B6S,21-119,B
P61769,X-ray diffraction,3BGM,21-119,B
P61769,X-ray diffraction,3BH8,21-119,B
P61769,X-ray diffraction,3BH9,21-119,B
P61769,X-ray diffraction,3BHB,22-119,B
P61769,X-ray diffraction,3BO8,21-119,B
P61769,X-ray diffraction,3BP4,21-119,B
P61769,X-ray diffraction,3BP7,21-119,B
P61769,X-ray diffraction,3BVN,21-119,"B, E"
P61769,X-ray diffraction,3BW9,21-119,B
P61769,X-ray diffraction,3BWA,21-119,B
P61769,X-ray diffraction,3BXN,21-119,B
P61769,X-ray diffraction,3BZE,21-119,"B, D, F, H"
P61769,X-ray diffraction,3BZF,23-119,"B, D"
P61769,X-ray diffraction,3C9N,21-119,B
P61769,X-ray diffraction,3CDG,21-119,"B, D"
P61769,X-ray diffraction,3CII,21-119,"B, E"
P61769,X-ray diffraction,3CIQ,21-119,"A, B, C, D, E, F, G, H, I, J, K, L"
P61769,X-ray diffraction,3CZF,21-119,B
P61769,X-ray diffraction,3D18,21-119,B
P61769,X-ray diffraction,3D25,22-119,B
P61769,X-ray diffraction,3D2U,21-119,"B, F"
P61769,X-ray diffraction,3D39,21-119,B
P61769,X-ray diffraction,3D3V,21-119,B
P61769,X-ray diffraction,3DBX,21-119,B
P61769,X-ray diffraction,3DHJ,21-119,A
P61769,X-ray diffraction,3DHM,21-119,A
P61769,X-ray diffraction,3DTX,21-119,B
P61769,X-ray diffraction,3DX6,21-119,B
P61769,X-ray diffraction,3DX7,21-119,B
P61769,X-ray diffraction,3DX8,21-119,B
P61769,X-ray diffraction,3DXA,21-119,"B, G, L"
P61769,X-ray diffraction,3EKC,21-119,A
P61769,X-ray diffraction,3FFC,21-119,"B, G"
P61769,X-ray diffraction,3FQN,22-119,B
P61769,X-ray diffraction,3FQR,22-119,B
P61769,X-ray diffraction,3FQT,22-119,B
P61769,X-ray diffraction,3FQU,22-119,B
P61769,X-ray diffraction,3FQW,22-119,B
P61769,X-ray diffraction,3FQX,22-119,B
P61769,X-ray diffraction,3FT2,21-119,B
P61769,X-ray diffraction,3FT3,21-119,B
P61769,X-ray diffraction,3FT4,21-119,B
P61769,X-ray diffraction,3GIV,21-119,"B, E"
P61769,X-ray diffraction,3GJF,21-119,"B, E"
P61769,X-ray diffraction,3GSN,21-119,L
P61769,X-ray diffraction,3GSO,21-119,B
P61769,X-ray diffraction,3GSQ,21-119,B
P61769,X-ray diffraction,3GSR,21-119,B
P61769,X-ray diffraction,3GSU,21-119,B
P61769,X-ray diffraction,3GSV,21-119,B
P61769,X-ray diffraction,3GSW,21-119,B
P61769,X-ray diffraction,3GSX,21-119,B
P61769,X-ray diffraction,3H7B,21-119,"B, E"
P61769,X-ray diffraction,3H9H,21-119,"B, E"
P61769,X-ray diffraction,3H9S,21-119,B
P61769,X-ray diffraction,3HAE,21-119,"B, E, K, Q"
P61769,X-ray diffraction,3HCV,21-119,B
P61769,X-ray diffraction,3HG1,21-119,B
P61769,X-ray diffraction,3HLA,21-119,B
P61769,X-ray diffraction,3HPJ,21-119,"B, E"
P61769,X-ray diffraction,3HUJ,21-119,"B, D"
P61769,X-ray diffraction,3I6G,21-119,"B, E"
P61769,X-ray diffraction,3I6K,21-119,"B, F"
P61769,X-ray diffraction,3I6L,21-119,E
P61769,X-ray diffraction,3IB4,21-119,A
P61769,X-ray diffraction,3IXA,21-119,"B, E"
P61769,X-ray diffraction,3JTS,1-119,"B, E, H"
P61769,X-ray diffraction,3KLA,21-119,"B, E"
P61769,X-ray diffraction,3KPL,21-119,B
P61769,X-ray diffraction,3KPM,21-119,B
P61769,X-ray diffraction,3KPN,21-119,B
P61769,X-ray diffraction,3KPO,21-119,B
P61769,X-ray diffraction,3KPP,21-119,B
P61769,X-ray diffraction,3KPQ,21-119,B
P61769,X-ray diffraction,3KPR,21-119,"B, G"
P61769,X-ray diffraction,3KPS,21-119,B
P61769,X-ray diffraction,3KWW,21-119,B
P61769,X-ray diffraction,3KXF,21-119,"B, F, J, L"
P61769,X-ray diffraction,3KYN,21-119,B
P61769,X-ray diffraction,3KYO,21-119,"B, D"
P61769,X-ray diffraction,3L3D,21-119,B
P61769,X-ray diffraction,3L3G,21-119,B
P61769,X-ray diffraction,3L3I,21-119,B
P61769,X-ray diffraction,3L3J,21-119,B
P61769,X-ray diffraction,3L3K,21-119,B
P61769,X-ray diffraction,3LKN,21-119,B
P61769,X-ray diffraction,3LKO,21-119,B
P61769,X-ray diffraction,3LKP,21-119,B
P61769,X-ray diffraction,3LKQ,21-119,B
P61769,X-ray diffraction,3LKR,21-119,B
P61769,X-ray diffraction,3LKS,21-119,B
P61769,X-ray diffraction,3LN4,21-119,B
P61769,X-ray diffraction,3LN5,21-119,B
P61769,X-ray diffraction,3LOW,21-119,"A, B"
P61769,X-ray diffraction,3LOZ,74-79,"A, B, C, D"
P61769,X-ray diffraction,3LV3,21-119,B
P61769,X-ray diffraction,3M17,21-119,"B, D, F, H"
P61769,X-ray diffraction,3M1B,21-119,"B, D, F, H"
P61769,X-ray diffraction,3MGO,21-119,"B, E, H, K"
P61769,X-ray diffraction,3MGT,21-119,"B, E, H, K"
P61769,X-ray diffraction,3MR9,21-119,B
P61769,X-ray diffraction,3MRB,21-119,B
P61769,X-ray diffraction,3MRC,21-119,B
P61769,X-ray diffraction,3MRD,21-119,B
P61769,X-ray diffraction,3MRE,21-119,B
P61769,X-ray diffraction,3MRF,21-119,B
P61769,X-ray diffraction,3MRG,21-119,B
P61769,X-ray diffraction,3MRH,21-119,B
P61769,X-ray diffraction,3MRI,21-119,B
P61769,X-ray diffraction,3MRJ,21-119,B
P61769,X-ray diffraction,3MRK,21-119,B
P61769,X-ray diffraction,3MRL,21-119,B
P61769,X-ray diffraction,3MRM,21-119,B
P61769,X-ray diffraction,3MRN,21-119,B
P61769,X-ray diffraction,3MRO,21-119,B
P61769,X-ray diffraction,3MRP,21-119,B
P61769,X-ray diffraction,3MRQ,21-119,B
P61769,X-ray diffraction,3MRR,21-119,B
P61769,X-ray diffraction,3MV7,21-119,B
P61769,X-ray diffraction,3MV8,21-119,B
P61769,X-ray diffraction,3MV9,21-119,B
P61769,X-ray diffraction,3MYJ,21-119,"B, E"
P61769,X-ray diffraction,3MYZ,21-119,"A, B"
P61769,X-ray diffraction,3MZT,21-119,"A, B, C, D, E, F"
P61769,X-ray diffraction,3NA4,21-119,A
P61769,X-ray diffraction,3NFN,21-119,B
P61769,X-ray diffraction,3O3A,21-119,"B, E"
P61769,X-ray diffraction,3O3B,21-119,"B, E"
P61769,X-ray diffraction,3O3D,21-119,"B, E"
P61769,X-ray diffraction,3O3E,21-119,"B, E"
P61769,X-ray diffraction,3O4L,21-119,B
P61769,X-ray diffraction,3OV6,21-119,A
P61769,X-ray diffraction,3OX8,21-119,"B, E"
P61769,X-ray diffraction,3OXR,21-119,B
P61769,X-ray diffraction,3OXS,21-119,B
P61769,X-ray diffraction,3PWJ,21-119,"B, E"
P61769,X-ray diffraction,3PWL,21-119,"B, E"
P61769,X-ray diffraction,3PWN,21-119,"B, E"
P61769,X-ray diffraction,3PWP,21-119,B
P61769,X-ray diffraction,3QDA,21-119,A
P61769,X-ray diffraction,3QDG,21-119,B
P61769,X-ray diffraction,3QDJ,21-119,B
P61769,X-ray diffraction,3QDM,21-119,B
P61769,X-ray diffraction,3QEQ,21-119,B
P61769,X-ray diffraction,3QFD,21-119,"B, E"
P61769,X-ray diffraction,3QFJ,21-119,B
P61769,X-ray diffraction,3QZW,21-119,"B, E"
P61769,X-ray diffraction,3REW,21-119,"B, E"
P61769,X-ray diffraction,3RL1,21-119,B
P61769,X-ray diffraction,3RL2,21-119,B
P61769,X-ray diffraction,3RWJ,21-119,B
P61769,X-ray diffraction,3S6C,21-119,A
P61769,X-ray diffraction,3SDX,21-119,"B, D"
P61769,X-ray diffraction,3SJV,21-119,"B, G, L, Q"
P61769,X-ray diffraction,3SKM,21-119,B
P61769,X-ray diffraction,3SKO,21-119,B
P61769,X-ray diffraction,3SPV,21-119,B
P61769,X-ray diffraction,3T8X,21-119,"B, D"
P61769,X-ray diffraction,3TID,21-119,B
P61769,X-ray diffraction,3TIE,21-119,"B, E"
P61769,X-ray diffraction,3TLR,21-119,"A, B, C, D"
P61769,X-ray diffraction,3TM6,21-119,"A, B, C, D, E, F, G, H"
P61769,X-ray diffraction,3TO2,21-119,B
P61769,X-ray diffraction,3TZV,21-119,D
P61769,X-ray diffraction,3U0P,21-119,"B, D, F"
P61769,X-ray diffraction,3UPR,21-119,"B, D"
P61769,X-ray diffraction,3UTQ,21-119,B
P61769,X-ray diffraction,3UTS,21-119,"B, G"
P61769,X-ray diffraction,3UTT,21-119,"B, G"
P61769,X-ray diffraction,3V5D,21-119,"B, E"
P61769,X-ray diffraction,3V5H,21-119,"B, E"
P61769,X-ray diffraction,3V5K,21-119,"B, E"
P61769,X-ray diffraction,3VCL,21-119,B
P61769,X-ray diffraction,3VFR,21-119,B
P61769,X-ray diffraction,3VFS,21-119,B
P61769,X-ray diffraction,3VFT,21-119,B
P61769,X-ray diffraction,3VFU,21-119,B
P61769,X-ray diffraction,3VFV,21-119,B
P61769,X-ray diffraction,3VFW,21-119,B
P61769,X-ray diffraction,3VH8,21-119,"B, E"
P61769,X-ray diffraction,3VRI,21-119,B
P61769,X-ray diffraction,3VRJ,21-119,B
P61769,X-ray diffraction,3VWJ,21-119,B
P61769,X-ray diffraction,3VWK,21-119,B
P61769,X-ray diffraction,3VXM,21-119,B
P61769,X-ray diffraction,3VXN,21-119,B
