UniProt, domain_start, domain_end, S_over_T_mean, S_over_T_pval, quantile, refoldable, subcellular_localization, average_KD_hydro, A_SASA_count , C_SASA_count , D_SASA_count , E_SASA_count , F_SASA_count , G_SASA_count , H_SASA_count , I_SASA_count , K_SASA_count , L_SASA_count , M_SASA_count , N_SASA_count , P_SASA_count , Q_SASA_count , R_SASA_count , S_SASA_count , T_SASA_count , V_SASA_count , W_SASA_count , Y_SASA_count
P06244, 61, 393, 0.3346, 0.001153, 66, False, nucleus; cytoplasm, 2.516, , 4.0, 0, 8.0, 17.0, 1.0, 16.0, 2.0, 1.0, 11.0, 5.0, 1.0, 10.0, 9.0, 15.0, 10.0, 12.0, 5.0, 2.0, 0, 5.0
P06245, 69, 376, 0.2988, 7.8e-05, 54, False, , 3.102, , 5.0, 0, 8.0, 13.0, 2.0, 17.0, 4.0, 2.0, 8.0, 6.0, 3.0, 2.0, 11.0, 10.0, 10.0, 8.0, 10.0, 4.0, 2.0, 4.0
P06367, 18, 111, 0.2622, 5e-06, 42, nan, nucleus; nucleolus; cytoplasm, 3.16, , 4.0, 0, 2.0, 2.0, 1.0, 9.0, 2.0, 2.0, 5.0, 1.0, 1.0, 1.0, 3.0, 2.0, 7.0, 1.0, 5.0, 1.0, 0, 1.0
P06634, 149, 556, 0.1655, 3.6e-05, 6, False, cytoplasm, 2.661, , 8.0, 0, 15.0, 16.0, 3.0, 30.0, 1.0, 1.0, 11.0, 2.0, 2.0, 13.0, 11.0, 7.0, 18.0, 17.0, 9.0, 2.0, 0, 5.0
P06700, 216, 554, 0.1202, 0.011512, 6, nan, nucleus; nucleolus, 2.854, , 5.0, 3.0, 8.0, 12.0, 0, 17.0, 7.0, 2.0, 20.0, 7.0, 3.0, 13.0, 5.0, 4.0, 10.0, 12.0, 6.0, 4.0, 0, 5.0
P06701, 7, 211, 0.2216, 0.001153, 30, nan, nucleus, 2.422, , 0, 0, 12.0, 14.0, 2.0, 7.0, 0, 3.0, 9.0, 3.0, 0, 8.0, 4.0, 5.0, 8.0, 6.0, 2.0, 3.0, 1.0, 0
P06701, 510, 972, 0.2216, 0.001153, 30, nan, nucleus, 2.788, , 12.0, 2.0, 15.0, 30.0, 4.0, 16.0, 3.0, 9.0, 38.0, 7.0, 2.0, 21.0, 9.0, 11.0, 8.0, 18.0, 8.0, 5.0, 1.0, 1.0
P06704, 5, 154, 0.2474, 4e-06, 42, nan, nucleus envelope; cytoplasm; cytoskeleton; microtubule organizing center; spindle pole body, 2.681, , 3.0, 0, 12.0, 18.0, 1.0, 8.0, 3.0, 1.0, 6.0, 7.0, 2.0, 4.0, 3.0, 3.0, 4.0, 5.0, 3.0, 0, 0, 1.0
P06738, 29, 895, 0.4138, 0.000257, 78, False, cytoplasm, 2.732, , 14.0, 0, 32.0, 38.0, 4.0, 44.0, 7.0, 5.0, 31.0, 9.0, 2.0, 21.0, 17.0, 14.0, 7.0, 19.0, 13.0, 3.0, 2.0, 11.0
P06773, 1, 309, 0.3275, 0.002002, 66, nan, , 2.738, , 4.0, 1.0, 12.0, 18.0, 4.0, 13.0, 6.0, 2.0, 15.0, 7.0, 4.0, 12.0, 4.0, 11.0, 14.0, 10.0, 13.0, 4.0, 1.0, 4.0
P06776, 1, 127, 0.3195, 0.004723, 66, nan, , 2.937, , 0, 0, 2.0, 7.0, 2.0, 2.0, 5.0, 2.0, 3.0, 0, 1.0, 2.0, 3.0, 6.0, 7.0, 5.0, 3.0, 6.0, 1.0, 2.0
P06776, 156, 522, 0.3195, 0.004723, 66, nan, , 2.872, , 6.0, 1.0, 17.0, 11.0, 4.0, 6.0, 3.0, 2.0, 18.0, 6.0, 2.0, 14.0, 6.0, 10.0, 4.0, 15.0, 5.0, 6.0, 0, 2.0
P06777, 94, 536, 0.1969, 6.1e-05, 18, nan, nucleus, 3.161, , 8.0, 3.0, 14.0, 25.0, 5.0, 12.0, 9.0, 7.0, 27.0, 14.0, 2.0, 17.0, 6.0, 8.0, 16.0, 24.0, 12.0, 12.0, 3.0, 4.0
P06777, 673, 1066, 0.1969, 6.1e-05, 18, nan, nucleus, 3.09, , 11.0, 2.0, 18.0, 23.0, 9.0, 14.0, 5.0, 11.0, 30.0, 15.0, 3.0, 24.0, 5.0, 11.0, 16.0, 21.0, 10.0, 4.0, 2.0, 12.0
P06778, 20, 336, 0.1669, 1e-06, 18, False, nucleus, 3.256, , 11.0, 0, 23.0, 19.0, 8.0, 16.0, 1.0, 8.0, 23.0, 11.0, 4.0, 22.0, 11.0, 14.0, 11.0, 18.0, 22.0, 12.0, 1.0, 5.0
P06779, 183, 557, 0.2454, 0.003913, 42, False, , 2.981, , 7.0, 0, 11.0, 17.0, 4.0, 16.0, 4.0, 3.0, 13.0, 5.0, 3.0, 14.0, 3.0, 7.0, 7.0, 10.0, 8.0, 5.0, 0, 1.0
P06784, 172, 495, 0.208, 0.007603, 30, nan, , 2.694, , 2.0, 0, 13.0, 6.0, 1.0, 19.0, 5.0, 4.0, 16.0, 2.0, 1.0, 12.0, 6.0, 8.0, 8.0, 12.0, 5.0, 5.0, 0, 1.0
P06785, 9, 294, 0.4036, 0.000374, 78, True, nucleus, 2.495, , 4.0, 0, 18.0, 11.0, 3.0, 19.0, 2.0, 2.0, 17.0, 2.0, 1.0, 3.0, 4.0, 3.0, 9.0, 3.0, 6.0, 1.0, 0, 2.0
P06787, 9, 140, 0.3479, 0.003136, 66, False, cytoplasm; cytoskeleton; microtubule organizing center; spindle pole body, 3.135, , 8.0, 0, 9.0, 13.0, 0, 8.0, 2.0, 2.0, 6.0, 5.0, 1.0, 7.0, 0, 4.0, 3.0, 11.0, 3.0, 3.0, 0, 0
P06838, 61, 208, 0.2655, 0.013644, 42, nan, nucleus, 2.448, , 1.0, 0, 8.0, 6.0, 3.0, 4.0, 1.0, 1.0, 9.0, 1.0, 2.0, 11.0, 4.0, 3.0, 8.0, 7.0, 8.0, 1.0, 1.0, 5.0
P06839, 1, 747, 0.2375, 1.1e-05, 42, False, nucleus, 2.398, , 12.0, 0, 29.0, 40.0, 2.0, 25.0, 7.0, 2.0, 32.0, 4.0, 1.0, 16.0, 11.0, 16.0, 20.0, 22.0, 13.0, 9.0, 1.0, 5.0
P06844, 143, 256, 0.1673, 0.004411, 18, False, nucleus, 3.198, , 3.0, 1.0, 13.0, 12.0, 5.0, 3.0, 3.0, 4.0, 8.0, 8.0, 2.0, 7.0, 1.0, 5.0, 8.0, 3.0, 5.0, 4.0, 1.0, 1.0
P07149, 1135, 2041, 0.3587, 0.000987, 66, False, , 2.965, , 13.0, 0, 30.0, 41.0, 4.0, 48.0, 8.0, 8.0, 44.0, 11.0, 4.0, 29.0, 21.0, 14.0, 14.0, 26.0, 16.0, 20.0, 1.0, 3.0
P07170, 7, 218, 0.5565, 0.002031, 90, False, cytoplasm; cytosol; mitochondrion intermembrane space, 2.936, , 10.0, 0, 11.0, 9.0, 1.0, 17.0, 2.0, 1.0, 15.0, 3.0, 0, 6.0, 7.0, 7.0, 1.0, 5.0, 5.0, 3.0, 0, 0
P07172, 52, 381, 0.4386, 0.000459, 78, True, , 3.194, , 11.0, 1.0, 9.0, 12.0, 0, 19.0, 3.0, 3.0, 16.0, 3.0, 2.0, 6.0, 6.0, 5.0, 4.0, 9.0, 9.0, 5.0, 0, 6.0
P07236, 38, 458, 0.2089, 0.020077, 30, nan, mitochondrion matrix, 2.876, , 5.0, 0, 17.0, 23.0, 3.0, 19.0, 4.0, 3.0, 23.0, 11.0, 3.0, 12.0, 11.0, 7.0, 7.0, 13.0, 7.0, 5.0, 0, 2.0
P07244, 2, 795, 0.4683, 0.0002, 90, True, cytoplasm, 2.813, , 16.0, 0, 29.0, 26.0, 2.0, 63.0, 7.0, 4.0, 24.0, 5.0, 1.0, 18.0, 15.0, 22.0, 17.0, 26.0, 16.0, 7.0, 0, 2.0
P07245, 11, 922, 0.4207, 7.1e-05, 78, False, nucleus; cytoplasm, 2.86, , 24.0, 0, 23.0, 31.0, 2.0, 64.0, 14.0, 4.0, 31.0, 11.0, 2.0, 23.0, 24.0, 16.0, 22.0, 21.0, 24.0, 4.0, 0, 3.0
P07248, 509, 1143, 0.1242, 0.000854, 6, nan, nucleus, 3.068, , 13.0, 4.0, 26.0, 25.0, 9.0, 14.0, 6.0, 7.0, 21.0, 14.0, 3.0, 30.0, 13.0, 14.0, 22.0, 41.0, 13.0, 10.0, 0, 13.0
P07250, 113, 280, 0.5402, 0.00605, 90, nan, nucleus, 3.283, , 2.0, 0, 8.0, 13.0, 0, 7.0, 2.0, 1.0, 8.0, 12.0, 2.0, 4.0, 2.0, 3.0, 5.0, 11.0, 4.0, 3.0, 0, 3.0
P07258, 9, 373, 0.3181, 0.000216, 66, False, cytoplasm, 2.833, , 4.0, 2.0, 11.0, 11.0, 0, 24.0, 4.0, 2.0, 13.0, 5.0, 0, 8.0, 7.0, 12.0, 5.0, 7.0, 3.0, 4.0, 1.0, 1.0
P07259, 1854, 2209, 0.386, 5.6e-05, 78, False, cytoplasm, 3.044, , 14.0, 1.0, 7.0, 23.0, 2.0, 16.0, 4.0, 4.0, 14.0, 5.0, 3.0, 9.0, 11.0, 6.0, 15.0, 10.0, 6.0, 6.0, 0, 2.0
P07260, 24, 198, 0.2655, 0.000277, 42, False, nucleus; cytoplasm, 2.788, , 6.0, 0, 11.0, 9.0, 1.0, 9.0, 4.0, 0, 9.0, 3.0, 0, 3.0, 5.0, 3.0, 4.0, 7.0, 3.0, 3.0, 2.0, 0
P07262, 5, 452, 0.5779, 0.000374, 90, True, , 2.72, , 6.0, 1.0, 11.0, 20.0, 1.0, 37.0, 1.0, 4.0, 13.0, 1.0, 0, 14.0, 5.0, 13.0, 11.0, 17.0, 9.0, 3.0, 1.0, 1.0
P07263, 68, 543, 0.3986, 0.000461, 78, True, cytoplasm; mitochondrion, 2.828, , 18.0, 0, 17.0, 32.0, 3.0, 35.0, 0, 0, 26.0, 4.0, 4.0, 10.0, 7.0, 11.0, 5.0, 20.0, 7.0, 3.0, 1.0, 1.0
P07264, 10, 501, 0.4123, 0.000364, 78, False, , 2.819, , 14.0, 0, 11.0, 25.0, 1.0, 36.0, 2.0, 3.0, 24.0, 3.0, 0, 8.0, 7.0, 10.0, 4.0, 13.0, 7.0, 2.0, 0, 2.0
P07264, 548, 754, 0.4123, 0.000364, 78, False, , 2.578, , 2.0, 0, 13.0, 12.0, 2.0, 16.0, 2.0, 4.0, 17.0, 4.0, 0, 6.0, 3.0, 6.0, 5.0, 5.0, 3.0, 1.0, 0, 2.0
P07266, 10, 357, 0.2236, 0.014613, 30, nan, mitochondrion matrix, 2.907, , 4.0, 0, 17.0, 7.0, 3.0, 12.0, 2.0, 0, 14.0, 4.0, 1.0, 11.0, 10.0, 6.0, 6.0, 15.0, 7.0, 8.0, 0, 2.0
P07267, 45, 402, 0.2905, 0.003182, 54, False, vacuole, 3.064, , 7.0, 0, 14.0, 17.0, 4.0, 33.0, 3.0, 0, 14.0, 5.0, 2.0, 8.0, 8.0, 4.0, 1.0, 8.0, 12.0, 2.0, 1.0, 4.0
P07269, 182, 275, 0.3083, 4e-05, 54, nan, nucleus, 3.204, , 3.0, 1.0, 1.0, 1.0, 2.0, 2.0, 0, 1.0, 3.0, 2.0, 2.0, 10.0, 3.0, 2.0, 5.0, 7.0, 2.0, 1.0, 0, 1.0
P07273, 132, 241, 0.2456, 0.000101, 42, nan, nucleus, 2.71, , 6.0, 0, 7.0, 4.0, 1.0, 2.0, 3.0, 1.0, 8.0, 1.0, 0, 5.0, 3.0, 2.0, 1.0, 4.0, 3.0, 1.0, 0, 0
P07274, 3, 121, 0.4245, 0.00352, 78, True, cytoplasm; cytoskeleton, 3.031, , 6.0, 0, 7.0, 1.0, 0, 12.0, 0, 1.0, 3.0, 1.0, 1.0, 4.0, 2.0, 8.0, 3.0, 2.0, 3.0, 1.0, 1.0, 2.0
P07276, 3, 115, 0.1491, 0.0, 6, nan, nucleus, 3.565, , 7.0, 1.0, 5.0, 6.0, 3.0, 7.0, 1.0, 3.0, 9.0, 8.0, 0, 3.0, 3.0, 6.0, 13.0, 5.0, 4.0, 7.0, 1.0, 2.0
P07276, 168, 279, 0.1491, 0.0, 6, nan, nucleus, 3.094, , 4.0, 0, 7.0, 9.0, 2.0, 7.0, 0, 4.0, 6.0, 3.0, 3.0, 8.0, 2.0, 5.0, 6.0, 7.0, 2.0, 2.0, 0, 3.0
P07276, 712, 985, 0.1491, 0.0, 6, nan, nucleus, 3.479, , 6.0, 1.0, 24.0, 22.0, 7.0, 13.0, 3.0, 10.0, 18.0, 8.0, 8.0, 13.0, 5.0, 6.0, 5.0, 7.0, 11.0, 12.0, 1.0, 2.0
P07277, 3, 433, 0.5386, 0.001403, 90, True, cytoplasm; cytosol, 2.712, , 8.0, 0, 21.0, 19.0, 2.0, 27.0, 4.0, 2.0, 17.0, 5.0, 0, 12.0, 8.0, 13.0, 6.0, 16.0, 11.0, 4.0, 0, 0
P07278, 163, 408, 0.2903, 1.7e-05, 54, False, nucleus; cytoplasm, 2.796, , 2.0, 0, 13.0, 7.0, 2.0, 18.0, 1.0, 2.0, 19.0, 6.0, 1.0, 8.0, 7.0, 8.0, 8.0, 9.0, 8.0, 4.0, 0, 3.0
P07283, 5, 248, 0.3116, 0.000122, 54, False, cytoplasm, 2.869, , 6.0, 0, 6.0, 19.0, 1.0, 17.0, 0, 3.0, 14.0, 3.0, 1.0, 7.0, 4.0, 3.0, 5.0, 8.0, 3.0, 3.0, 0, 1.0
P07284, 1, 441, 0.4878, 0.000571, 90, True, cytoplasm; cytosol, 2.64, , 8.0, 1.0, 16.0, 34.0, 4.0, 23.0, 2.0, 4.0, 30.0, 6.0, 2.0, 10.0, 6.0, 12.0, 4.0, 9.0, 2.0, 4.0, 1.0, 2.0
P07285, 6, 373, 0.3862, 0.001825, 78, False, , 3.041, , 1.0, 0, 10.0, 12.0, 2.0, 27.0, 5.0, 3.0, 19.0, 8.0, 0, 5.0, 9.0, 6.0, 2.0, 18.0, 8.0, 2.0, 0, 1.0
P07342, 92, 253, 0.1089, 8.5e-05, 6, False, mitochondrion, 3.06, , 3.0, 0, 8.0, 3.0, 1.0, 14.0, 2.0, 1.0, 3.0, 3.0, 0, 4.0, 2.0, 2.0, 4.0, 6.0, 6.0, 0, 0, 0
P07342, 284, 682, 0.1089, 8.5e-05, 6, False, mitochondrion, 3.011, , 10.0, 0, 9.0, 18.0, 2.0, 28.0, 5.0, 2.0, 16.0, 4.0, 2.0, 6.0, 7.0, 6.0, 10.0, 8.0, 6.0, 6.0, 0, 1.0
P07347, 79, 203, 0.2805, 4.7e-05, 54, True, cytoplasm, 3.288, , 4.0, 0, 6.0, 7.0, 1.0, 4.0, 2.0, 2.0, 4.0, 6.0, 1.0, 4.0, 4.0, 5.0, 5.0, 5.0, 2.0, 3.0, 0, 2.0
P07703, 50, 320, 0.1874, 0.002177, 18, False, nucleus; nucleolus, 2.739, , 3.0, 1.0, 17.0, 11.0, 2.0, 13.0, 2.0, 3.0, 11.0, 5.0, 1.0, 9.0, 8.0, 5.0, 14.0, 7.0, 11.0, 4.0, 1.0, 3.0
P07806, 133, 1101, 0.4391, 0.000248, 78, False, cytoplasm; mitochondrion, 2.434, , 21.0, 0, 43.0, 53.0, 2.0, 51.0, 5.0, 3.0, 56.0, 6.0, 2.0, 23.0, 9.0, 11.0, 15.0, 29.0, 13.0, 5.0, 1.0, 2.0
P07807, 6, 209, 0.4433, 0.000664, 90, nan, , 2.443, , 4.0, 1.0, 8.0, 13.0, 2.0, 7.0, 1.0, 0, 12.0, 2.0, 2.0, 5.0, 8.0, 4.0, 7.0, 8.0, 2.0, 1.0, 0, 0
P07834, 282, 742, 0.3025, 2.7e-05, 54, nan, nucleus, 2.735, , 5.0, 0, 11.0, 13.0, 2.0, 24.0, 6.0, 4.0, 25.0, 5.0, 2.0, 16.0, 6.0, 8.0, 9.0, 15.0, 7.0, 4.0, 2.0, 3.0
P07866, 3, 224, 0.1587, 8.9e-05, 6, False, cytoplasm; bud, 2.956, , 7.0, 1.0, 10.0, 8.0, 3.0, 3.0, 4.0, 4.0, 12.0, 5.0, 0, 8.0, 4.0, 6.0, 9.0, 11.0, 4.0, 3.0, 0, 3.0
P07866, 1177, 1429, 0.1587, 8.9e-05, 6, False, cytoplasm; bud, 3.225, , 2.0, 0, 10.0, 13.0, 1.0, 5.0, 4.0, 3.0, 14.0, 11.0, 3.0, 10.0, 2.0, 7.0, 3.0, 11.0, 4.0, 7.0, 2.0, 2.0
P07884, 14, 419, 0.3024, 5.7e-05, 54, nan, nucleus; cytoplasm; mitochondrion, 2.076, , 4.0, 0, 19.0, 21.0, 1.0, 16.0, 1.0, 2.0, 27.0, 3.0, 2.0, 14.0, 6.0, 14.0, 17.0, 9.0, 13.0, 1.0, 1.0, 3.0
P07991, 10, 420, 0.4144, 0.000189, 78, False, cytoplasm, 2.874, , 14.0, 1.0, 10.0, 17.0, 5.0, 29.0, 12.0, 1.0, 20.0, 2.0, 1.0, 6.0, 12.0, 6.0, 6.0, 10.0, 9.0, 1.0, 1.0, 3.0
P08018, 323, 663, 0.2046, 0.00076, 30, nan, cytoplasm, 2.875, , 7.0, 0, 12.0, 16.0, 2.0, 22.0, 3.0, 4.0, 11.0, 5.0, 0, 14.0, 5.0, 3.0, 11.0, 12.0, 7.0, 3.0, 0, 1.0
P08153, 541, 687, 0.1842, 6e-05, 18, nan, cytoplasm; nucleus, 2.988, , 3.0, 0, 8.0, 7.0, 1.0, 8.0, 3.0, 5.0, 17.0, 5.0, 2.0, 5.0, 8.0, 3.0, 13.0, 9.0, 4.0, 6.0, 0, 2.0
P08417, 28, 484, 0.4037, 0.011714, 78, True, cytoplasm; nucleus; mitochondrion matrix, 3.064, , 10.0, 2.0, 10.0, 19.0, 6.0, 34.0, 7.0, 2.0, 20.0, 6.0, 2.0, 10.0, 9.0, 13.0, 5.0, 6.0, 11.0, 4.0, 0, 3.0
P08425, 24, 463, 0.3344, 0.000969, 66, nan, mitochondrion matrix, 2.56, , 4.0, 0, 18.0, 18.0, 2.0, 15.0, 3.0, 5.0, 29.0, 4.0, 2.0, 16.0, 11.0, 4.0, 8.0, 14.0, 9.0, 4.0, 2.0, 1.0
P08432, 38, 463, 0.2816, 0.019218, 54, nan, cytoplasm, 3.048, , 7.0, 3.0, 12.0, 24.0, 2.0, 20.0, 4.0, 3.0, 15.0, 8.0, 0, 16.0, 5.0, 4.0, 6.0, 12.0, 8.0, 7.0, 0, 0
P08465, 3, 279, 0.2687, 0.003991, 54, nan, cytoplasm, 3.417, , 14.0, 1.0, 6.0, 18.0, 1.0, 16.0, 2.0, 3.0, 9.0, 9.0, 2.0, 8.0, 7.0, 8.0, 10.0, 14.0, 9.0, 6.0, 1.0, 3.0
P08465, 339, 455, 0.2687, 0.003991, 54, nan, cytoplasm, 3.371, , 4.0, 2.0, 7.0, 7.0, 4.0, 4.0, 1.0, 5.0, 7.0, 5.0, 0, 4.0, 3.0, 7.0, 5.0, 5.0, 5.0, 1.0, 0, 3.0
P08524, 7, 347, 0.412, 7.6e-05, 78, True, , 2.76, , 9.0, 0, 11.0, 19.0, 2.0, 12.0, 3.0, 6.0, 22.0, 3.0, 2.0, 8.0, 5.0, 6.0, 3.0, 8.0, 4.0, 1.0, 0, 2.0
P08536, 1, 508, 0.2578, 0.010669, 42, False, cytoplasm, 2.662, , 6.0, 0, 23.0, 21.0, 2.0, 30.0, 3.0, 3.0, 14.0, 5.0, 0, 13.0, 11.0, 14.0, 11.0, 21.0, 8.0, 4.0, 0, 2.0
P08593, 6, 176, 0.3022, 0.000562, 54, nan, mitochondrion, 3.048, , 3.0, 0, 4.0, 11.0, 4.0, 5.0, 1.0, 0, 7.0, 5.0, 1.0, 7.0, 4.0, 4.0, 10.0, 7.0, 11.0, 5.0, 0, 3.0
P08638, 188, 659, 0.1973, 2.6e-05, 18, nan, nucleus, 3.259, , 8.0, 2.0, 11.0, 16.0, 5.0, 19.0, 2.0, 6.0, 13.0, 5.0, 2.0, 16.0, 6.0, 6.0, 7.0, 33.0, 8.0, 4.0, 0, 7.0
P08638, 735, 879, 0.1973, 2.6e-05, 18, nan, nucleus, 3.869, , 9.0, 0, 8.0, 9.0, 1.0, 5.0, 2.0, 10.0, 3.0, 10.0, 5.0, 16.0, 13.0, 7.0, 4.0, 17.0, 13.0, 6.0, 3.0, 2.0
P08679, 26, 449, 0.3432, 0.000312, 66, nan, cytoplasm; peroxisome, 3.142, , 12.0, 0, 18.0, 20.0, 2.0, 32.0, 3.0, 3.0, 20.0, 4.0, 3.0, 6.0, 6.0, 6.0, 5.0, 14.0, 5.0, 8.0, 0, 4.0
P08964, 12, 622, 0.225, 5e-06, 30, nan, , 2.973, , 7.0, 1.0, 30.0, 32.0, 2.0, 26.0, 7.0, 6.0, 28.0, 18.0, 2.0, 21.0, 11.0, 12.0, 13.0, 39.0, 9.0, 11.0, 1.0, 6.0
P08964, 654, 847, 0.225, 5e-06, 30, nan, , 3.701, , 7.0, 2.0, 4.0, 8.0, 6.0, 7.0, 4.0, 11.0, 14.0, 13.0, 1.0, 10.0, 5.0, 9.0, 16.0, 8.0, 17.0, 6.0, 1.0, 3.0
P08964, 1045, 1157, 0.225, 5e-06, 30, nan, , 3.266, , 5.0, 0, 5.0, 14.0, 3.0, 1.0, 2.0, 6.0, 19.0, 12.0, 2.0, 10.0, 0, 6.0, 4.0, 9.0, 6.0, 2.0, 0, 3.0
P08964, 1480, 1595, 0.225, 5e-06, 30, nan, , 3.069, , 5.0, 1.0, 10.0, 16.0, 1.0, 1.0, 3.0, 5.0, 13.0, 11.0, 3.0, 6.0, 0, 11.0, 8.0, 5.0, 3.0, 4.0, 1.0, 0
P08964, 1634, 1757, 0.225, 5e-06, 30, nan, , 3.611, , 7.0, 2.0, 7.0, 16.0, 1.0, 3.0, 1.0, 6.0, 17.0, 16.0, 2.0, 9.0, 0, 9.0, 1.0, 10.0, 7.0, 4.0, 0, 5.0
P09032, 53, 287, 0.2824, 0.000239, 54, False, cytoplasm; cytosol, 2.78, , 2.0, 0, 14.0, 9.0, 2.0, 4.0, 5.0, 3.0, 15.0, 8.0, 1.0, 11.0, 7.0, 16.0, 6.0, 13.0, 7.0, 6.0, 1.0, 4.0
P09032, 356, 563, 0.2824, 0.000239, 54, False, cytoplasm; cytosol, 3.416, , 7.0, 0, 15.0, 16.0, 5.0, 12.0, 3.0, 9.0, 11.0, 6.0, 3.0, 10.0, 7.0, 6.0, 4.0, 14.0, 5.0, 5.0, 1.0, 3.0
P09064, 134, 258, 0.2463, 1e-06, 42, False, cytoplasm; cytosol, 2.983, , 2.0, 1.0, 4.0, 8.0, 5.0, 7.0, 1.0, 1.0, 11.0, 5.0, 1.0, 6.0, 3.0, 5.0, 9.0, 8.0, 2.0, 3.0, 0, 0
P09119, 55, 349, 0.2375, 0.031148, 42, nan, nucleus; chromosome, 3.143, , 8.0, 0, 9.0, 12.0, 1.0, 12.0, 4.0, 4.0, 12.0, 16.0, 1.0, 12.0, 11.0, 12.0, 13.0, 18.0, 10.0, 2.0, 0, 1.0
P09119, 389, 511, 0.2375, 0.031148, 42, nan, nucleus; chromosome, 2.943, , 3.0, 1.0, 7.0, 4.0, 3.0, 2.0, 0, 3.0, 14.0, 3.0, 0, 6.0, 2.0, 3.0, 4.0, 3.0, 7.0, 2.0, 0, 0
P09232, 164, 629, 0.2979, 4.5e-05, 54, True, vacuole, 3.123, , 7.0, 0, 26.0, 20.0, 9.0, 28.0, 3.0, 8.0, 19.0, 12.0, 2.0, 18.0, 5.0, 13.0, 6.0, 19.0, 9.0, 3.0, 0, 1.0
P09435, 7, 608, 0.462, 0.000209, 90, nan, cytoplasm, 2.424, , 14.0, 0, 29.0, 25.0, 1.0, 34.0, 2.0, 1.0, 28.0, 2.0, 0, 16.0, 8.0, 8.0, 16.0, 22.0, 20.0, 1.0, 0, 4.0
P09436, 10, 894, 0.3852, 0.000211, 78, False, cytoplasm, 2.496, , 11.0, 0, 37.0, 40.0, 2.0, 44.0, 2.0, 5.0, 57.0, 6.0, 3.0, 23.0, 8.0, 9.0, 16.0, 28.0, 14.0, 9.0, 0, 2.0
P09436, 925, 1069, 0.3852, 0.000211, 78, False, cytoplasm, 3.109, , 6.0, 0, 13.0, 13.0, 0, 9.0, 0, 6.0, 11.0, 2.0, 1.0, 3.0, 1.0, 3.0, 5.0, 5.0, 4.0, 5.0, 0, 1.0
P09440, 35, 971, 0.2118, 6e-06, 30, False, mitochondrion, 2.78, , 22.0, 0, 28.0, 36.0, 1.0, 60.0, 14.0, 6.0, 44.0, 9.0, 3.0, 19.0, 17.0, 11.0, 20.0, 24.0, 18.0, 6.0, 0, 6.0
P09547, 381, 515, 0.2524, 6e-06, 42, True, nucleus, 2.52, , 2.0, 0, 1.0, 7.0, 1.0, 3.0, 0, 4.0, 7.0, 3.0, 2.0, 6.0, 2.0, 18.0, 8.0, 8.0, 2.0, 0, 0, 2.0
P09547, 867, 1309, 0.2524, 6e-06, 42, True, nucleus, 2.955, , 5.0, 0, 15.0, 13.0, 8.0, 9.0, 2.0, 7.0, 17.0, 16.0, 2.0, 43.0, 7.0, 12.0, 7.0, 23.0, 7.0, 1.0, 1.0, 3.0
P09624, 27, 492, 0.3643, 3e-06, 66, False, mitochondrion matrix, 2.927, , 11.0, 1.0, 16.0, 19.0, 2.0, 44.0, 4.0, 5.0, 30.0, 5.0, 1.0, 11.0, 6.0, 9.0, 7.0, 3.0, 10.0, 5.0, 0, 3.0
P09733, 2, 432, 0.1712, 0.000202, 18, False, cytoplasm; cytoskeleton, 2.509, , 5.0, 0, 19.0, 21.0, 2.0, 26.0, 3.0, 0, 12.0, 2.0, 0, 7.0, 7.0, 7.0, 9.0, 7.0, 7.0, 4.0, 2.0, 3.0
P09734, 2, 432, 0.1252, 0.000603, 6, False, cytoplasm; cytoskeleton, 2.411, , 4.0, 0, 14.0, 23.0, 1.0, 27.0, 3.0, 0, 15.0, 2.0, 0, 7.0, 6.0, 8.0, 10.0, 8.0, 9.0, 3.0, 2.0, 4.0
P09798, 355, 767, 0.1483, 0.0009, 6, False, nucleus, 2.918, , 9.0, 1.0, 19.0, 20.0, 2.0, 5.0, 2.0, 4.0, 25.0, 15.0, 1.0, 17.0, 5.0, 4.0, 6.0, 14.0, 8.0, 3.0, 0, 3.0
P09880, 13, 819, 0.2903, 2.4e-05, 54, True, , 2.374, , 15.0, 2.0, 36.0, 57.0, 0, 37.0, 4.0, 2.0, 57.0, 8.0, 3.0, 36.0, 9.0, 11.0, 16.0, 23.0, 19.0, 10.0, 1.0, 5.0
P09938, 47, 376, 0.3586, 0.001446, 66, False, nucleus, 2.866, , 8.0, 0, 11.0, 22.0, 6.0, 11.0, 5.0, 1.0, 19.0, 6.0, 0, 10.0, 6.0, 4.0, 4.0, 6.0, 3.0, 6.0, 0, 2.0
P09950, 81, 542, 0.1696, 0.000791, 18, False, mitochondrion matrix, 2.854, , 8.0, 2.0, 21.0, 13.0, 4.0, 23.0, 5.0, 7.0, 23.0, 4.0, 1.0, 11.0, 5.0, 10.0, 6.0, 10.0, 7.0, 2.0, 0, 3.0
P09959, 8, 99, 0.1927, 0.000848, 18, nan, cytoplasm; nucleus, 2.835, , 2.0, 0, 4.0, 7.0, 3.0, 6.0, 3.0, 0, 2.0, 3.0, 0, 8.0, 3.0, 1.0, 2.0, 2.0, 5.0, 0, 0, 1.0
P09959, 295, 421, 0.1927, 0.000848, 18, nan, cytoplasm; nucleus, 3.974, , 3.0, 0, 4.0, 4.0, 1.0, 8.0, 4.0, 6.0, 6.0, 5.0, 4.0, 7.0, 2.0, 2.0, 0, 4.0, 2.0, 3.0, 1.0, 2.0
