chr	track	poi	end	ext_start	ext_end	value	origin
chrII	259	18588	18589	18513	18663	18588	Henikoff-ChEC
chrII	260	21204	21205	21129	21279	21204	Henikoff-ChEC
chrII	261	21387	21388	21312	21462	21387	Henikoff-ChEC
chrII	262	21586	21587	21511	21661	21586	Henikoff-ChEC
chrII	263	23663	23664	23588	23738	23663	Henikoff-ChEC
chrII	264	23832	23833	23757	23907	23832	Henikoff-ChEC
chrII	265	23897	23898	23757	23907	23832	Henikoff-ChEC
chrII	264	23832	23833	23822	23972	23897	Hahn-ChEC
chrII	265	23897	23898	23822	23972	23897	Hahn-ChEC
chrII	266	28129	28130	28054	28204	28129	Henikoff-ChEC
chrII	267	28308	28309	28233	28383	28308	Henikoff-ChEC
chrII	268	28483	28484	28408	28558	28483	Henikoff-ChEC
chrII	269	28886	28887	28811	28961	28886	Hahn-ChEC
chrII	270	28932	28933	28811	28961	28886	Hahn-ChEC
chrII	269	28886	28887	28857	29007	28932	Henikoff-ChEC
chrII	270	28932	28933	28857	29007	28932	Henikoff-ChEC
chrII	271	29354	29355	29279	29429	29354	Henikoff-ChEC
chrII	272	36140	36141	36065	36215	36140	Henikoff-ChEC
chrII	273	36340	36341	36265	36415	36340	Henikoff-ChEC
chrII	274	36514	36515	36439	36589	36514	Henikoff-ChEC
chrII	275	36549	36550	36439	36589	36514	Henikoff-ChEC
chrII	274	36514	36515	36474	36624	36549	Hahn-ChEC
chrII	275	36549	36550	36474	36624	36549	Hahn-ChEC
chrII	276	38984	38985	38909	39059	38984	Henikoff-ChEC
chrII	277	39050	39051	38909	39059	38984	Henikoff-ChEC
chrII	276	38984	38985	38975	39125	39050	Henikoff-ChEC
chrII	277	39050	39051	38975	39125	39050	Henikoff-ChEC
chrII	278	39976	39977	39901	40051	39976	Henikoff-ChEC
chrII	279	40484	40485	40409	40559	40484	Henikoff-ChEC
chrII	280	40648	40649	40573	40723	40648	Henikoff-ChEC
chrII	280	40648	40649	40587	40737	40662	SLiM-ChIP
chrII	281	40726	40727	40587	40737	40662	SLiM-ChIP
chrII	281	40726	40727	40651	40801	40726	Henikoff-ChEC
chrII	282	45060	45061	44985	45135	45060	Henikoff-ChEC
chrII	283	45120	45121	44985	45135	45060	Henikoff-ChEC
chrII	282	45060	45061	45045	45195	45120	Henikoff-ChEC
chrII	283	45120	45121	45045	45195	45120	Henikoff-ChEC
chrII	284	45344	45345	45269	45419	45344	Henikoff-ChEC
chrII	285	45390	45391	45269	45419	45344	Henikoff-ChEC
chrII	284	45344	45345	45315	45465	45390	Hahn-ChEC
chrII	285	45390	45391	45315	45465	45390	Hahn-ChEC
chrII	286	45451	45452	45315	45465	45390	Hahn-ChEC
chrII	285	45390	45391	45376	45526	45451	Henikoff-ChEC
chrII	286	45451	45452	45376	45526	45451	Henikoff-ChEC
chrII	287	46526	46527	46451	46601	46526	Henikoff-ChEC
chrII	288	47066	47067	46991	47141	47066	Henikoff-ChEC
chrII	289	47258	47259	47183	47333	47258	SLiM-ChIP
chrII	289	47258	47259	47193	47343	47268	Henikoff-ChEC
chrII	289	47258	47259	47195	47345	47270	Pugh-Chip-exo
chrII	290	47440	47441	47365	47515	47440	Henikoff-ChEC
chrII	291	49288	49289	49213	49363	49288	Henikoff-ChEC
chrII	292	49452	49453	49377	49527	49452	Henikoff-ChEC
chrII	293	60861	60862	60786	60936	60861	Henikoff-ChEC
chrII	294	60988	60989	60913	61063	60988	Hahn-ChEC
chrII	295	61114	61115	61039	61189	61114	Henikoff-ChEC
chrII	296	61150	61151	61039	61189	61114	Henikoff-ChEC
chrII	295	61114	61115	61075	61225	61150	Henikoff-ChEC
chrII	296	61150	61151	61075	61225	61150	Henikoff-ChEC
chrII	297	61312	61313	61237	61387	61312	Henikoff-ChEC
chrII	298	62732	62733	62657	62807	62732	Henikoff-ChEC
chrII	299	62798	62799	62657	62807	62732	Henikoff-ChEC
chrII	298	62732	62733	62723	62873	62798	Henikoff-ChEC
chrII	299	62798	62799	62723	62873	62798	Henikoff-ChEC
chrII	300	62836	62837	62723	62873	62798	Henikoff-ChEC
chrII	299	62798	62799	62761	62911	62836	Henikoff-ChEC
chrII	300	62836	62837	62761	62911	62836	Henikoff-ChEC
chrII	301	63030	63031	62955	63105	63030	Henikoff-ChEC
chrII	302	63348	63349	63273	63423	63348	SLiM-ChIP
chrII	302	63348	63349	63276	63426	63351	Henikoff-ChEC
chrII	303	63509	63510	63434	63584	63509	Hahn-ChEC
chrII	304	63552	63553	63434	63584	63509	Hahn-ChEC
chrII	303	63509	63510	63477	63627	63552	Henikoff-ChEC
chrII	304	63552	63553	63477	63627	63552	Henikoff-ChEC
chrII	305	63638	63639	63563	63713	63638	Henikoff-ChEC
chrII	306	69694	69695	69619	69769	69694	Henikoff-ChEC
chrII	307	71246	71247	71171	71321	71246	Henikoff-ChEC
chrII	308	71432	71433	71357	71507	71432	Henikoff-ChEC
chrII	309	74806	74807	74731	74881	74806	Henikoff-ChEC
chrII	310	74890	74891	74815	74965	74890	Henikoff-ChEC
chrII	311	74950	74951	74815	74965	74890	Henikoff-ChEC
chrII	310	74890	74891	74875	75025	74950	Hahn-ChEC
chrII	311	74950	74951	74875	75025	74950	Hahn-ChEC
chrII	312	75073	75074	74998	75148	75073	Henikoff-ChEC
chrII	312	75073	75074	75001	75151	75076	Pugh-Chip-exo
chrII	312	75073	75074	75011	75161	75086	SLiM-ChIP
chrII	313	75164	75165	75089	75239	75164	Henikoff-ChEC
chrII	314	75318	75319	75243	75393	75318	Henikoff-ChEC
chrII	315	75499	75500	75424	75574	75499	Henikoff-ChEC
chrII	316	79840	79841	79765	79915	79840	Henikoff-ChEC
chrII	317	80858	80859	80783	80933	80858	SLiM-ChIP
chrII	318	84324	84325	84249	84399	84324	Henikoff-ChEC
chrII	319	84388	84389	84249	84399	84324	Henikoff-ChEC
chrII	318	84324	84325	84313	84463	84388	SLiM-ChIP
chrII	319	84388	84389	84313	84463	84388	SLiM-ChIP
chrII	320	84428	84429	84313	84463	84388	SLiM-ChIP
chrII	319	84388	84389	84353	84503	84428	Henikoff-ChEC
chrII	320	84428	84429	84353	84503	84428	Henikoff-ChEC
chrII	321	84477	84478	84353	84503	84428	Henikoff-ChEC
chrII	320	84428	84429	84402	84552	84477	Henikoff-ChEC
chrII	321	84477	84478	84402	84552	84477	Henikoff-ChEC
chrII	322	84514	84515	84402	84552	84477	Henikoff-ChEC
chrII	321	84477	84478	84439	84589	84514	Hahn-ChEC
chrII	322	84514	84515	84439	84589	84514	Hahn-ChEC
chrII	323	84644	84645	84569	84719	84644	Henikoff-ChEC
chrII	324	87692	87693	87617	87767	87692	Henikoff-ChEC
chrII	325	87918	87919	87843	87993	87918	Henikoff-ChEC
chrII	326	87984	87985	87843	87993	87918	Henikoff-ChEC
chrII	325	87918	87919	87859	88009	87934	SLiM-ChIP
chrII	326	87984	87985	87859	88009	87934	SLiM-ChIP
chrII	325	87918	87919	87875	88025	87950	Pugh-Chip-exo
chrII	326	87984	87985	87875	88025	87950	Pugh-Chip-exo
chrII	325	87918	87919	87883	88033	87958	Pugh-Chip-exo
chrII	326	87984	87985	87883	88033	87958	Pugh-Chip-exo
chrII	325	87918	87919	87909	88059	87984	Hahn-ChEC
chrII	326	87984	87985	87909	88059	87984	Hahn-ChEC
chrII	327	88302	88303	88227	88377	88302	Henikoff-ChEC
chrII	328	89510	89511	89435	89585	89510	Henikoff-ChEC
chrII	329	89622	89623	89547	89697	89622	Henikoff-ChEC
chrII	329	89622	89623	89623	89773	89698	Hahn-ChEC
chrII	330	89698	89699	89623	89773	89698	Hahn-ChEC
chrII	331	89730	89731	89623	89773	89698	Hahn-ChEC
chrII	330	89698	89699	89655	89805	89730	Henikoff-ChEC
chrII	331	89730	89731	89655	89805	89730	Henikoff-ChEC
chrII	332	89886	89887	89811	89961	89886	Henikoff-ChEC
chrII	333	93498	93499	93423	93573	93498	SLiM-ChIP
chrII	334	96010	96011	95935	96085	96010	Henikoff-ChEC
chrII	335	96186	96187	96111	96261	96186	Henikoff-ChEC
chrII	336	96336	96337	96261	96411	96336	Henikoff-ChEC
chrII	337	100258	100259	100183	100333	100258	SLiM-ChIP
chrII	338	100293	100294	100183	100333	100258	SLiM-ChIP
chrII	337	100258	100259	100218	100368	100293	Henikoff-ChEC
chrII	338	100293	100294	100218	100368	100293	Henikoff-ChEC
chrII	339	101104	101105	101029	101179	101104	Henikoff-ChEC
chrII	340	101254	101255	101179	101329	101254	Henikoff-ChEC
chrII	341	101308	101309	101179	101329	101254	Henikoff-ChEC
chrII	340	101254	101255	101233	101383	101308	Henikoff-ChEC
chrII	341	101308	101309	101233	101383	101308	Henikoff-ChEC
chrII	342	101372	101373	101233	101383	101308	Henikoff-ChEC
chrII	340	101254	101255	101245	101395	101320	Hahn-ChEC
chrII	341	101308	101309	101245	101395	101320	Hahn-ChEC
chrII	342	101372	101373	101245	101395	101320	Hahn-ChEC
chrII	340	101254	101255	101253	101403	101328	SLiM-ChIP
chrII	341	101308	101309	101253	101403	101328	SLiM-ChIP
chrII	342	101372	101373	101253	101403	101328	SLiM-ChIP
chrII	341	101308	101309	101272	101422	101347	Henikoff-ChEC
chrII	342	101372	101373	101272	101422	101347	Henikoff-ChEC
chrII	343	101418	101419	101272	101422	101347	Henikoff-ChEC
chrII	341	101308	101309	101297	101447	101372	Pugh-Chip-exo
chrII	342	101372	101373	101297	101447	101372	Pugh-Chip-exo
chrII	343	101418	101419	101297	101447	101372	Pugh-Chip-exo
chrII	341	101308	101309	101301	101451	101376	Pugh-Chip-exo
chrII	342	101372	101373	101301	101451	101376	Pugh-Chip-exo
chrII	343	101418	101419	101301	101451	101376	Pugh-Chip-exo
chrII	342	101372	101373	101343	101493	101418	Henikoff-ChEC
chrII	343	101418	101419	101343	101493	101418	Henikoff-ChEC
chrII	344	101502	101503	101427	101577	101502	Pugh-Chip-exo
chrII	345	101572	101573	101427	101577	101502	Pugh-Chip-exo
chrII	344	101502	101503	101497	101647	101572	Henikoff-ChEC
chrII	345	101572	101573	101497	101647	101572	Henikoff-ChEC
chrII	346	101767	101768	101692	101842	101767	Henikoff-ChEC
chrII	346	101767	101768	101711	101861	101786	SLiM-ChIP
chrII	347	107381	107382	107306	107456	107381	Henikoff-ChEC
chrII	348	107642	107643	107567	107717	107642	Henikoff-ChEC
chrII	349	107820	107821	107745	107895	107820	Henikoff-ChEC
chrII	350	113323	113324	113248	113398	113323	Henikoff-ChEC
chrII	351	113499	113500	113424	113574	113499	Henikoff-ChEC
chrII	352	113546	113547	113424	113574	113499	Henikoff-ChEC
chrII	351	113499	113500	113471	113621	113546	Pugh-Chip-exo
chrII	352	113546	113547	113471	113621	113546	Pugh-Chip-exo
chrII	353	113594	113595	113471	113621	113546	Pugh-Chip-exo
chrII	351	113499	113500	113485	113635	113560	SLiM-ChIP
chrII	352	113546	113547	113485	113635	113560	SLiM-ChIP
chrII	353	113594	113595	113485	113635	113560	SLiM-ChIP
chrII	352	113546	113547	113519	113669	113594	Henikoff-ChEC
chrII	353	113594	113595	113519	113669	113594	Henikoff-ChEC
chrII	354	116764	116765	116689	116839	116764	Henikoff-ChEC
chrII	355	116958	116959	116883	117033	116958	Henikoff-ChEC
chrII	356	116990	116991	116883	117033	116958	Henikoff-ChEC
chrII	355	116958	116959	116915	117065	116990	Henikoff-ChEC
chrII	356	116990	116991	116915	117065	116990	Henikoff-ChEC
chrII	357	117070	117071	116995	117145	117070	Henikoff-ChEC
chrII	357	117070	117071	117006	117156	117081	Hahn-ChEC
chrII	358	117234	117235	117159	117309	117234	Henikoff-ChEC
chrII	359	117530	117531	117455	117605	117530	Henikoff-ChEC
chrII	360	117742	117743	117667	117817	117742	Henikoff-ChEC
chrII	361	122168	122169	122093	122243	122168	Henikoff-ChEC
chrII	362	122249	122250	122174	122324	122249	Henikoff-ChEC
chrII	363	122460	122461	122385	122535	122460	Henikoff-ChEC
chrII	364	122634	122635	122559	122709	122634	Henikoff-ChEC
chrII	365	124892	124893	124817	124967	124892	Henikoff-ChEC
chrII	366	124912	124913	124817	124967	124892	Henikoff-ChEC
chrII	365	124892	124893	124837	124987	124912	SLiM-ChIP
chrII	366	124912	124913	124837	124987	124912	SLiM-ChIP
chrII	367	124986	124987	124837	124987	124912	SLiM-ChIP
chrII	365	124892	124893	124850	125000	124925	Hahn-ChEC
chrII	366	124912	124913	124850	125000	124925	Hahn-ChEC
chrII	367	124986	124987	124850	125000	124925	Hahn-ChEC
chrII	366	124912	124913	124911	125061	124986	Henikoff-ChEC
chrII	367	124986	124987	124911	125061	124986	Henikoff-ChEC
chrII	368	126172	126173	126097	126247	126172	Henikoff-ChEC
chrII	369	126204	126205	126097	126247	126172	Henikoff-ChEC
chrII	370	126242	126243	126097	126247	126172	Henikoff-ChEC
chrII	368	126172	126173	126129	126279	126204	Henikoff-ChEC
chrII	369	126204	126205	126129	126279	126204	Henikoff-ChEC
chrII	370	126242	126243	126129	126279	126204	Henikoff-ChEC
chrII	368	126172	126173	126167	126317	126242	Henikoff-ChEC
chrII	369	126204	126205	126167	126317	126242	Henikoff-ChEC
chrII	370	126242	126243	126167	126317	126242	Henikoff-ChEC
chrII	371	126423	126424	126348	126498	126423	Henikoff-ChEC
chrII	372	128974	128975	128899	129049	128974	Henikoff-ChEC
chrII	373	129180	129181	129105	129255	129180	Henikoff-ChEC
chrII	374	132314	132315	132239	132389	132314	SLiM-ChIP
chrII	375	135756	135757	135681	135831	135756	Henikoff-ChEC
chrII	376	135818	135819	135681	135831	135756	Henikoff-ChEC
chrII	375	135756	135757	135743	135893	135818	Henikoff-ChEC
chrII	376	135818	135819	135743	135893	135818	Henikoff-ChEC
chrII	377	135908	135909	135833	135983	135908	Henikoff-ChEC
chrII	378	135970	135971	135833	135983	135908	Henikoff-ChEC
chrII	377	135908	135909	135895	136045	135970	Henikoff-ChEC
chrII	378	135970	135971	135895	136045	135970	Henikoff-ChEC
chrII	379	136038	136039	135895	136045	135970	Henikoff-ChEC
chrII	378	135970	135971	135963	136113	136038	Henikoff-ChEC
chrII	379	136038	136039	135963	136113	136038	Henikoff-ChEC
chrII	380	136204	136205	136129	136279	136204	Henikoff-ChEC
chrII	381	136240	136241	136129	136279	136204	Henikoff-ChEC
chrII	380	136204	136205	136133	136283	136208	Pugh-Chip-exo
chrII	381	136240	136241	136133	136283	136208	Pugh-Chip-exo
chrII	380	136204	136205	136165	136315	136240	SLiM-ChIP
chrII	381	136240	136241	136165	136315	136240	SLiM-ChIP
chrII	382	136288	136289	136165	136315	136240	SLiM-ChIP
chrII	381	136240	136241	136213	136363	136288	Henikoff-ChEC
chrII	382	136288	136289	136213	136363	136288	Henikoff-ChEC
chrII	383	136344	136345	136213	136363	136288	Henikoff-ChEC
chrII	382	136288	136289	136269	136419	136344	Henikoff-ChEC
chrII	383	136344	136345	136269	136419	136344	Henikoff-ChEC
chrII	384	136454	136455	136379	136529	136454	Henikoff-ChEC
chrII	385	137830	137831	137755	137905	137830	Henikoff-ChEC
chrII	386	140398	140399	140323	140473	140398	Henikoff-ChEC
chrII	387	140526	140527	140451	140601	140526	Henikoff-ChEC
chrII	388	140574	140575	140451	140601	140526	Henikoff-ChEC
chrII	387	140526	140527	140499	140649	140574	Henikoff-ChEC
chrII	388	140574	140575	140499	140649	140574	Henikoff-ChEC
chrII	389	140690	140691	140615	140765	140690	Henikoff-ChEC
chrII	390	140802	140803	140727	140877	140802	Henikoff-ChEC
chrII	391	140842	140843	140727	140877	140802	Henikoff-ChEC
chrII	390	140802	140803	140767	140917	140842	Henikoff-ChEC
chrII	391	140842	140843	140767	140917	140842	Henikoff-ChEC
chrII	392	140886	140887	140767	140917	140842	Henikoff-ChEC
chrII	391	140842	140843	140811	140961	140886	Henikoff-ChEC
chrII	392	140886	140887	140811	140961	140886	Henikoff-ChEC
chrII	393	140938	140939	140811	140961	140886	Henikoff-ChEC
chrII	392	140886	140887	140863	141013	140938	Henikoff-ChEC
chrII	393	140938	140939	140863	141013	140938	Henikoff-ChEC
chrII	394	140962	140963	140863	141013	140938	Henikoff-ChEC
chrII	392	140886	140887	140887	141037	140962	Hahn-ChEC
chrII	393	140938	140939	140887	141037	140962	Hahn-ChEC
chrII	394	140962	140963	140887	141037	140962	Hahn-ChEC
chrII	395	141030	141031	140887	141037	140962	Hahn-ChEC
chrII	394	140962	140963	140955	141105	141030	Henikoff-ChEC
chrII	395	141030	141031	140955	141105	141030	Henikoff-ChEC
chrII	396	141088	141089	140955	141105	141030	Henikoff-ChEC
chrII	395	141030	141031	141013	141163	141088	SLiM-ChIP
chrII	396	141088	141089	141013	141163	141088	SLiM-ChIP
chrII	395	141030	141031	141030	141180	141105	Henikoff-ChEC
chrII	396	141088	141089	141030	141180	141105	Henikoff-ChEC
chrII	395	141030	141031	141031	141181	141106	Pugh-Chip-exo
chrII	396	141088	141089	141031	141181	141106	Pugh-Chip-exo
chrII	397	142598	142599	142523	142673	142598	Henikoff-ChEC
chrII	398	142979	142980	142904	143054	142979	Henikoff-ChEC
chrII	399	145842	145843	145767	145917	145842	Henikoff-ChEC
chrII	400	145948	145949	145873	146023	145948	Hahn-ChEC
chrII	401	145978	145979	145873	146023	145948	Hahn-ChEC
chrII	402	145998	145999	145873	146023	145948	Hahn-ChEC
chrII	400	145948	145949	145903	146053	145978	Pugh-Chip-exo
chrII	401	145978	145979	145903	146053	145978	Pugh-Chip-exo
chrII	402	145998	145999	145903	146053	145978	Pugh-Chip-exo
chrII	400	145948	145949	145923	146073	145998	SLiM-ChIP
chrII	401	145978	145979	145923	146073	145998	SLiM-ChIP
chrII	402	145998	145999	145923	146073	145998	SLiM-ChIP
chrII	403	146058	146059	145923	146073	145998	SLiM-ChIP
chrII	400	145948	145949	145929	146079	146004	Henikoff-ChEC
chrII	401	145978	145979	145929	146079	146004	Henikoff-ChEC
chrII	402	145998	145999	145929	146079	146004	Henikoff-ChEC
chrII	403	146058	146059	145929	146079	146004	Henikoff-ChEC
chrII	400	145948	145949	145941	146091	146016	Pugh-Chip-exo
chrII	401	145978	145979	145941	146091	146016	Pugh-Chip-exo
chrII	402	145998	145999	145941	146091	146016	Pugh-Chip-exo
chrII	403	146058	146059	145941	146091	146016	Pugh-Chip-exo
chrII	402	145998	145999	145983	146133	146058	Henikoff-ChEC
chrII	403	146058	146059	145983	146133	146058	Henikoff-ChEC
chrII	404	146222	146223	146147	146297	146222	Henikoff-ChEC
chrII	405	147096	147097	147021	147171	147096	Henikoff-ChEC
chrII	406	151270	151271	151195	151345	151270	Henikoff-ChEC
chrII	407	151401	151402	151326	151476	151401	Henikoff-ChEC
chrII	408	153804	153805	153729	153879	153804	SLiM-ChIP
chrII	409	153869	153870	153729	153879	153804	SLiM-ChIP
chrII	408	153804	153805	153794	153944	153869	Henikoff-ChEC
chrII	409	153869	153870	153794	153944	153869	Henikoff-ChEC
chrII	410	153902	153903	153794	153944	153869	Henikoff-ChEC
chrII	409	153869	153870	153827	153977	153902	Hahn-ChEC
chrII	410	153902	153903	153827	153977	153902	Hahn-ChEC
chrII	411	154044	154045	153969	154119	154044	Henikoff-ChEC
chrII	412	158350	158351	158275	158425	158350	Henikoff-ChEC
chrII	413	158644	158645	158569	158719	158644	Henikoff-ChEC
chrII	414	158802	158803	158727	158877	158802	Henikoff-ChEC
chrII	415	159598	159599	159523	159673	159598	Henikoff-ChEC
chrII	416	159778	159779	159703	159853	159778	Henikoff-ChEC
chrII	417	159911	159912	159836	159986	159911	Hahn-ChEC
chrII	418	159950	159951	159836	159986	159911	Hahn-ChEC
chrII	417	159911	159912	159875	160025	159950	Henikoff-ChEC
chrII	418	159950	159951	159875	160025	159950	Henikoff-ChEC
chrII	419	160018	160019	159875	160025	159950	Henikoff-ChEC
chrII	417	159911	159912	159893	160043	159968	Pugh-Chip-exo
chrII	418	159950	159951	159893	160043	159968	Pugh-Chip-exo
chrII	419	160018	160019	159893	160043	159968	Pugh-Chip-exo
chrII	417	159911	159912	159909	160059	159984	Henikoff-ChEC
chrII	418	159950	159951	159909	160059	159984	Henikoff-ChEC
chrII	419	160018	160019	159909	160059	159984	Henikoff-ChEC
chrII	417	159911	159912	159909	160059	159984	SLiM-ChIP
chrII	418	159950	159951	159909	160059	159984	SLiM-ChIP
chrII	419	160018	160019	159909	160059	159984	SLiM-ChIP
chrII	418	159950	159951	159943	160093	160018	Henikoff-ChEC
chrII	419	160018	160019	159943	160093	160018	Henikoff-ChEC
chrII	420	161582	161583	161507	161657	161582	SLiM-ChIP
chrII	421	161632	161633	161507	161657	161582	SLiM-ChIP
chrII	420	161582	161583	161557	161707	161632	Henikoff-ChEC
chrII	421	161632	161633	161557	161707	161632	Henikoff-ChEC
chrII	422	164019	164020	163944	164094	164019	Henikoff-ChEC
chrII	423	164194	164195	164119	164269	164194	Henikoff-ChEC
chrII	424	164268	164269	164119	164269	164194	Henikoff-ChEC
chrII	423	164194	164195	164193	164343	164268	Henikoff-ChEC
chrII	424	164268	164269	164193	164343	164268	Henikoff-ChEC
chrII	425	164290	164291	164193	164343	164268	Henikoff-ChEC
chrII	424	164268	164269	164215	164365	164290	Hahn-ChEC
chrII	425	164290	164291	164215	164365	164290	Hahn-ChEC
chrII	426	164348	164349	164215	164365	164290	Hahn-ChEC
chrII	425	164290	164291	164273	164423	164348	SLiM-ChIP
chrII	426	164348	164349	164273	164423	164348	SLiM-ChIP
chrII	427	164396	164397	164273	164423	164348	SLiM-ChIP
chrII	426	164348	164349	164321	164471	164396	Henikoff-ChEC
chrII	427	164396	164397	164321	164471	164396	Henikoff-ChEC
chrII	428	164598	164599	164523	164673	164598	Henikoff-ChEC
chrII	429	164762	164763	164687	164837	164762	Henikoff-ChEC
chrII	430	164878	164879	164803	164953	164878	Henikoff-ChEC
chrII	431	164970	164971	164895	165045	164970	Henikoff-ChEC
chrII	432	165064	165065	164989	165139	165064	Henikoff-ChEC
chrII	433	165102	165103	164989	165139	165064	Henikoff-ChEC
chrII	432	165064	165065	165004	165154	165079	Hahn-ChEC
chrII	433	165102	165103	165004	165154	165079	Hahn-ChEC
chrII	432	165064	165065	165027	165177	165102	Henikoff-ChEC
chrII	433	165102	165103	165027	165177	165102	Henikoff-ChEC
chrII	434	165250	165251	165175	165325	165250	Henikoff-ChEC
chrII	435	165320	165321	165175	165325	165250	Henikoff-ChEC
chrII	434	165250	165251	165245	165395	165320	Henikoff-ChEC
chrII	435	165320	165321	165245	165395	165320	Henikoff-ChEC
chrII	436	165436	165437	165361	165511	165436	Henikoff-ChEC
chrII	437	165584	165585	165509	165659	165584	Henikoff-ChEC
chrII	438	165654	165655	165509	165659	165584	Henikoff-ChEC
chrII	437	165584	165585	165579	165729	165654	Henikoff-ChEC
chrII	438	165654	165655	165579	165729	165654	Henikoff-ChEC
chrII	439	165846	165847	165771	165921	165846	Henikoff-ChEC
chrII	440	167098	167099	167023	167173	167098	Henikoff-ChEC
chrII	441	167904	167905	167829	167979	167904	Henikoff-ChEC
chrII	442	167950	167951	167829	167979	167904	Henikoff-ChEC
chrII	441	167904	167905	167875	168025	167950	Henikoff-ChEC
chrII	442	167950	167951	167875	168025	167950	Henikoff-ChEC
chrII	443	168018	168019	167875	168025	167950	Henikoff-ChEC
chrII	442	167950	167951	167943	168093	168018	Henikoff-ChEC
chrII	443	168018	168019	167943	168093	168018	Henikoff-ChEC
chrII	444	168116	168117	168041	168191	168116	Henikoff-ChEC
chrII	445	168158	168159	168041	168191	168116	Henikoff-ChEC
chrII	444	168116	168117	168083	168233	168158	Henikoff-ChEC
chrII	445	168158	168159	168083	168233	168158	Henikoff-ChEC
chrII	446	168238	168239	168163	168313	168238	Henikoff-ChEC
chrII	447	170026	170027	169951	170101	170026	Henikoff-ChEC
chrII	448	170222	170223	170147	170297	170222	SLiM-ChIP
chrII	449	170282	170283	170147	170297	170222	SLiM-ChIP
chrII	448	170222	170223	170207	170357	170282	Henikoff-ChEC
chrII	449	170282	170283	170207	170357	170282	Henikoff-ChEC
chrII	450	170434	170435	170359	170509	170434	Henikoff-ChEC
chrII	451	170544	170545	170469	170619	170544	Henikoff-ChEC
chrII	452	171136	171137	171061	171211	171136	Henikoff-ChEC
chrII	453	171300	171301	171225	171375	171300	Henikoff-ChEC
chrII	454	171400	171401	171325	171475	171400	Henikoff-ChEC
