From	Entry	Gene Ontology (molecular function)
P06782	P06782	3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; guanyl-nucleotide exchange factor activity [GO:0005085]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; identical protein binding [GO:0042802]; molecular function activator activity [GO:0140677]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]
P06783	P06783	mating-type a-factor pheromone receptor activity [GO:0004933]; mating-type factor pheromone receptor activity [GO:0004932]
P06784	P06784	ATP binding [GO:0005524]; MAP kinase kinase activity [GO:0004708]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]
P06785	P06785	thymidylate synthase activity [GO:0004799]
P06786	P06786	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA negative supercoiling activity [GO:0034335]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity [GO:0003918]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]
P06787	P06787	calcium ion binding [GO:0005509]; calcium-dependent protein binding [GO:0048306]; enzyme regulator activity [GO:0030234]; mitogen-activated protein kinase binding [GO:0051019]
P06838	P06838	damaged DNA binding [GO:0003684]; endonuclease activity [GO:0004519]; single-stranded DNA binding [GO:0003697]
P06839	P06839	4 iron, 4 sulfur cluster binding [GO:0051539]; 5'-3' DNA helicase activity [GO:0043139]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent activity, acting on DNA [GO:0008094]; damaged DNA binding [GO:0003684]; DNA helicase activity [GO:0003678]; double-stranded DNA helicase activity [GO:0036121]; forked DNA-dependent helicase activity [GO:0061749]; four-way junction helicase activity [GO:0009378]; isomerase activity [GO:0016853]; metal ion binding [GO:0046872]; single-stranded 3'-5' DNA helicase activity [GO:1990518]
P06843	P06843	DNA binding [GO:0003677]; DNA secondary structure binding [GO:0000217]; histone binding [GO:0042393]; histone chaperone activity [GO:0140713]
P06844	P06844	protein heterodimerization activity [GO:0046982]; transcription coregulator activity [GO:0003712]
P07143	P07143	heme binding [GO:0020037]; metal ion binding [GO:0046872]; ubiquinol-cytochrome-c reductase activity [GO:0008121]
P07149	P07149	(3R)-hydroxyacyl-[acyl-carrier-protein] dehydratase activity [GO:0019171]; [acyl-carrier-protein] S-acetyltransferase activity [GO:0004313]; [acyl-carrier-protein] S-malonyltransferase activity [GO:0004314]; enoyl-[acyl-carrier-protein] reductase (NADH) activity [GO:0004318]; enoyl-[acyl-carrier-protein] reductase (NADPH) activity [GO:0141148]; fatty acid synthase activity [GO:0004312]; fatty acyl-[ACP] hydrolase activity [GO:0016297]; fatty-acyl-CoA synthase activity [GO:0004321]; palmitoyltransferase activity [GO:0016409]
P07170	P07170	adenylate kinase activity [GO:0004017]; AMP binding [GO:0016208]; ATP binding [GO:0005524]; DNA replication origin binding [GO:0003688]
P07172	P07172	histidinol-phosphate transaminase activity [GO:0004400]; pyridoxal phosphate binding [GO:0030170]
P07213	P07213	mitochondrion targeting sequence binding [GO:0030943]; protein-transporting ATPase activity [GO:0015450]
P07236	P07236	ATP binding [GO:0005524]; threonine-tRNA ligase activity [GO:0004829]
P07244	P07244	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; phosphoribosylamine-glycine ligase activity [GO:0004637]; phosphoribosylformylglycinamidine cyclo-ligase activity [GO:0004641]
P07245	P07245	ATP binding [GO:0005524]; formate-tetrahydrofolate ligase activity [GO:0004329]; methenyltetrahydrofolate cyclohydrolase activity [GO:0004477]; methylenetetrahydrofolate dehydrogenase (NADP+) activity [GO:0004488]
P07246	P07246	alcohol dehydrogenase (NAD+) activity [GO:0004022]; butanol dehydrogenase (NAD+) activity [GO:1990362]; zinc ion binding [GO:0008270]
P07248	P07248	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; molecular adaptor activity [GO:0060090]; nucleic acid binding [GO:0003676]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; sequence-specific DNA binding [GO:0043565]; TFIIB-class transcription factor binding [GO:0001093]; TFIID-class transcription factor complex binding [GO:0001094]; transcription coactivator activity [GO:0003713]; zinc ion binding [GO:0008270]
P07249	P07249	cis-regulatory region sequence-specific DNA binding [GO:0000987]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; protein dimerization activity [GO:0046983]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
P07250	P07250	1-phosphatidylinositol-3-kinase activity [GO:0016303]; 1-phosphatidylinositol-4,5-bisphosphate 3-kinase activity [GO:0046934]; ATP binding [GO:0005524]; inositol-1,3,4,5,6-pentakisphosphate kinase activity [GO:0000827]; inositol-1,3,4,5-tetrakisphosphate 6-kinase activity [GO:0000825]; inositol-1,3,4,6-tetrakisphosphate 5-kinase activity [GO:0047326]; inositol-1,4,5,6-tetrakisphosphate 3-kinase activity [GO:0000824]; inositol-1,4,5-trisphosphate 3-kinase activity [GO:0008440]; inositol-1,4,5-trisphosphate 6-kinase activity [GO:0000823]; metal ion binding [GO:0046872]; protein-macromolecule adaptor activity [GO:0030674]
P07251	P07251	ADP binding [GO:0043531]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]
P07252	P07252	mRNA binding [GO:0003729]
P07253	P07253	ribosome binding [GO:0043022]
P07255	P07255	oxidoreductase activity [GO:0016491]
P07256	P07256	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]
P07257	P07257	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]
P07258	P07258	ATP binding [GO:0005524]; carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity [GO:0004088]; glutaminase activity [GO:0004359]
P07259	P07259	amino acid binding [GO:0016597]; aspartate carbamoyltransferase activity [GO:0004070]; ATP binding [GO:0005524]; carbamoyl-phosphate synthase (ammonia) activity [GO:0004087]; carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity [GO:0004088]; glutaminase activity [GO:0004359]; metal ion binding [GO:0046872]
P07260	P07260	mRNA cap binding [GO:0098808]; phosphatidylinositol-3-phosphate binding [GO:0032266]; RNA 7-methylguanosine cap binding [GO:0000340]; translation initiation factor activity [GO:0003743]
P07261	P07261	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
P07262	P07262	glutamate dehydrogenase (NADP+) activity [GO:0004354]
P07263	P07263	aminoacyl-tRNA ligase activity [GO:0004812]; ATP binding [GO:0005524]; histidine-tRNA ligase activity [GO:0004821]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; sequence-specific mRNA binding [GO:1990825]
P07264	P07264	3-isopropylmalate dehydratase activity [GO:0003861]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]
P07266	P07266	crossed form four-way junction DNA binding [GO:0000402]; DNA endonuclease activity [GO:0004520]; flap-structured DNA binding [GO:0070336]; RNA binding [GO:0003723]; Y-form DNA binding [GO:0000403]
P07267	P07267	aspartic-type endopeptidase activity [GO:0004190]; disordered domain specific binding [GO:0097718]; oligosaccharide binding [GO:0070492]; peptidase activity [GO:0008233]
P07269	P07269	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]
P07270	P07270	DNA-binding transcription factor activity [GO:0003700]; protein dimerization activity [GO:0046983]; sequence-specific DNA binding [GO:0043565]
P07271	P07271	5'-3' DNA helicase activity [GO:0043139]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; centromeric DNA binding [GO:0019237]; DNA helicase activity [GO:0003678]; double-stranded DNA helicase activity [GO:0036121]; forked DNA-dependent helicase activity [GO:0061749]; four-way junction helicase activity [GO:0009378]; G-quadruplex DNA binding [GO:0051880]; single-stranded 3'-5' DNA helicase activity [GO:1990518]; single-stranded DNA binding [GO:0003697]; telomerase inhibitor activity [GO:0010521]; telomeric DNA binding [GO:0042162]
P07272	P07272	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]
P07273	P07273	RNA polymerase II complex binding [GO:0000993]; RNA polymerase II complex recruiting activity [GO:0001139]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; zinc ion binding [GO:0008270]
P07274	P07274	actin monomer binding [GO:0003785]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; proline-rich region binding [GO:0070064]; protein sequestering activity [GO:0140311]
P07275	P07275	1-pyrroline-5-carboxylate dehydrogenase activity [GO:0003842]
P07276	P07276	DNA endonuclease activity [GO:0004520]; metal ion binding [GO:0046872]; single-stranded DNA binding [GO:0003697]; single-stranded DNA endodeoxyribonuclease activity [GO:0000014]
P07277	P07277	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; mevalonate kinase activity [GO:0004496]
P07278	P07278	cAMP binding [GO:0030552]; cAMP-dependent protein kinase inhibitor activity [GO:0004862]; identical protein binding [GO:0042802]; protein kinase A catalytic subunit binding [GO:0034236]
P07280	P07280	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
P07281	P07281	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
P07283	P07283	metal ion binding [GO:0046872]; phosphomannomutase activity [GO:0004615]
P07284	P07284	ATP binding [GO:0005524]; sequence-specific mRNA binding [GO:1990825]; serine-tRNA ligase activity [GO:0004828]; tRNA binding [GO:0000049]
P07285	P07285	anthranilate phosphoribosyltransferase activity [GO:0004048]
P07286	P07286	glycosyltransferase activity [GO:0016757]; metal ion binding [GO:0046872]; UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity [GO:0003975]
P07342	P07342	acetolactate synthase activity [GO:0003984]; flavin adenine dinucleotide binding [GO:0050660]; magnesium ion binding [GO:0000287]; thiamine pyrophosphate binding [GO:0030976]
P07347	P07347	identical protein binding [GO:0042802]; peptide-alanine-alpha-N-acetyltransferase activity [GO:0008999]; peptide-glutamate-alpha-N-acetyltransferase activity [GO:1990190]; peptide-serine-alpha-N-acetyltransferase activity [GO:1990189]
P07390	P07390	translation regulator activity [GO:0045182]
P07560	P07560	GTP binding [GO:0005525]; GTPase activity [GO:0003924]
P07702	P07702	L-aminoadipate-semialdehyde dehydrogenase activity [GO:0004043]; phosphopantetheine binding [GO:0031177]
P07703	P07703	DNA binding [GO:0003677]; protein dimerization activity [GO:0046983]; RNA polymerase I activity [GO:0001054]; RNA polymerase III activity [GO:0001056]
P07806	P07806	aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; sequence-specific mRNA binding [GO:1990825]; valine-tRNA ligase activity [GO:0004832]
P07807	P07807	dihydrofolate reductase activity [GO:0004146]; mRNA binding [GO:0003729]; NADP binding [GO:0050661]
P07834	P07834	phosphoserine residue binding [GO:0050815]; U3 snoRNA binding [GO:0034511]; ubiquitin binding [GO:0043130]
P07866	P07866	guanyl-nucleotide exchange factor activity [GO:0005085]
P07884	P07884	ATP binding [GO:0005524]; tRNA binding [GO:0000049]; tRNA dimethylallyltransferase activity [GO:0052381]; zinc ion binding [GO:0008270]
P07991	P07991	identical protein binding [GO:0042802]; ornithine aminotransferase activity [GO:0004587]; pyridoxal phosphate binding [GO:0030170]
P08004	P08004	chitin synthase activity [GO:0004100]
P08018	P08018	ATP binding [GO:0005524]; MAP kinase kinase activity [GO:0004708]; MAP-kinase scaffold activity [GO:0005078]; peptide alpha-N-acetyltransferase activity [GO:0004596]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]
P08019	P08019	glucan 1,4-alpha-glucosidase activity [GO:0004339]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]
P08067	P08067	2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]; ubiquinol-cytochrome-c reductase activity [GO:0008121]
P08153	P08153	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; mediator complex binding [GO:0036033]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]
P08417	P08417	fumarate hydratase activity [GO:0004333]
P08425	P08425	ATP binding [GO:0005524]; phenylalanine-tRNA ligase activity [GO:0004826]; tRNA binding [GO:0000049]
P08431	P08431	UDP-glucose:hexose-1-phosphate uridylyltransferase activity [GO:0008108]; zinc ion binding [GO:0008270]
P08432	P08432	ornithine decarboxylase activity [GO:0004586]
P08456	P08456	CDP-diacylglycerol-serine O-phosphatidyltransferase activity [GO:0003882]
P08458	P08458	3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]
P08459	P08459	
P08465	P08465	homoserine O-acetyltransferase activity [GO:0004414]
P08466	P08466	DNA endonuclease activity [GO:0004520]; DNA exonuclease activity [GO:0004529]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; RNA endonuclease activity [GO:0004521]; RNA nuclease activity [GO:0004540]; single-stranded DNA endodeoxyribonuclease activity [GO:0000014]
P08468	P08468	translation regulator activity [GO:0045182]
P08518	P08518	DNA binding [GO:0003677]; mitochondrial single subunit type RNA polymerase activity [GO:0001065]; mRNA binding [GO:0003729]; plastid single subunit type RNA polymerase activity [GO:0001066]; ribonucleoside binding [GO:0032549]; RNA polymerase I activity [GO:0001054]; RNA polymerase II activity [GO:0001055]; RNA polymerase III activity [GO:0001056]; RNA polymerase IV activity [GO:0001057]; RNA polymerase V activity [GO:0001058]; zinc ion binding [GO:0008270]
