YSN	 UniProtID	 Name	 Gene Names
YPR085C	Q06822	ASTRA-associated protein 1	ASA1, YPR085C
YLR010C	Q07921	Telomere length regulation protein TEN1 (Protein telomeric pathways with STN1)	TEN1, YLR010C
YMR039C	P54000	RNA polymerase II transcriptional coactivator SUB1	SUB1, TSP1, YMR039C, YM9532.04C
YDR052C	P32325	DDK kinase regulatory subunit DBF4 (Dumbbell forming protein 4)	DBF4, DNA52, YDR052C, D4205, YD9609.07C
YIL150C	P32354	Minichromosome maintenance protein 10 (Protein DNA43)	MCM10, DNA43, YIL150C
YGR141W	P53285	Vacuolar protein sorting-associated protein 62	VPS62, YGR141W
YKL103C	P14904	Vacuolar aminopeptidase 1 (EC 3.4.11.22) (Aminopeptidase yscI) (Leucine aminopeptidase IV) (LAPIV) (Lysosomal aminopeptidase III) (Polypeptidase) (Vacuolar aminopeptidase I)	APE1, API, LAP4, YSC1, YKL103C, YKL455
YML098W	P11747	Transcription initiation factor TFIID subunit 13 (Function unknown 81 protein) (TAFII-19) (TAFII19) (TBP-associated factor 13) (TBP-associated factor 19 kDa)	TAF13, FUN81, TAF19, YML098W
YLR072W	Q08001	Membrane-anchored lipid-binding protein LAM6 (Lipid transfer at contact site protein 1) (Lipid transfer protein anchored at membrane contact sites 1)	LAM6, LTC1, YLR072W
YOR274W	P07884	tRNA dimethylallyltransferase (DMATase) (EC 2.5.1.75) (Isopentenyl-diphosphate: tRNA isopentenyltransferase) (IPP transferase) (IPPT) (tRNA isopentenyltransferase) (IPTase)	MOD5, YOR274W
YER156C	P40093	MYG1 protein YER156C	YER156C
YDL091C	Q12229	UBX domain-containing protein 3	UBX3, YDL091C
YER152C	P10356	Uncharacterized protein YER152C	YER152C
YKL007W	P28495	F-actin-capping protein subunit alpha	CAP1, YKL007W, YKL155
YKL151C	P36059	ATP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.93) (ATP-dependent NAD(P)HX dehydratase) (Nicotinamide nucleotide repair protein 2)	NNR2, YKL151C, YKL606
YER103W	P22202	Heat shock protein SSA4	SSA4, YER103W
YJR012C	P47087	Uncharacterized protein YJR012C	YJR012C, J1440, YJR83.25
YDL063C	Q07395	Synchronized import protein 1 (Symportin 1)	SYO1, YDL063C
YNL252C	P36528	Large ribosomal subunit protein mL46 (54S ribosomal protein L17, mitochondrial) (YmL17/YmL30)	MRPL17, MRPL30, YNL252C, N0864
YOR347C	P52489	Pyruvate kinase 2 (PK 2) (EC 2.7.1.40)	PYK2, YOR347C, O6342
YGR225W	P50082	Meiosis-specific APC/C activator protein AMA1 (Activator of meiotic APC/C protein 1) (Sporulation-specific protein 70)	AMA1, SPO70, YGR225W, G8541
YJR069C	P47119	Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.9) (Hydroxylaminopurine sensitivity protein 1) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	HAM1, YJR069C, J1811
YBR265W	P38342	3-ketodihydrosphingosine reductase TSC10 (EC 1.1.1.102) (3-dehydrosphinganine reductase) (KDS reductase) (Temperature-sensitive CSG2 suppressor protein 10)	TSC10, YBR265W, YBR1734
YJL037W	P47056	Outer spore wall protein 6 (Increased recombination centers protein 18)	IRC18, OSW6, YJL037W, J1234
YPL158C	Q99299	Altered inheritance of mitochondria protein 44	AIM44, YPL158C, P2570
YBR239C	P38140	Transcription activator of gluconeogenesis ERT1 (Ethanol regulator of translation 1)	ERT1, YBR239C, YBR1622
YDR223W	Q04930	Transcription factor CRF1 (Corepressor with FHL1 protein 1)	CRF1, YDR223W, YD9934.08
YJL111W	P42943	T-complex protein 1 subunit eta (TCP-1-eta) (CCT-eta)	CCT7, YJL111W, J0804
YIL119C	P23250	Negative RAS protein regulator protein	RPI1, YIL119C
YJR045C	P0CS90	Import motor subunit, mitochondrial (EC 3.6.4.10) (Endonuclease SceI 75 kDa subunit) (Endo.SceI 75 kDa subunit) (mtHSP70)	SSC1, ENS1, YJR045C, J1639
YIL161W	P40449	Uncharacterized protein YIL161W	YIL161W
YEL069C	P39924	Hexose transporter HXT13	HXT13, HXT8, YEL069C
YGR029W	P27882	Mitochondrial FAD-linked sulfhydryl oxidase ERV1 (EC 1.8.3.2) (14 kDa regulatory protein) (Essential for respiration and vegetative growth protein 1)	ERV1, YGR029W
YER106W	P40065	Monopolin complex subunit MAM1 (Monopolar microtubule attachment during meiosis 1 protein 1)	MAM1, YER106W
YLR234W	P13099	DNA topoisomerase 3 (EC 5.6.2.1) (DNA topoisomerase III)	TOP3, EDR1, YLR234W, L8083.3
YIR002C	P40562	ATP-dependent DNA helicase MPH1 (EC 3.6.4.12) (FANCM-like protein 1) (Mutator phenotype protein 1)	MPH1, YIR002C, YIB2C
YHR099W	P38811	Transcription-associated protein 1 (p400 kDa component of SAGA)	TRA1, YHR099W
YJL143W	P39515	Mitochondrial import inner membrane translocase subunit TIM17 (Mitochondrial inner membrane protein MIM17) (Mitochondrial protein import protein 2)	TIM17, MIM17, MPI2, SMS1, YJL143W, J0648
YKL149C	P24309	Lariat debranching enzyme (EC 3.1.4.-)	DBR1, PRP26, YKL149C, YKL604
YAL005C	P10591	Heat shock protein SSA1 (Heat shock protein YG100)	SSA1, YAL005C
YGL029W	P53188	rRNA-processing protein CGR1 (Coiled-coil growth-regulated protein 1)	CGR1, YGL029W
YPR182W	P54999	Small nuclear ribonucleoprotein F (snRNP-F) (Sm protein F) (Sm-F) (SmF)	SMX3, YPR182W, P9705.4
YBR201W	P38307	Degradation in the endoplasmic reticulum protein 1	DER1, YBR201W, YBR1413
YPL141C	Q03002	Fatty acyl-CoA synthetase and RNA processing-associated kinase 1 (EC 2.7.11.1)	FRK1, YPL141C
YGL104C	P53142	Vacuolar protein sorting-associated protein 73	VPS73, YGL104C, G3090
YGR087C	P26263	Pyruvate decarboxylase isozyme 3 (EC 4.1.1.-) (EC 4.1.1.43) (EC 4.1.1.72) (EC 4.1.1.74) (Thiamine pyrophosphate-dependent 2-oxo-acid decarboxylase) (2ODC)	PDC6, YGR087C
YML123C	P25297	Inorganic phosphate transporter PHO84	PHO84, YML123C, YM7056.03C
YLR073C	Q08003	Regulator of free ubiquitin chains 1	RFU1, YLR073C
YCL059C	P25586	KRR1 small subunit processome component (KRR-R motif-containing protein 1) (Ribosomal RNA assembly protein KRR1)	KRR1, YCL059C, YCL59C
YCL005W	P25587	Protein LDB16 (Low dye-binding protein 16)	LDB16, YCL005W, YCL5W
YOR192C	Q08579	Thiamine transporter THI72	THI72, YOR192C
YJL102W	P39677	Ribosome-releasing factor 2, mitochondrial (RRF2mt) (Elongation factor G 2, mitochondrial) (EF-G2mt) (mEF-G 2)	MEF2, YJL102W, D819, J0826
YJR137C	P47169	Sulfite reductase [NADPH] subunit beta (EC 1.8.1.2) (Extracellular mutant protein 17)	MET5, ECM17, YJR137C, J2126
YHL003C	P38703	Ceramide synthase LAG1 (Longevity assurance factor 1) (Longevity assurance gene 1 protein) (Longevity assurance protein 1) (Very-long-chain ceramide synthase LAG1) (EC 2.3.1.297)	LAG1, YHL003C
YKL023C-A	Q2V2P3	Uncharacterized protein YKL023C-A	YKL023C-A
YGR277C	P53332	Phosphopantetheine adenylyltransferase (PPAT) (EC 2.7.7.3) (Coenzyme A biosynthesis protein 4) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase)	CAB4, YGR277C
YNL290W	P38629	Replication factor C subunit 3 (Replication factor C3) (Activator 1 40 kDa subunit)	RFC3, YNL290W, N0533
YLR105C	P16658	tRNA-splicing endonuclease subunit SEN2 (EC 4.6.1.16) (Splicing endonuclease protein 2) (tRNA-intron endonuclease SEN2)	SEN2, YLR105C, L8004.12
YOR259C	P53549	26S proteasome subunit RPT4 (26S protease subunit SUG2) (Proteasomal cap subunit)	RPT4, CRL13, PCS1, SUG2, YOR259C
YEL051W	P32610	V-type proton ATPase subunit D (V-ATPase subunit D) (Vacuolar proton pump subunit D)	VMA8, YEL051W, SYGP-ORF11
YHR128W	P18562	Uracil phosphoribosyltransferase (UPRTase) (EC 2.4.2.9) (UMP pyrophosphorylase)	FUR1, YHR128W
YDL191W	P0CX84	Large ribosomal subunit protein uL29A (60S ribosomal protein L35-A)	RPL35A, SOS1, YDL191W, D1249
YJR108W	P47146	Aberrant microtubules protein 1	ABM1, YJR108W, J1988
YKL060C	P14540	Fructose-bisphosphate aldolase (FBP aldolase) (FBPA) (EC 4.1.2.13) (Fructose-1,6-bisphosphate aldolase)	FBA1, YKL060C, YKL320
YCL033C	P25566	Peptide methionine sulfoxide reductase 2 (EC 1.8.4.12)	MXR2, MSRB, YCL033C, YCL33C
YPR001W	P43635	Citrate synthase 3, mitochondrial (EC 2.3.3.1)	CIT3, YPR001W, YP9723.01
YLR190W	Q06324	Mitochondrial MYO2 receptor-related protein 1	MMR1, YLR190W
YBR255W	P38335	Maintenance of telomere capping protein 4	MTC4, YBR255W, YBR1723
YPL002C	Q12483	Vacuolar-sorting protein SNF8 (ESCRT-II complex subunit VPS22) (Vacuolar protein-sorting-associated protein 22)	SNF8, VPS22, YPL002C
YDL241W	Q07738	Uncharacterized protein YDL241W	YDL241W
YML008C	P25087	Sterol 24-C-methyltransferase ERG6 (SCMT) (EC 2.1.1.41) (Delta(24)-sterol C-methyltransferase ERG6) (Ergosterol biosynthetic protein 6)	ERG6, ISE1, LIS1, SED6, YML008C, YM9571.10C
YCR072C	P25382	Ribosome assembly protein 4 (Notchless protein homolog 1) (Ribosome biogenesis factor RSA4)	RSA4, YCR072C, YCR72C
YOR099W	P27810	Alpha-1,2 mannosyltransferase KTR1 (EC 2.4.1.-)	KTR1, YOR099W, YOR3189W
YKR092C	P32583	Suppressor protein SRP40	SRP40, YKR092C, YKR412A
YML079W	Q03629	Uncharacterized protein YML079W	YML079W
YPR192W	P0CD91	Aquaporin-1	AQY1, AQY1-2, YPR192W, P9677.5
YDL021W	Q12008	Phosphoglycerate mutase 2 (PGAM 2) (EC 5.4.2.11) (BPG-dependent PGAM 2) (MPGM 2) (Phosphoglyceromutase 2)	GPM2, YDL021W, D2835
YIR028W	Q04895	Allantoin permease (Allantoin transport protein)	DAL4, YIR028W
YLR216C	P53691	Peptidyl-prolyl cis-trans isomerase CPR6 (PPIase CPR6) (EC 5.2.1.8) (Rotamase CPR6)	CPR6, YLR216C, L8167.24
YJR113C	P47150	Small ribosomal subunit protein uS7m (37S ribosomal protein S7, mitochondrial)	RSM7, YJR113C, J2020
YBL038W	P38064	Large ribosomal subunit protein uL16m (54S ribosomal protein L16, mitochondrial) (YmL47)	MRPL16, RML16, YBL038W, YBL0411
YPR139C	Q06508	Lysophosphatidic acid:oleoyl-CoA acyltransferase 1 (LPAAT) (Lysophosphatidic acid acyltransferase) (EC 2.3.1.51) (Vacuolar protein sorting-associated protein 66)	LOA1, VPS66, YPR139C
YGR271C-A	Q3E705	rRNA-processing protein EFG1 (Exit from G1 protein 1)	EFG1, YGR271C-A, G9368, YGR272C
YER085C	P40058	Uncharacterized protein YER085C	YER085C
YOR149C	Q04174	GPI mannosyltransferase 4 (EC 2.4.1.-) (GPI mannosyltransferase IV) (GPI-MT-IV)	SMP3, LAS2, SAP2, YOR149C
YHR061C	P38785	GTPase-interacting component 1	GIC1, YHR061C
YER184C	P39961	Transcription factor TOG1 (Transcriptional regulator of oleate 1)	TOG1, YER184C
YOR222W	Q99297	Mitochondrial 2-oxodicarboxylate carrier 2	ODC2, YOR222W, YOR50-12
YGR186W	P41895	Transcription initiation factor IIF subunit alpha (TFIIF-alpha) (TFIIF large subunit) (Transcription factor G 105 kDa subunit) (P105)	TFG1, SSU71, YGR186W, G7526
YER050C	P40033	Small ribosomal subunit protein bS18m (37S ribosomal protein RSM18, mitochondrial)	RSM18, YER050C
YGR165W	P53292	Small ribosomal subunit protein mS45 (37S ribosomal protein S35, mitochondrial)	MRPS35, YGR165W
YGL091C	P52920	Cytosolic Fe-S cluster assembly factor NBP35 (Nucleotide-binding protein 35)	NBP35, YGL091C
YNR032C-A	Q6Q546	Ubiquitin-like modifier HUB1	HUB1, YNR032C-A
YML101C	Q04201	CUE domain-containing protein CUE4 (Coupling of ubiquitin conjugation to ER degradation protein 4)	CUE4, YML101C
YLL022C	Q12373	HAT1-interacting factor 1	HIF1, YLL022C, L1205
YPL240C	P02829	ATP-dependent molecular chaperone HSP82 (82 kDa heat shock protein) (Heat shock protein Hsp90 heat-inducible isoform)	HSP82, HSP90, YPL240C
YGL084C	P53154	Membrane-bound O-acyltransferase GUP1 (Glycerol uptake protein 1)	GUP1, YGL084C
YKR103W	P0CE68	ABC transporter NFT1 (New full-length MRP-type transporter 1)	NFT1, YKR103W
YGL070C	P27999	DNA-directed RNA polymerase II subunit RPB9 (RNA polymerase II subunit B9) (B12.6) (DNA-directed RNA polymerase II 14.2 kDa polypeptide) (DNA-directed RNA polymerase II subunit 9)	RPB9, YGL070C
YBR279W	P38351	RNA polymerase II-associated protein 1 (Protein PAF1)	PAF1, YBR279W, YBR2016
YOR089C	P36017	Vacuolar protein sorting-associated protein 21 (GTP-binding protein YPT51) (Vacuolar protein-targeting protein 12)	VPS21, VPS12, VPT12, YPT21, YPT51, YOR089C, YOR3154C
YCL008C	P25604	Suppressor protein STP22 of temperature-sensitive alpha-factor receptor and arginine permease (ESCRT-I complex subunit VPS23) (Vacuolar protein sorting-associated protein 23)	STP22, VPS23, YCL008C, YCL8C
YBR253W	P32570	Mediator of RNA polymerase II transcription subunit 22 (Mediator complex subunit 22) (Suppressor of RNA polymerase B 6)	SRB6, MED22, YBR253W, YBR1721
YIL139C	P38927	DNA polymerase zeta processivity subunit (Revertibility protein 7)	REV7, YIL139C
YDR341C	Q05506	Arginine--tRNA ligase, cytoplasmic (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	YDR341C, D9651.10
YDL031W	Q12389	ATP-dependent RNA helicase DBP10 (EC 3.6.4.13) (DEAD box protein 10)	DBP10, YDL031W, D2770
YDL179W	Q12477	PHO85 cyclin-9	PCL9, YDL179W, D1408
YER046W	P40031	Sporulation-specific protein 73	SPO73, YER046W
YOR260W	P09032	Translation initiation factor eIF2B subunit gamma (GCD complex subunit GCD1) (Guanine nucleotide exchange factor subunit GCD1) (eIF2B GDP-GTP exchange factor subunit gamma)	GCD1, TIF223, TRA3, YOR260W
YML064C	P38987	Protein TEM1	TEM1, YML064C
YER109C	P40068	Transcriptional activator FLO8 (Protein PDH5)	FLO8, PDH5, YER109C, YER108C
YPR149W	Q12207	Non-classical export protein 2	NCE102, NCE2, RTG2S2, YPR149W, P9659.2
YOR202W	P06633	Imidazoleglycerol-phosphate dehydratase (IGPD) (EC 4.2.1.19)	HIS3, YOR202W
YHR066W	P38789	Ribosome biogenesis protein SSF1	SSF1, YHR066W
YNR032W	P32838	Serine/threonine-protein phosphatase PP2A-like PPG1 (EC 3.1.3.16)	PPG1, PPG, YNR032W, N3281
YAL051W	P39720	Oleate-activated transcription factor 1	OAF1, YAF1, YAL051W, FUN43
YGL252C	P32608	Retrograde regulation protein 2	RTG2, YGL252C, NRF588
YIR032C	P32459	Ureidoglycolate lyase (EC 4.3.2.3) (Degradation of allantoin protein 3) (Ureidoglycolatase) (Ureidoglycolate hydrolase)	DAL3, YIR032C
YPL126W	Q02931	NET1-associated nuclear protein 1 (U three protein 17) (t-17) (U3 protein 17 required for transcription) (U3 small nucleolar RNA-associated protein 17) (U3 snoRNA-associated protein 17)	NAN1, UTP17, YPL126W
YLL018C	P04802	Aspartate--tRNA ligase, cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)	DPS1, APS, APS1, YLL018C, L1295
YCR033W	P25357	Probable DNA-binding protein SNT1 (SANT domain-containing protein 1)	SNT1, YCR033W, YCR33W, YCR592
YDL209C	Q12046	Pre-mRNA-splicing factor CWC2 (Complexed with CEF1 protein 2) (PRP19-associated complex protein 40) (Synthetic lethal with CLF1 protein 3)	CWC2, NTC40, SLC3, YDL209C, D1041
YDR005C	P41910	Repressor of RNA polymerase III transcription MAF1	MAF1, YDR005C, YD8119.11C
YOL143C	P50861	6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)	RIB4, YOL143C
YNL217W	P40152	Zinc-dependent endopolyphosphatase (EC 3.6.1.10) (Vacuolar polyphosphatase PPN2)	PPN2, YNL217W, N1306
YNR050C	P38999	Saccharopine dehydrogenase [NADP(+), L-glutamate-forming] (EC 1.5.1.10) (Saccharopine reductase)	LYS9, LYS13, YNR050C, N3461
YLL034C	Q07844	Ribosome biogenesis ATPase RIX7	RIX7, YLL034C
YGL160W	P53109	Probable metalloreductase AIM14 (EC 1.16.1.-) (Altered inheritance of mitochondria protein 14)	AIM14, YGL160W, G1837
YBL097W	P38170	Condensin complex subunit 2 (Barren homolog) (CAPH homolog)	BRN1, YBL097W, YBL0830
YJL011C	P47076	DNA-directed RNA polymerase III subunit RPC9 (RNA polymerase III subunit C9) (RNA polymerase III subunit C17)	RPC17, YJL011C, J1349
YDL124W	Q07551	NADPH-dependent alpha-keto amide reductase (AKR-E) (EC 1.2.1.-) (YKAR)	YDL124W, D2240
YBR214W	P38314	Protein SDS24	SDS24, YBR214W, YBR1501
YAL020C	P31386	Protein KTI13 (Alpha-tubulin suppressor 1) (Kluyveromyces lactis toxin-insensitive protein 13)	ATS1, KTI13, YAL020C, FUN28, YAL006
YEL047C	P32614	Fumarate reductase 1 (FRDS1) (EC 1.3.1.6) (FAD-dependent oxidoreductase) (NADH-dependent fumarate reductase) (Soluble fumarate reductase, cytoplasmic isozyme)	FRD1, FRDS, FRDS1, YEL047C, SYGP-ORF35
YNL259C	P38636	Copper chaperone ATX1 (Antioxidant protein 1) (Metal homeostasis protein ATX1)	ATX1, YNL259C, N0840
YBR171W	P33754	Translocation protein SEC66 (Protein HSS1) (Sec62/63 complex 31.5 kDa subunit)	SEC66, HSS1, SEC71, YBR171W, YBR1232
YGL014W	P25339	Pumilio homology domain family member 4	PUF4, YGL014W, YGL023
YML117W	Q03735	RNA-binding protein NAB6 (Nucleic acid-binding protein 6)	NAB6, YML117W, YM8339.02
YOL124C	Q12463	tRNA (guanine(10)-N2)-methyltransferase (EC 2.1.1.214) (tRNA [Gm10] methyltransferase) (tRNA guanosine-2'-O-methyltransferase TRM11) (tRNA methylase 11)	TRM11, YOL124C
YBR101C	P38260	Hsp70 nucleotide exchange factor FES1 (Factor exchange for SSA1 protein 1)	FES1, YBR101C, YBR0830
YMR220W	P24521	Phosphomevalonate kinase (EC 2.7.4.2)	ERG8, YMR220W, YM9959.02
YEL031W	P39986	Endoplasmic reticulum transmembrane helix translocase (EC 7.4.2.-) (Complexed with DOR1 protein 1) (Endoplasmic reticulum P5A-ATPase) (Sensitivity to the P.farinosa killer toxin protein 1)	SPF1, COD1, YEL031W
YAL011W	P31376	SWR1-complex protein 3	SWC3, FUN36, SWC1, YAL011W
YPR042C	Q12221	mRNA-binding protein PUF2 (Pumilio homology domain family member 2)	PUF2, YPR042C, YP3085.06c, YP9499.01
YGR104C	P32585	Mediator of RNA polymerase II transcription subunit 18 (Mediator complex subunit 18) (Suppressor of RNA polymerase B 5)	SRB5, MED18, YGR104C
YGL086W	P40957	Spindle assembly checkpoint component MAD1 (Mitotic arrest deficient protein 1)	MAD1, YGL086W
YOR047C	Q02794	Protein STD1 (Glucose repression modulator MSN3) (Suppressor of Tbp deletion protein 1) (Suppressor of fluoride sensitivity 3)	STD1, MSN3, SFS3, YOR047C
YNL221C	P41812	Ribonucleases P/MRP protein subunit POP1 (EC 3.1.26.5) (RNA-processing protein POP1) (RNases P/MRP 100.4 kDa subunit)	POP1, YNL221C, N1285
YJL093C	P40310	Outward-rectifier potassium channel TOK1 (Two-domain outward rectifier K(+) channel YORK)	TOK1, DUK1, YJL093C, J0911
YBR172C	P32909	Protein SMY2 (Suppressor of MYO2-66 protein)	SMY2, YBR172C, YBR1233
YML104C	Q01846	Structural protein MDM1 (Mitochondrial distribution and morphology protein 1)	MDM1, YML104C, YM8339.15C
YLR133W	P20485	Choline kinase (EC 2.7.1.32) (ATP:choline phosphotransferase)	CKI1, CKI, YLR133W, L3130, L9606.8
YOR049C	Q08417	Sphingoid long-chain base transporter RSB1	RSB1, YOR049C, O2787
YIL097W	P40492	Protein FYV10 (EC 2.3.2.27) (Function required for yeast viability protein 10) (Glucose-induced degradation protein 9) (Probable E3 ubiquitin-protein ligase GID9)	FYV10, GID9, YIL097W
YNL305C	P48558	Bax inhibitor 1 (BH3 domain-containing protein BXI1)	BXI1, YBH3, YNL305C, N0405
YLR351C	P49954	Omega-amidase NIT3 (EC 3.5.1.3) (Nitrilase homolog 2)	NIT3, YLR351C, L9638.5
YDR373W	Q06389	Calcium-binding protein NCS-1	FRQ1, NCS1, YDR373W, D9481.6
YOR336W	P22023	Killer toxin-resistance protein 5	KRE5, YOR336W
YLL048C	P32386	ATP-dependent bile acid permease	YBT1, BAT1, YLL048C
YKL143W	P34078	Protein LTV1 (Low-temperature viability protein 1)	LTV1, YKL143W, YKL2
YJL012C	P47075	Vacuolar transporter chaperone complex subunit 4 (Phosphate metabolism protein 3) (Polyphosphate kinase) (SPX-dependent polyphosphate polymerase VTC subunit 4) (Vacuolar membrane polyphosphate polymerase catalytic subunit) (PolyP polymerase) (EC 2.7.4.1)	VTC4, PHM3, YJL012C, J1345
YER007W	P39937	Protein PAC2	PAC2, YER007W
YOR020W-A	Q3E824	Uncharacterized protein YOR020W-A	YOR020W-A
YGL156W	P22855	Alpha-mannosidase (EC 3.2.1.24) (Alpha-D-mannoside mannohydrolase)	AMS1, YGL156W, G1861
YGL150C	P53115	Chromatin-remodeling ATPase INO80 (EC 3.6.4.-) (Inositol-requiring protein 80)	INO80, YGL150C, G1880
YIL013C	P40550	ATP-dependent permease PDR11	PDR11, YIL013C
YPL125W	Q02932	Importin beta-like protein KAP120 (Karyopherin-120)	KAP120, YPL125W
YCL048W-A	Q2V2Q2	Uncharacterized protein YCL048W-A	YCL048W-A
YDL180W	Q12301	Uncharacterized membrane protein YDL180W	YDL180W
YDR321W	P38986	L-asparaginase 1 (EC 3.5.1.1) (L-asparaginase I) (L-asparagine amidohydrolase I) (ASP I)	ASP1, YDR321W, D9798.6
YLR361C	Q05924	Phosphatase DCR2 (EC 3.1.-.-) (Dosage-dependent cell cycle regulator 2)	DCR2, YLR361C
YKL046C	P36091	Mannan endo-1,6-alpha-mannosidase DCW1 (EC 3.2.1.101) (Defective cell wall 1) (Endo-alpha-1->6-D-mannanase DCW1)	DCW1, YKL046C, YKL259
YGR287C	P53051	Oligo-1,6-glucosidase IMA1 (EC 3.2.1.10) (Alpha-glucosidase) (Isomaltase 1)	IMA1, YGR287C
YPL264C	Q08980	Probable transport protein YPL264C	YPL264C
YKL019W	P29703	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha (PFTase/PGGTase I alpha) (EC 2.5.1.58) (EC 2.5.1.59) (CAAX farnesyltransferase subunit alpha) (FTase-alpha) (Ras proteins prenyltransferase subunit alpha) (Type I protein geranyl-geranyltransferase subunit alpha) (GGTase-I-alpha)	RAM2, YKL019W
YMR038C	P40202	Superoxide dismutase 1 copper chaperone	CCS1, LYS7, YMR038C, YM9532.03C
YGR236C	P50088	Stationary phase gene 1 protein	SPG1, YGR236C, G8578
YKL100C	P34248	Probable intramembrane protease YKL100C (EC 3.4.23.-)	YKL100C, YKL450
YGL066W	P53165	SAGA-associated factor 73 (73 kDa SAGA-associated factor) (SAGA histone acetyltransferase complex 73 kDa subunit)	SGF73, YGL066W
YCR053W	P16120	Threonine synthase (TS) (EC 4.2.3.1)	THR4, YCR053W, YCR53W
YKR034W	P26343	Nitrogen regulatory protein DAL80 (Regulatory protein UGA43)	DAL80, UGA43, YKR034W
YKR030W	P36125	Protein GMH1 (GEA1-6 membrane-associated high-copy suppressor protein 1)	GMH1, MSG1, YKR030W
YGR085C	Q3E757	Large ribosomal subunit protein uL5B (60S ribosomal protein L11-B) (L16) (RP39) (YL22)	RPL11B, RP39B, RPL16B, YGR085C
