UniProt, domain_start, domain_end, S_over_T_mean, S_over_T_pval, quantile, refoldable, subcellular_localization, average_KD_hydro, A_SASA_count , C_SASA_count , D_SASA_count , E_SASA_count , F_SASA_count , G_SASA_count , H_SASA_count , I_SASA_count , K_SASA_count , L_SASA_count , M_SASA_count , N_SASA_count , P_SASA_count , Q_SASA_count , R_SASA_count , S_SASA_count , T_SASA_count , V_SASA_count , W_SASA_count , Y_SASA_count
P01149, 36, 76, 0.2234, 0.008742, 30, nan, , 4.803, , 5.0, 0, 3.0, 2.0, 3.0, 3.0, 0, 3.0, 1.0, 4.0, 0, 4.0, 1.0, 0, 0, 3.0, 2.0, 2.0, 0, 1.0
P02293, 42, 130, 0.1576, 0.007151, 6, False, nucleus; chromosome, 3.479, , 6.0, 0, 2.0, 3.0, 2.0, 3.0, 2.0, 2.0, 7.0, 2.0, 0, 3.0, 2.0, 3.0, 4.0, 12.0, 8.0, 3.0, 0, 4.0
P02294, 42, 130, 0.2306, 0.002815, 42, nan, nucleus; chromosome, 3.475, , 6.0, 0, 2.0, 3.0, 2.0, 3.0, 2.0, 2.0, 7.0, 2.0, 0, 3.0, 2.0, 3.0, 4.0, 12.0, 7.0, 3.0, 0, 4.0
P02309, 28, 94, 0.1909, 0.000304, 18, False, nucleus; chromosome, 3.873, , 2.0, 0, 0, 4.0, 1.0, 5.0, 1.0, 3.0, 6.0, 5.0, 0, 0, 1.0, 1.0, 7.0, 4.0, 3.0, 4.0, 0, 1.0
P02381, 2, 59, 0.2489, 0.000449, 42, nan, mitochondrion, 4.017, , 0, 0, 2.0, 0, 0, 0, 0, 4.0, 8.0, 12.0, 9.0, 18.0, 0, 0, 1.0, 2.0, 2.0, 0, 0, 0
P02381, 96, 247, 0.2489, 0.000449, 42, nan, mitochondrion, 3.299, , 0, 0, 1.0, 1.0, 0, 1.0, 0, 8.0, 12.0, 7.0, 8.0, 28.0, 0, 2.0, 1.0, 5.0, 4.0, 0, 0, 10.0
P02381, 256, 318, 0.2489, 0.000449, 42, nan, mitochondrion, 3.021, , 0, 0, 2.0, 0, 0, 1.0, 0, 7.0, 1.0, 3.0, 3.0, 32.0, 1.0, 0, 0, 1.0, 1.0, 0, 0, 5.0
P02381, 322, 397, 0.2489, 0.000449, 42, nan, mitochondrion, 3.204, , 0, 0, 0, 0, 0, 5.0, 0, 3.0, 7.0, 6.0, 0, 15.0, 0, 0, 2.0, 5.0, 4.0, 0, 1.0, 4.0
P02400, 2, 65, 0.3564, 0.02389, 66, False, cytoplasm, 4.0, , 9.0, 0, 1.0, 8.0, 1.0, 6.0, 0, 1.0, 3.0, 3.0, 0, 1.0, 0, 2.0, 1.0, 5.0, 1.0, 2.0, 0, 0
P02406, 67, 147, 0.2758, 0.003076, 54, False, cytoplasm, 3.563, , 3.0, 0, 4.0, 4.0, 2.0, 6.0, 0, 1.0, 6.0, 3.0, 0, 1.0, 1.0, 1.0, 3.0, 2.0, 2.0, 3.0, 1.0, 0
P02557, 4, 376, 0.1507, 3.8e-05, 6, False, cytoplasm; cytoskeleton, 2.859, , 6.0, 0, 14.0, 13.0, 2.0, 23.0, 4.0, 1.0, 10.0, 4.0, 0, 9.0, 7.0, 10.0, 7.0, 17.0, 3.0, 5.0, 1.0, 3.0
P02557, 378, 438, 0.1507, 3.8e-05, 6, False, cytoplasm; cytoskeleton, 2.965, , 4.0, 0, 6.0, 10.0, 1.0, 2.0, 1.0, 0, 3.0, 2.0, 1.0, 3.0, 0, 3.0, 2.0, 5.0, 2.0, 3.0, 1.0, 3.0
P02829, 13, 208, 0.4059, 9.3e-05, 78, False, cytoplasm, 3.319, , 7.0, 0, 7.0, 12.0, 2.0, 10.0, 0, 2.0, 8.0, 4.0, 0, 4.0, 4.0, 3.0, 3.0, 6.0, 4.0, 4.0, 0, 0
P02829, 210, 269, 0.4059, 9.3e-05, 78, False, cytoplasm, 2.122, , 0, 0, 6.0, 22.0, 0, 0, 0, 1.0, 16.0, 2.0, 0, 0, 4.0, 1.0, 0, 0, 1.0, 5.0, 0, 0
P02829, 277, 408, 0.4059, 9.3e-05, 78, False, cytoplasm, 2.771, , 3.0, 0, 3.0, 12.0, 3.0, 2.0, 0, 2.0, 7.0, 2.0, 1.0, 5.0, 1.0, 4.0, 6.0, 5.0, 2.0, 2.0, 2.0, 0
P02829, 410, 523, 0.4059, 9.3e-05, 78, False, cytoplasm, 2.655, , 6.0, 0, 5.0, 10.0, 2.0, 3.0, 1.0, 0, 10.0, 2.0, 0, 3.0, 2.0, 3.0, 0, 3.0, 5.0, 0, 0, 1.0
P02829, 535, 676, 0.4059, 9.3e-05, 78, False, cytoplasm, 3.249, , 5.0, 0, 6.0, 10.0, 1.0, 7.0, 0, 4.0, 12.0, 6.0, 2.0, 3.0, 3.0, 4.0, 2.0, 9.0, 4.0, 0, 0, 2.0
P02992, 49, 237, 0.342, 0.000835, 66, True, mitochondrion, 2.765, , 9.0, 0, 10.0, 13.0, 1.0, 10.0, 2.0, 0, 5.0, 2.0, 2.0, 4.0, 4.0, 5.0, 3.0, 1.0, 3.0, 1.0, 0, 0
P02992, 251, 333, 0.342, 0.000835, 66, True, mitochondrion, 2.452, , 1.0, 0, 3.0, 5.0, 2.0, 11.0, 1.0, 0, 6.0, 0, 1.0, 3.0, 2.0, 0, 8.0, 3.0, 1.0, 1.0, 0, 0
P02992, 341, 435, 0.342, 0.000835, 66, True, mitochondrion, 2.838, , 1.0, 0, 3.0, 8.0, 0, 9.0, 2.0, 3.0, 2.0, 0, 1.0, 3.0, 2.0, 1.0, 5.0, 3.0, 4.0, 1.0, 0, 0
P02994, 7, 232, 0.2293, 2e-06, 42, False, cytoplasm; cytoplasm; cytoskeleton, 2.538, , 5.0, 0, 8.0, 15.0, 0, 19.0, 0, 0, 18.0, 4.0, 0, 4.0, 2.0, 4.0, 5.0, 5.0, 3.0, 2.0, 1.0, 0
P02994, 246, 332, 0.2293, 2e-06, 42, False, cytoplasm; cytoplasm; cytoskeleton, 2.824, , 2.0, 0, 2.0, 5.0, 0, 11.0, 2.0, 2.0, 6.0, 0, 0, 3.0, 4.0, 3.0, 3.0, 1.0, 2.0, 2.0, 0, 1.0
P02994, 336, 441, 0.2293, 2e-06, 42, False, cytoplasm; cytoplasm; cytoskeleton, 2.61, , 2.0, 1.0, 4.0, 3.0, 1.0, 5.0, 3.0, 0, 7.0, 1.0, 1.0, 1.0, 3.0, 2.0, 5.0, 8.0, 3.0, 0, 0, 1.0
P03874, 5, 24, 0.155, 0.007504, 6, nan, mitochondrion, 3.595, , 0, 0, 0, 0, 2.0, 1.0, 0, 0, 1.0, 2.0, 1.0, 0, 0, 1.0, 4.0, 4.0, 1.0, 0, 0, 2.0
P03874, 26, 121, 0.155, 0.007504, 6, nan, mitochondrion, 2.567, , 0, 0, 4.0, 5.0, 1.0, 1.0, 1.0, 2.0, 6.0, 2.0, 3.0, 4.0, 2.0, 5.0, 5.0, 4.0, 4.0, 0, 0, 3.0
P03874, 133, 268, 0.155, 0.007504, 6, nan, mitochondrion, 3.128, , 5.0, 0, 6.0, 9.0, 2.0, 5.0, 0, 1.0, 12.0, 5.0, 1.0, 2.0, 2.0, 3.0, 5.0, 2.0, 2.0, 4.0, 0, 2.0
P03874, 283, 495, 0.155, 0.007504, 6, nan, mitochondrion, 2.914, , 6.0, 1.0, 6.0, 6.0, 4.0, 4.0, 1.0, 2.0, 9.0, 2.0, 0, 9.0, 2.0, 10.0, 7.0, 15.0, 9.0, 2.0, 1.0, 2.0
P03874, 497, 600, 0.155, 0.007504, 6, nan, mitochondrion, 3.062, , 3.0, 1.0, 2.0, 6.0, 2.0, 3.0, 3.0, 3.0, 10.0, 3.0, 2.0, 5.0, 3.0, 4.0, 3.0, 3.0, 2.0, 1.0, 0, 1.0
P03965, 31, 145, 0.3566, 0.000287, 66, False, cytoplasm, 3.447, , 5.0, 0, 4.0, 5.0, 1.0, 11.0, 1.0, 3.0, 5.0, 3.0, 0, 4.0, 3.0, 2.0, 1.0, 4.0, 4.0, 0, 0, 3.0
P03965, 147, 374, 0.3566, 0.000287, 66, False, cytoplasm, 3.486, , 8.0, 0, 8.0, 10.0, 1.0, 14.0, 3.0, 3.0, 9.0, 8.0, 1.0, 2.0, 7.0, 2.0, 4.0, 7.0, 5.0, 2.0, 0, 4.0
P03965, 376, 545, 0.3566, 0.000287, 66, False, cytoplasm, 2.856, , 0, 0, 6.0, 9.0, 3.0, 8.0, 2.0, 2.0, 9.0, 1.0, 2.0, 5.0, 3.0, 4.0, 4.0, 10.0, 4.0, 3.0, 1.0, 2.0
P03965, 547, 690, 0.3566, 0.000287, 66, False, cytoplasm, 3.09, , 4.0, 1.0, 8.0, 8.0, 2.0, 7.0, 0, 1.0, 4.0, 2.0, 1.0, 8.0, 2.0, 4.0, 2.0, 2.0, 6.0, 3.0, 1.0, 3.0
P03965, 692, 916, 0.3566, 0.000287, 66, False, cytoplasm, 3.303, , 6.0, 0, 14.0, 9.0, 2.0, 10.0, 3.0, 4.0, 9.0, 4.0, 0, 8.0, 3.0, 2.0, 2.0, 7.0, 5.0, 6.0, 0, 2.0
P03965, 920, 1096, 0.3566, 0.000287, 66, False, cytoplasm, 3.206, , 7.0, 0, 3.0, 11.0, 1.0, 8.0, 1.0, 2.0, 12.0, 6.0, 2.0, 3.0, 1.0, 3.0, 7.0, 7.0, 7.0, 2.0, 0, 0
P04046, 4, 264, 0.4071, 0.000208, 78, True, , 2.886, , 5.0, 0, 7.0, 6.0, 2.0, 18.0, 3.0, 2.0, 6.0, 1.0, 0, 9.0, 6.0, 5.0, 9.0, 7.0, 5.0, 3.0, 0, 7.0
P04046, 273, 472, 0.4071, 0.000208, 78, True, , 2.978, , 1.0, 0, 8.0, 11.0, 1.0, 10.0, 1.0, 3.0, 12.0, 2.0, 2.0, 6.0, 2.0, 2.0, 7.0, 4.0, 8.0, 7.0, 0, 3.0
P04050, 18, 88, 0.2705, 4.9e-05, 54, False, nucleus, 3.716, , 2.0, 0, 3.0, 6.0, 4.0, 6.0, 0, 4.0, 3.0, 4.0, 2.0, 3.0, 4.0, 3.0, 5.0, 1.0, 4.0, 1.0, 0, 0
P04050, 90, 237, 0.2705, 4.9e-05, 54, False, nucleus, 3.398, , 5.0, 2.0, 7.0, 7.0, 2.0, 8.0, 3.0, 0, 10.0, 5.0, 0, 3.0, 3.0, 2.0, 3.0, 5.0, 9.0, 5.0, 1.0, 0
P04050, 239, 339, 0.2705, 4.9e-05, 54, False, nucleus, 3.397, , 5.0, 0, 2.0, 8.0, 2.0, 7.0, 3.0, 3.0, 5.0, 5.0, 1.0, 4.0, 8.0, 4.0, 5.0, 6.0, 1.0, 2.0, 0, 0
P04050, 341, 518, 0.2705, 4.9e-05, 54, False, nucleus, 2.883, , 1.0, 1.0, 8.0, 6.0, 1.0, 8.0, 0, 1.0, 6.0, 4.0, 1.0, 5.0, 8.0, 6.0, 7.0, 10.0, 1.0, 3.0, 0, 4.0
P04050, 520, 666, 0.2705, 4.9e-05, 54, False, nucleus, 3.506, , 2.0, 0, 6.0, 3.0, 3.0, 14.0, 3.0, 5.0, 8.0, 5.0, 1.0, 5.0, 5.0, 5.0, 3.0, 2.0, 3.0, 2.0, 1.0, 1.0
P04050, 668, 830, 0.2705, 4.9e-05, 54, False, nucleus, 3.475, , 7.0, 0, 7.0, 8.0, 3.0, 12.0, 2.0, 2.0, 9.0, 5.0, 3.0, 4.0, 3.0, 2.0, 5.0, 4.0, 7.0, 3.0, 0, 1.0
P04050, 832, 851, 0.2705, 4.9e-05, 54, False, nucleus, 4.245, , 1.0, 0, 1.0, 2.0, 0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 0, 0, 1.0, 2.0, 0, 1.0, 2.0, 0, 2.0
P04050, 857, 1067, 0.2705, 4.9e-05, 54, False, nucleus, 3.048, , 6.0, 0, 9.0, 11.0, 1.0, 12.0, 5.0, 2.0, 10.0, 6.0, 1.0, 7.0, 4.0, 5.0, 6.0, 5.0, 4.0, 5.0, 0, 0
P04050, 1069, 1126, 0.2705, 4.9e-05, 54, False, nucleus, 4.394, , 5.0, 0, 1.0, 2.0, 2.0, 4.0, 2.0, 2.0, 5.0, 4.0, 1.0, 3.0, 3.0, 2.0, 0, 4.0, 3.0, 5.0, 0, 1.0
P04050, 1129, 1280, 0.2705, 4.9e-05, 54, False, nucleus, 2.735, , 6.0, 0, 10.0, 15.0, 0, 2.0, 1.0, 3.0, 7.0, 4.0, 1.0, 6.0, 3.0, 5.0, 4.0, 5.0, 3.0, 2.0, 0, 1.0
P04050, 1282, 1438, 0.2705, 4.9e-05, 54, False, nucleus, 4.107, , 5.0, 1.0, 5.0, 10.0, 1.0, 15.0, 2.0, 3.0, 4.0, 7.0, 3.0, 4.0, 6.0, 2.0, 5.0, 7.0, 8.0, 12.0, 1.0, 5.0
P04051, 17, 88, 0.2168, 0.000408, 30, False, nucleus, 4.473, , 10.0, 1.0, 3.0, 4.0, 3.0, 4.0, 2.0, 1.0, 3.0, 9.0, 0, 2.0, 2.0, 1.0, 2.0, 8.0, 0, 1.0, 0, 0
P04051, 90, 260, 0.2168, 0.000408, 30, False, nucleus, 3.075, , 8.0, 2.0, 5.0, 6.0, 0, 12.0, 3.0, 2.0, 13.0, 5.0, 2.0, 5.0, 4.0, 4.0, 11.0, 4.0, 3.0, 3.0, 2.0, 3.0
P04051, 262, 365, 0.2168, 0.000408, 30, False, nucleus, 3.846, , 5.0, 1.0, 5.0, 2.0, 1.0, 10.0, 0, 3.0, 6.0, 2.0, 4.0, 5.0, 5.0, 3.0, 3.0, 9.0, 1.0, 5.0, 2.0, 0
P04051, 367, 539, 0.2168, 0.000408, 30, False, nucleus, 2.884, , 3.0, 1.0, 6.0, 7.0, 0, 8.0, 2.0, 2.0, 5.0, 3.0, 1.0, 8.0, 5.0, 2.0, 10.0, 4.0, 3.0, 4.0, 1.0, 2.0
P04051, 556, 708, 0.2168, 0.000408, 30, False, nucleus, 3.299, , 4.0, 0, 6.0, 2.0, 2.0, 9.0, 3.0, 3.0, 9.0, 3.0, 3.0, 6.0, 6.0, 4.0, 4.0, 3.0, 3.0, 3.0, 0, 3.0
P04051, 715, 877, 0.2168, 0.000408, 30, False, nucleus, 3.217, , 5.0, 1.0, 9.0, 11.0, 4.0, 13.0, 2.0, 3.0, 8.0, 3.0, 1.0, 7.0, 5.0, 5.0, 1.0, 6.0, 6.0, 2.0, 1.0, 0
P04051, 879, 901, 0.2168, 0.000408, 30, False, nucleus, 3.609, , 1.0, 1.0, 2.0, 2.0, 0, 1.0, 0, 0, 1.0, 3.0, 2.0, 1.0, 0, 1.0, 2.0, 3.0, 1.0, 0, 0, 2.0
P04051, 905, 1096, 0.2168, 0.000408, 30, False, nucleus, 3.269, , 8.0, 1.0, 5.0, 13.0, 3.0, 15.0, 2.0, 5.0, 7.0, 6.0, 0, 12.0, 5.0, 7.0, 7.0, 5.0, 3.0, 3.0, 0, 2.0
P04051, 1110, 1359, 0.2168, 0.000408, 30, False, nucleus, 3.412, , 8.0, 1.0, 14.0, 7.0, 5.0, 15.0, 2.0, 6.0, 11.0, 5.0, 1.0, 9.0, 5.0, 5.0, 9.0, 14.0, 2.0, 6.0, 0, 5.0
P04051, 1361, 1426, 0.2168, 0.000408, 30, False, nucleus, 4.12, , 2.0, 0, 4.0, 3.0, 4.0, 7.0, 0, 4.0, 5.0, 2.0, 3.0, 0, 0, 1.0, 2.0, 4.0, 6.0, 1.0, 0, 2.0
P04076, 20, 106, 0.4412, 3.4e-05, 90, True, , 3.18, , 5.0, 0, 3.0, 7.0, 0, 7.0, 3.0, 0, 7.0, 3.0, 2.0, 2.0, 2.0, 0, 2.0, 0, 3.0, 2.0, 0, 3.0
P04076, 115, 364, 0.4412, 3.4e-05, 90, True, , 3.384, , 7.0, 0, 8.0, 12.0, 3.0, 19.0, 5.0, 3.0, 7.0, 8.0, 2.0, 4.0, 5.0, 7.0, 5.0, 7.0, 7.0, 2.0, 0, 3.0
P04076, 366, 461, 0.4412, 3.4e-05, 90, True, , 3.042, , 2.0, 0, 5.0, 7.0, 2.0, 7.0, 2.0, 0, 6.0, 5.0, 1.0, 2.0, 1.0, 4.0, 3.0, 4.0, 5.0, 1.0, 0, 0
P04147, 40, 209, 0.1874, 9.8e-05, 18, False, nucleus; cytoplasm, 2.588, , 4.0, 0, 10.0, 10.0, 0, 13.0, 1.0, 1.0, 10.0, 3.0, 1.0, 6.0, 6.0, 3.0, 8.0, 11.0, 3.0, 1.0, 1.0, 2.0
P04147, 213, 298, 0.1874, 9.8e-05, 18, False, nucleus; cytoplasm, 2.268, , 5.0, 0, 4.0, 9.0, 0, 5.0, 1.0, 0, 11.0, 0, 0, 4.0, 1.0, 3.0, 0, 3.0, 2.0, 1.0, 0, 1.0
P04147, 319, 401, 0.1874, 9.8e-05, 18, False, nucleus; cytoplasm, 2.698, , 2.0, 0, 4.0, 6.0, 0, 5.0, 0, 2.0, 6.0, 0, 0, 2.0, 3.0, 4.0, 1.0, 3.0, 5.0, 1.0, 0, 1.0
P04147, 497, 576, 0.1874, 9.8e-05, 18, False, nucleus; cytoplasm, 2.425, , 5.0, 0, 2.0, 11.0, 3.0, 3.0, 0, 0, 6.0, 1.0, 0, 2.0, 2.0, 12.0, 1.0, 3.0, 1.0, 0, 0, 1.0
P04161, 3, 213, 0.4857, 0.000475, 90, True, , 2.892, , 5.0, 1.0, 7.0, 12.0, 0, 12.0, 3.0, 3.0, 15.0, 3.0, 1.0, 3.0, 5.0, 9.0, 1.0, 5.0, 5.0, 3.0, 0, 3.0
P04173, 6, 363, 0.3401, 0.004043, 66, nan, cytoplasm, 2.882, , 9.0, 0, 20.0, 13.0, 0, 22.0, 3.0, 1.0, 20.0, 4.0, 1.0, 6.0, 10.0, 6.0, 2.0, 6.0, 6.0, 7.0, 1.0, 0
P04387, 19, 151, 0.3506, 0.011296, 66, nan, , 3.097, , 5.0, 1.0, 2.0, 6.0, 0, 4.0, 0, 1.0, 7.0, 4.0, 0, 3.0, 3.0, 7.0, 1.0, 7.0, 4.0, 0, 2.0, 2.0
P04387, 153, 421, 0.3506, 0.011296, 66, nan, , 3.369, , 5.0, 0, 8.0, 9.0, 3.0, 27.0, 5.0, 6.0, 9.0, 6.0, 4.0, 11.0, 11.0, 7.0, 7.0, 6.0, 5.0, 4.0, 1.0, 3.0
P04449, 5, 59, 0.2253, 0.001464, 30, True, cytoplasm, 2.751, , 2.0, 0, 1.0, 0, 0, 4.0, 2.0, 1.0, 7.0, 1.0, 0, 1.0, 1.0, 1.0, 7.0, 4.0, 1.0, 2.0, 1.0, 1.0
P04449, 88, 132, 0.2253, 0.001464, 30, True, cytoplasm, 2.72, , 8.0, 0, 0, 7.0, 0, 1.0, 0, 1.0, 13.0, 2.0, 0, 2.0, 1.0, 0, 5.0, 2.0, 1.0, 1.0, 0, 0
P04456, 60, 139, 0.308, 6.4e-05, 66, False, cytoplasm, 2.596, , 2.0, 0, 5.0, 5.0, 0, 3.0, 0, 0, 9.0, 3.0, 2.0, 4.0, 2.0, 2.0, 2.0, 1.0, 3.0, 1.0, 0, 1.0
P04786, 170, 255, 0.2086, 0.0, 30, True, nucleus; nucleoplasm; nucleus; nucleolus, 2.456, , 1.0, 0, 6.0, 8.0, 1.0, 5.0, 1.0, 0, 9.0, 4.0, 0, 4.0, 3.0, 5.0, 1.0, 2.0, 2.0, 1.0, 0, 1.0
P04786, 257, 367, 0.2086, 0.0, 30, True, nucleus; nucleoplasm; nucleus; nucleolus, 2.805, , 4.0, 0, 5.0, 7.0, 3.0, 7.0, 2.0, 1.0, 6.0, 4.0, 0, 6.0, 7.0, 3.0, 10.0, 3.0, 2.0, 2.0, 0, 1.0
P04786, 369, 556, 0.2086, 0.0, 30, True, nucleus; nucleoplasm; nucleus; nucleolus, 2.814, , 5.0, 0, 11.0, 7.0, 1.0, 7.0, 1.0, 3.0, 12.0, 4.0, 0, 5.0, 7.0, 5.0, 8.0, 7.0, 4.0, 3.0, 0, 4.0
P04786, 566, 762, 0.2086, 0.0, 30, True, nucleus; nucleoplasm; nucleus; nucleolus, 2.387, , 3.0, 0, 10.0, 22.0, 1.0, 2.0, 0, 2.0, 28.0, 6.0, 0, 3.0, 3.0, 7.0, 5.0, 8.0, 8.0, 4.0, 1.0, 2.0
P04801, 2, 39, 0.3516, 0.00145, 66, False, cytoplasm, 3.15, , 3.0, 0, 2.0, 3.0, 0, 1.0, 0, 0, 9.0, 2.0, 0, 3.0, 1.0, 3.0, 0, 6.0, 1.0, 4.0, 0, 0
P04801, 48, 143, 0.3516, 0.00145, 66, False, cytoplasm, 2.779, , 3.0, 1.0, 9.0, 12.0, 2.0, 4.0, 0, 3.0, 7.0, 2.0, 1.0, 3.0, 2.0, 1.0, 4.0, 2.0, 0, 1.0, 0, 1.0
P04801, 145, 327, 0.3516, 0.00145, 66, False, cytoplasm, 3.111, , 6.0, 1.0, 8.0, 4.0, 1.0, 11.0, 2.0, 1.0, 16.0, 4.0, 2.0, 1.0, 6.0, 3.0, 5.0, 7.0, 3.0, 3.0, 0, 1.0
P04801, 341, 617, 0.3516, 0.00145, 66, False, cytoplasm, 2.883, , 6.0, 0, 6.0, 20.0, 4.0, 18.0, 2.0, 3.0, 11.0, 3.0, 2.0, 8.0, 3.0, 3.0, 8.0, 8.0, 6.0, 1.0, 1.0, 2.0
P04801, 624, 726, 0.3516, 0.00145, 66, False, cytoplasm, 2.588, , 1.0, 0, 5.0, 7.0, 0, 7.0, 1.0, 0, 8.0, 3.0, 2.0, 4.0, 1.0, 5.0, 2.0, 1.0, 2.0, 2.0, 0, 1.0
P04802, 86, 198, 0.5121, 0.000329, 90, True, cytoplasm, 2.284, , 3.0, 0, 5.0, 6.0, 0, 4.0, 1.0, 1.0, 11.0, 1.0, 0, 4.0, 1.0, 4.0, 4.0, 4.0, 4.0, 1.0, 1.0, 1.0
P04802, 209, 243, 0.5121, 0.000329, 90, True, cytoplasm, 4.525, , 4.0, 0, 3.0, 3.0, 0, 1.0, 0, 1.0, 0, 4.0, 0, 2.0, 1.0, 0, 1.0, 2.0, 2.0, 3.0, 0, 1.0
P04802, 245, 544, 0.5121, 0.000329, 90, True, cytoplasm, 2.636, , 10.0, 0, 11.0, 22.0, 3.0, 21.0, 5.0, 0, 15.0, 2.0, 0, 2.0, 8.0, 1.0, 6.0, 9.0, 5.0, 0, 0, 3.0
P04803, 20, 234, 0.2067, 0.00613, 30, nan, mitochondrion matrix, 3.041, , 4.0, 1.0, 7.0, 8.0, 2.0, 11.0, 4.0, 1.0, 13.0, 5.0, 3.0, 7.0, 4.0, 4.0, 5.0, 10.0, 5.0, 3.0, 1.0, 1.0
P04803, 263, 345, 0.2067, 0.00613, 30, nan, mitochondrion matrix, 2.56, , 1.0, 0, 4.0, 8.0, 1.0, 3.0, 0, 2.0, 5.0, 2.0, 0, 4.0, 3.0, 1.0, 6.0, 4.0, 1.0, 1.0, 0, 2.0
P04803, 347, 377, 0.2067, 0.00613, 30, nan, mitochondrion matrix, 3.937, , 4.0, 0, 1.0, 2.0, 0, 2.0, 2.0, 2.0, 4.0, 2.0, 1.0, 1.0, 1.0, 0, 2.0, 2.0, 1.0, 2.0, 0, 1.0
P04806, 22, 47, 0.425, 0.000257, 78, True, , 4.212, , 0, 0, 3.0, 3.0, 2.0, 0, 2.0, 1.0, 2.0, 3.0, 2.0, 0, 0, 1.0, 1.0, 1.0, 2.0, 3.0, 0, 0
P04806, 67, 272, 0.425, 0.000257, 78, True, , 2.765, , 3.0, 1.0, 11.0, 12.0, 4.0, 16.0, 3.0, 0, 12.0, 0, 1.0, 9.0, 4.0, 2.0, 1.0, 8.0, 9.0, 3.0, 0, 0
P04806, 278, 391, 0.425, 0.000257, 78, True, , 2.743, , 3.0, 0, 7.0, 6.0, 2.0, 5.0, 0, 0, 8.0, 4.0, 0, 1.0, 6.0, 5.0, 4.0, 2.0, 3.0, 1.0, 0, 1.0
P04806, 393, 454, 0.425, 0.000257, 78, True, , 3.651, , 7.0, 1.0, 3.0, 1.0, 0, 8.0, 1.0, 2.0, 6.0, 1.0, 0, 1.0, 2.0, 1.0, 2.0, 2.0, 2.0, 1.0, 0, 2.0
P04806, 457, 476, 0.425, 0.000257, 78, True, , 4.96, , 6.0, 0, 0, 2.0, 0, 4.0, 0, 2.0, 1.0, 1.0, 0, 0, 0, 0, 1.0, 2.0, 0, 1.0, 0, 0
P04807, 22, 47, 0.3875, 0.000381, 78, False, , 4.392, , 1.0, 0, 0, 3.0, 3.0, 0, 1.0, 2.0, 2.0, 2.0, 1.0, 1.0, 1.0, 3.0, 0, 0, 4.0, 2.0, 0, 0
P04807, 67, 272, 0.3875, 0.000381, 78, False, , 2.825, , 5.0, 1.0, 14.0, 8.0, 4.0, 16.0, 1.0, 0, 10.0, 0, 1.0, 7.0, 7.0, 5.0, 2.0, 8.0, 9.0, 2.0, 0, 0
P04807, 278, 391, 0.3875, 0.000381, 78, False, , 2.765, , 3.0, 0, 5.0, 8.0, 3.0, 5.0, 0, 1.0, 6.0, 2.0, 0, 4.0, 5.0, 5.0, 3.0, 3.0, 2.0, 1.0, 0, 1.0
P04807, 393, 455, 0.3875, 0.000381, 78, False, , 3.42, , 3.0, 1.0, 4.0, 1.0, 0, 6.0, 1.0, 2.0, 4.0, 2.0, 0, 2.0, 2.0, 1.0, 3.0, 3.0, 3.0, 1.0, 0, 2.0
P04807, 458, 477, 0.3875, 0.000381, 78, False, , 5.09, , 7.0, 0, 0, 1.0, 0, 4.0, 0, 2.0, 1.0, 1.0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 1.0, 0, 0
P04819, 149, 307, 0.3071, 2.6e-05, 66, nan, nucleus; mitochondrion, 3.025, , 3.0, 0, 4.0, 7.0, 1.0, 10.0, 0, 5.0, 16.0, 3.0, 2.0, 4.0, 2.0, 5.0, 4.0, 8.0, 4.0, 1.0, 0, 1.0
P04819, 317, 382, 0.3071, 2.6e-05, 66, nan, nucleus; mitochondrion, 2.941, , 1.0, 1.0, 7.0, 5.0, 0, 1.0, 1.0, 2.0, 2.0, 1.0, 2.0, 3.0, 3.0, 2.0, 1.0, 3.0, 1.0, 1.0, 0, 2.0
P04819, 398, 601, 0.3071, 2.6e-05, 66, nan, nucleus; mitochondrion, 1.937, , 1.0, 0, 12.0, 12.0, 0, 7.0, 1.0, 0, 14.0, 3.0, 0, 10.0, 4.0, 5.0, 6.0, 3.0, 7.0, 1.0, 0, 0
P04819, 609, 753, 0.3071, 2.6e-05, 66, nan, nucleus; mitochondrion, 3.132, , 3.0, 0, 9.0, 6.0, 1.0, 12.0, 1.0, 1.0, 3.0, 5.0, 1.0, 1.0, 3.0, 4.0, 5.0, 6.0, 7.0, 0, 0, 1.0
P05066, 27, 50, 0.1899, 0.000316, 18, nan, nucleus; mitochondrion, 2.908, , 1.0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 3.0, 1.0, 0, 4.0, 2.0, 1.0, 2.0, 1.0, 2.0, 0, 0, 3.0
P05066, 57, 246, 0.1899, 0.000316, 18, nan, nucleus; mitochondrion, 2.894, , 4.0, 1.0, 2.0, 11.0, 2.0, 6.0, 4.0, 2.0, 12.0, 3.0, 2.0, 6.0, 4.0, 6.0, 4.0, 6.0, 5.0, 2.0, 2.0, 4.0
P05066, 248, 402, 0.1899, 0.000316, 18, nan, nucleus; mitochondrion, 3.501, , 1.0, 2.0, 5.0, 7.0, 4.0, 6.0, 3.0, 3.0, 10.0, 8.0, 3.0, 6.0, 6.0, 4.0, 3.0, 11.0, 7.0, 2.0, 3.0, 8.0
