Q96R72	gene_name:OR4K3
P58511	gene_name:SMIM11A
Q9UEW8	gene_name:STK39
Q9BWW4	gene_name:SSBP3
Q9P2R7	gene_name:SUCLA2
Q96A44	gene_name:SPSB4
Q8IWZ8	gene_name:SUGP1
Q14BN4	gene_name:SLMAP
Q5VT97	gene_name:SYDE2
Q96M53	gene_name:TBATA
Q96RJ0	gene_name:TAAR1
P17542	gene_name:TAL1
O76070	gene_name:SNCG
O15273	gene_name:TCAP
Q4W5G0	gene_name:TIGD2
P35269	gene_name:GTF2F1
Q8IY51	gene_name:TIGD4
Q9UL52	gene_name:TMPRSS11E
Q9BT49	gene_name:THAP7
O75204	gene_name:TMEM127
Q8N6G2	gene_name:TEX26
P13385	gene_name:TDGF1
Q9NYB0	gene_name:TERF2IP
Q6UWW9	gene_name:TMEM207
Q96HV5	gene_name:TMEM41A
Q8WY98	gene_name:TMEM234
Q8NBN3	gene_name:TMEM87A
Q9H147	gene_name:DNTTIP1
A6NK02	gene_name:TRIM75P
O60858	gene_name:TRIM13
Q9C019	gene_name:TRIM15
O00300	gene_name:TNFRSF11B
O94826	gene_name:TOMM70
Q96A61	gene_name:TRIM52
Q7Z403	gene_name:TMC6
Q9Y5R8	gene_name:TRAPPC1
Q9Y5U5	gene_name:TNFRSF18
Q96NL1	gene_name:TMEM74
Q8TBN0	gene_name:RAB3IL1
Q96P65	gene_name:QRFPR
Q7Z7A4	gene_name:PXK
P78406	gene_name:RAE1
Q9BQ04	gene_name:RBM4B
P61224	gene_name:RAP1B
P51159	gene_name:RAB27A
P51157	gene_name:RAB28
P15153	gene_name:RAC2
Q92928	gene_name:RAB1C
Q13017	gene_name:ARHGAP5
P57729	gene_name:RAB38
Q9P227	gene_name:ARHGAP23
Q92930	gene_name:RAB8B
Q5TG30	gene_name:ARHGAP40
Q86YS6	gene_name:RAB43
Q86UA6	gene_name:RPAIN
Q9HD89	gene_name:RETN
Q99578	gene_name:RIT2
Q9ULI2	gene_name:RIMKLB
O75394	gene_name:MRPL33
P05386	gene_name:RPLP1
Q9H7B2	gene_name:RPF2
Q8IXW5	gene_name:RPAP2
Q9H1E1	gene_name:RNASE7
Q96EP0	gene_name:RNF31
A6NIE6	gene_name:RRN3P2
Q5GAN3	gene_name:RNASE13
Q6T310	gene_name:RASL11A
Q8IUI4	gene_name:SNX29P2
Q9Y3D3	gene_name:MRPS16
Q9UHR5	gene_name:SAP30BP
Q96K37	gene_name:SLC35E1
P51398	gene_name:DAP3
Q8N488	gene_name:RYBP
Q9Y467	gene_name:SALL2
P0CK97	gene_name:SLC35E2A
Q5VXD3	gene_name:SAMD13
P40879	gene_name:SLC26A3
P23297	gene_name:S100A1
Q6ZMH5	gene_name:SLC39A5
Q01196	gene_name:RUNX1
Q6XE38	gene_name:SCGB1D4
Q86V20	gene_name:SHLD2
P22307	gene_name:SCP2
Q9P0V9	gene_name:SEPTIN10
P53992	gene_name:SEC24C
Q9Y617	gene_name:PSAT1
Q5PRF9	gene_name:SAMD4B
Q9NRG4	gene_name:SMYD2
Q9GZW5	gene_name:SCAND2P
Q8NDV3	gene_name:SMC1B
Q9UHJ3	gene_name:SFMBT1
Q9H0E3	gene_name:SAP130
Q8N4H0	gene_name:SPATA6L
P48764	gene_name:SLC9A3
O43699	gene_name:SIGLEC6
Q8TEV9	gene_name:SMCR8
Q5VWJ9	gene_name:SNX30
A0A096LP01	gene_name:SMIM26
A7XYQ1	gene_name:SOBP
O14543	gene_name:SOCS3
Q96FS4	gene_name:SIPA1
Q2MJR0	gene_name:SPRED3
O75830	gene_name:SERPINI2
Q8TB22	gene_name:SPATA20
A0A087WV53	gene_name:SPEGNB
Q8NBJ9	gene_name:SIDT2
Q5TH74	gene_name:STPG1
Q9NRC1	gene_name:ST7
Q8TDW4	gene_name:ST7L
Q8WU08	gene_name:STK32A
Q7Z7C7	gene_name:STRA8
Q9BXU2	gene_name:TEX13B
A7MD48	gene_name:SRRM4
Q9UHV2	gene_name:SERTAD1
P49458	gene_name:SRP9
P17987	gene_name:TCP1
P0C7N4	gene_name:TMEM191B
Q9UJW2	gene_name:TINAG
O43763	gene_name:TLX2
Q9UP52	gene_name:TFR2
P04155	gene_name:TFF1
A0A2R8Y7D0	gene_name:TINCR
Q8TBM7	gene_name:TMEM254
Q587J7	gene_name:TDRD12
P59922	gene_name:OR2B8P
Q9Y3N9	gene_name:OR2W1
Q8NGF7	gene_name:OR5B17
Q15617	gene_name:OR8G1
Q6UWY5	gene_name:OLFML1
Q8TE04	gene_name:PANK1
Q86YC2	gene_name:PALB2
Q8TEW8	gene_name:PARD3B
Q29RF7	gene_name:PDS5A
Q15391	gene_name:P2RY14
P09131	gene_name:SLC10A3
P15863	gene_name:PAX1
P49585	gene_name:PCYT1A
P43119	gene_name:PTGIR
Q9H2J4	gene_name:PDCL3
Q5JQD4	gene_name:PYY3
P50876	gene_name:RNF144A
O95199	gene_name:RCBTB2
Q9BWF3	gene_name:RBM4
P62491	gene_name:RAB11A
P62834	gene_name:RAP1A
P49792	gene_name:RANBP2
P29762	gene_name:CRABP1
Q9P1G2	gene_name:RBM12B-AS1
Q96EN9	gene_name:REX1BD
O60216	gene_name:RAD21
A7KAX9	gene_name:ARHGAP32
Q9NX52	gene_name:RHBDL2
Q6ZUB1	gene_name:SPATA31E1
Q5VYP0	gene_name:SPATA31A3
P82921	gene_name:MRPS21
Q5M8T2	gene_name:SLC35D3
P82673	gene_name:MRPS35
Q86VD7	gene_name:SLC25A42
Q92736	gene_name:RYR2
P60903	gene_name:S100A10
Q92504	gene_name:SLC39A7
Q9NP59	gene_name:SLC40A1
Q99584	gene_name:S100A13
Q96JT2	gene_name:SLC45A3
P55011	gene_name:SLC12A2
Q9Y666	gene_name:SLC12A7
P78381	gene_name:SLC35A2
Q9Y3D5	gene_name:MRPS18C
Q8NET4	gene_name:RTL9
Q9UKG4	gene_name:SLC13A4
Q9HAB3	gene_name:SLC52A2
Q2I0M5	gene_name:RSPO4
P62306	gene_name:SNRPF
Q8N1H7	gene_name:SIX6OS1
Q9UN76	gene_name:SLC6A14
Q16799	gene_name:RTN1
Q96NL0	gene_name:RUNDC3B
Q9BVN2	gene_name:RUSC1
Q96C34	gene_name:RUNDC1
Q8N5C8	gene_name:TAB3
Q5TGI4	gene_name:SAMD5
Q9NSI8	gene_name:SAMSN1
Q8WWX8	gene_name:SLC5A11
P60468	gene_name:SEC61B
Q01826	gene_name:SATB1
Q0VDG4	gene_name:SCRN3
O15126	gene_name:SCAMP1
Q9NVA2	gene_name:SEPTIN11
Q9BWG6	gene_name:SCNM1
P0DPE8	gene_name:SMIM34B
Q13884	gene_name:SNTB1
Q5SQN1	gene_name:SNAP47
Q8WVK2	gene_name:SNRNP27
Q6UXR4	gene_name:SERPINA13P
P30825	gene_name:SLC7A1
A8MWL6	gene_name:SNG2L_HUMAN
Q9NPB0	gene_name:SAYSD1
Q96RM1	gene_name:SPRR2F
Q2TAY7	gene_name:SMU1
O94972	gene_name:TRIM37
O43597	gene_name:SPRY2
Q9H9C1	gene_name:VIPAS39
Q14159	gene_name:SPIDR
Q9P270	gene_name:SLAIN2
Q8IW03	gene_name:SIAH3
Q96P15	gene_name:SERPINB11
P21815	gene_name:IBSP
Q96RL6	gene_name:SIGLEC11
O43704	gene_name:SULT1B1
Q93045	gene_name:STMN2
B8ZZ34	gene_name:SHISA8
O94768	gene_name:STK17B
Q8N412	gene_name:STPG2
Q9UH99	gene_name:SUN2
Q99469	gene_name:STAC
O75683	gene_name:SURF6
P0CW00	gene_name:TSPY8
Q92537	gene_name:SUSD6
O75044	gene_name:SRGAP2
Q5VVX9	gene_name:UBE2U
A6NNA2	gene_name:SRRM3
B0FP48	gene_name:UPK3BL1
Q9UH65	gene_name:SWAP70
Q8WUJ0	gene_name:STYX
P37288	gene_name:AVPR1A
Q6SJ96	gene_name:TBPL2
P20062	gene_name:TCN2
Q86XR7	gene_name:TICAM2
P0CG35	gene_name:TMSB15B
Q9H853	gene_name:TUBA4B
Q9NQC1	gene_name:JADE2
P05106	gene_name:ITGB3
Q96HW7	gene_name:INTS4
C9JVW0	gene_name:INAFM1
O15225	gene_name:INE1
Q1MX18	gene_name:INSC
O15503	gene_name:INSIG1
Q96PR1	gene_name:KCNC2
Q8NHM5	gene_name:KDM2B
Q8N6M8	gene_name:IQCF1
Q8NHK3	gene_name:KIR2DL5B
Q13601	gene_name:KRR1
Q6P2M8	gene_name:PNCK
Q5JQS5	gene_name:OR2B11
P0DPK3	gene_name:NOTCH2NLB
Q8NGG6	gene_name:OR8B12
Q9BXM7	gene_name:PINK1
Q9H611	gene_name:PIF1
P14927	gene_name:UQCRB
Q5H9M0	gene_name:PWWP3B
Q9H2L5	gene_name:RASSF4
P01111	gene_name:NRAS
Q7Z444	gene_name:ERAS
Q5TC82	gene_name:RC3H1
P06400	gene_name:RB1
Q8IYK8	gene_name:REM2
P98171	gene_name:ARHGAP4
Q96QF0	gene_name:RAB3IP
P0DJD0	gene_name:RGPD1
P63244	gene_name:RACK1
Q4ADV7	gene_name:RIC1
Q2M5E4	gene_name:RGS21
F8VTS6	gene_name:RFPL4AL1
Q8N431	gene_name:RASGEF1C
Q8TB24	gene_name:RIN3
P62829	gene_name:RPL23
P61927	gene_name:RPL37
Q9BV68	gene_name:RNF126
O00584	gene_name:RNASET2
P60866	gene_name:RPS20
Q92681	gene_name:RSC1A1
O60687	gene_name:SRPX2
Q1RMZ1	gene_name:BMT2
Q6UWV7	gene_name:SHISAL2A
O95968	gene_name:SCGB1D1
O95025	gene_name:SEMA3D
Q9UJQ7	gene_name:SCP2D1
Q9UPW6	gene_name:SATB2
Q1EHB4	gene_name:SLC5A12
A0A1B0GTR4	gene_name:SPRR5
O60613	gene_name:SELENOF
O00767	gene_name:SCD
Q2VWA4	gene_name:SKOR2
Q6IEE8	gene_name:SLFN12L
O95863	gene_name:SNAI1
Q9Y5W8	gene_name:SNX13
Q13342	gene_name:SP140
A6NFE2	gene_name:SMCO2
Q15797	gene_name:SMAD1
O43761	gene_name:SYNGR3
Q9H3E2	gene_name:SNX25
Q969W0	gene_name:SPTSSA
Q5STR5	gene_name:SMIM40
Q9BXG8	gene_name:SPZ1
Q2TAL5	gene_name:SMTNL2
Q7Z7L1	gene_name:SLFN11
Q8N6T7	gene_name:SIRT6
Q92187	gene_name:ST8SIA4
Q56A73	gene_name:SPIN4
O60902	gene_name:SHOX2
Q149N8	gene_name:SHPRH
Q9NX95	gene_name:SYBU
Q6UWI4	gene_name:SHISA2
Q8TC36	gene_name:SUN5
Q9NY15	gene_name:STAB1
O75558	gene_name:STX11
Q08170	gene_name:SRSF4
Q66K14	gene_name:TBC1D9B
A0A087WXS9	gene_name:TBC1D3I
Q96DZ7	gene_name:TM4SF19
A0A087X1G2	gene_name:TBC1D3K
Q15813	gene_name:TBCE
Q5ST30	gene_name:VARS2
Q7RTU1	gene_name:TCF23
Q8NB59	gene_name:SYT14
Q9NYW0	gene_name:TAS2R10
Q9H1K6	gene_name:TLNRD1
P59536	gene_name:TAS2R41
Q9NWX6	gene_name:THG1L
Q9UKU6	gene_name:TRHDE
Q9BZY9	gene_name:TRIM31
Q6ZNR0	gene_name:TMEM91
Q8IZ21	gene_name:PHACTR4
Q9NXJ5	gene_name:PGPEP1
Q9UGN5	gene_name:PARP2
O43189	gene_name:PHF1
Q9Y3A3	gene_name:MOB4
Q9BWX1	gene_name:PHF7
P17858	gene_name:PFKL
O43157	gene_name:PLXNB1
Q9NYY3	gene_name:PLK2
Q9BX97	gene_name:PLVAP
Q12796	gene_name:PNRC1
P49593	gene_name:PPM1F
Q32ZL2	gene_name:PLPPR5
P0C851	gene_name:PIRT
O00625	gene_name:PIR
Q3KR16	gene_name:PLEKHG6
Q9BZ71	gene_name:PITPNM3
Q6ZWE6	gene_name:PLEKHM3
P51817	gene_name:PRKX
Q8TB68	gene_name:PRR7
Q86Y79	gene_name:PTRH1
Q3KNS1	gene_name:PTCHD3
Q2TAL8	gene_name:QRICH1
Q96HA9	gene_name:PEX11G
Q8TC12	gene_name:RDH11
Q7Z3Z2	gene_name:RD3
A6NDE4	gene_name:RBMY1B
Q86SE5	gene_name:RALYL
Q96DA2	gene_name:RAB39B
Q53S08	gene_name:RAB6D
Q9P2F6	gene_name:ARHGAP20
Q9NRY4	gene_name:ARHGAP35
Q99638	gene_name:RAD9A
Q96HR9	gene_name:REEP6
O15492	gene_name:RGS16
O75678	gene_name:RFPL2
Q9H1J1	gene_name:UPF3A
Q0VAM2	gene_name:RASGEF1B
Q96E11	gene_name:MRRF
Q5JNZ5	gene_name:RPS26P11
Q5VWQ0	gene_name:RSBN1
Q92737	gene_name:RASL10A
Q9P2J5	gene_name:LARS1
P82914	gene_name:MRPS15
Q9Y676	gene_name:MRPS18B
Q9UJQ4	gene_name:SALL4
P50443	gene_name:SLC26A2
P82909	gene_name:MRPS36
Q9BQC6	gene_name:MRPL57
Q9BXA9	gene_name:SALL3
Q8IVJ1	gene_name:SLC41A1
Q8TE82	gene_name:SH3TC1
Q15404	gene_name:RSU1
Q7L099	gene_name:RUFY3
Q16586	gene_name:SGCA
Q92629	gene_name:SGCD
P63302	gene_name:SELENOW
Q9BQI5	gene_name:SGIP1
Q5FBB7	gene_name:SGO1
O00141	gene_name:SGK1
P0DPB3	gene_name:SCHIP1
Q96GD3	gene_name:SCMH1
Q9BV35	gene_name:SLC25A23
Q9P0U3	gene_name:SENP1
Q9BWW7	gene_name:SCRT1
P23975	gene_name:SLC6A2
Q8WTV0	gene_name:SCARB1
Q8NB12	gene_name:SMYD1
A8MWV9	gene_name:SMIM34A
P54920	gene_name:NAPA
Q496A3	gene_name:SPATS1
A0A0B4J2F2	gene_name:SIK1B
Q5TAH2	gene_name:SLC9C2
Q8IX90	gene_name:SKA3
A0A286YFK9	gene_name:SMIM38
O43760	gene_name:SYNGR2
Q96QK8	gene_name:SMIM14
Q15506	gene_name:SPA17
P30626	gene_name:SRI
Q9H156	gene_name:SLITRK2
Q9NRY2	gene_name:INIP
Q7Z698	gene_name:SPRED2
P0CW21	gene_name:SPART-AS1
A0A1B0GUW6	gene_name:SPEM3
P61009	gene_name:SPCS3
P00441	gene_name:SOD1
P53597	gene_name:SUCLG1
Q16514	gene_name:TAF12
Q8NI27	gene_name:THOC2
Q9NT68	gene_name:TENM2
O15164	gene_name:TRIM24
P22105	gene_name:TNXB
Q9Y5Q9	gene_name:GTF3C3
Q96IP4	gene_name:TENT5A
Q5VZQ5	gene_name:TEX36
Q8IUE1	gene_name:TGIF2LX
Q6ZWK6	gene_name:TMPRSS11F
Q86WS3	gene_name:OOSP2
P26367	gene_name:PAX6
P53611	gene_name:RABGGTB
P82980	gene_name:RBP5
P84098	gene_name:RPL19
P42766	gene_name:RPL35
Q9NYK5	gene_name:MRPL39
Q92834	gene_name:RPGR
Q9Y3B9	gene_name:RRP15
O94941	gene_name:UBOX5
Q9NQG5	gene_name:RPRD1B
Q5VZM2	gene_name:RRAGB
P62277	gene_name:RPS13
Q96S37	gene_name:SLC22A12
Q9BSK2	gene_name:SLC25A33
Q6PIS1	gene_name:SLC23A3
Q76EJ3	gene_name:SLC35D2
Q9Y2V3	gene_name:RAX
P0C7Q5	gene_name:SLC35G4
Q9Y2H2	gene_name:INPP5F
Q9Y2P5	gene_name:SLC27A5
Q9C0K1	gene_name:SLC39A8
P05109	gene_name:S100A8
Q8N1F8	gene_name:STK11IP
Q92503	gene_name:SEC14L1
O15061	gene_name:SYNM
Q4U2R8	gene_name:SLC22A6
Q99500	gene_name:S1PR3
P82932	gene_name:MRPS6
Q96BY9	gene_name:SARAF
Q9Y512	gene_name:SAMM50
Q92622	gene_name:RUBCN
P07602	gene_name:PSAP
O75556	gene_name:SCGB2A1
Q58EX2	gene_name:SDK2
Q96QR1	gene_name:SCGB3A1
Q01105	gene_name:SET
Q9UGP8	gene_name:SEC63
Q96HU1	gene_name:SGSM3
O60880	gene_name:SH2D1A
Q6ZV89	gene_name:SH2D5
Q9NP31	gene_name:SH2D2A
Q8N228	gene_name:SCML4
Q9UPX8	gene_name:SHANK2
Q9Y566	gene_name:SHANK1
Q7RTU7	gene_name:SCX
Q9Y2G9	gene_name:SBNO2
P57086	gene_name:SCAND1
Q3SY56	gene_name:SP6
O75971	gene_name:SNAPC5
O95391	gene_name:SLU7
Q8IY92	gene_name:SLX4
O95473	gene_name:SYNGR4
P0DKX4	gene_name:SMIM18
Q8N7X8	gene_name:SIGLECL1
Q96HG1	gene_name:SMIM10
Q86XE0	gene_name:SNX32
Q96PQ0	gene_name:SORCS2
P0DTA3	gene_name:SPDYE11
Q07890	gene_name:SOS2
Q5VSR9	gene_name:SPANXN1
O95416	gene_name:SOX14
Q3KNW5	gene_name:SLC10A6
O75934	gene_name:BCAS2
Q96N96	gene_name:SPATA13
Q9Y6A9	gene_name:SPCS1
A0PJX4	gene_name:SHISA3
O60224	gene_name:SSX4
P49842	gene_name:STK19
Q7RTN6	gene_name:STRADA
P08842	gene_name:STS
Q5JTZ9	gene_name:AARS2
Q96A49	gene_name:SYAP1
Q9BXP5	gene_name:SRRT
P59542	gene_name:TAS2R19
Q6IE38	gene_name:SPINK14
Q01546	gene_name:KRT76
P16144	gene_name:ITGB4
P01308	gene_name:INS
Q9C075	gene_name:KRT23
Q1ZYL8	gene_name:IZUMO4
Q9Y6K8	gene_name:AK5
Q9UBS0	gene_name:RPS6KB2
Q9P2J3	gene_name:KLHL9
Q9H2R5	gene_name:KLK15
Q9Y5W3	gene_name:KLF2
Q4G0X4	gene_name:KCTD21
P30613	gene_name:PKLR
Q07866	gene_name:KLC1
P60412	gene_name:KRTAP10-11
A0A075B6S5	gene_name:IGKV1-27
Q15012	gene_name:LAPTM4A
Q68G74	gene_name:LHX8
A0A183	gene_name:LCE6A
O43561	gene_name:LAT
Q96AG4	gene_name:LRRC59
A4QPB2	gene_name:LRP5L
Q9Y2Y9	gene_name:KLF13
Q9Y664	gene_name:KPTN
P18054	gene_name:ALOX12
Q9C099	gene_name:LRRCC1
Q6XZB0	gene_name:LIPI
A6NI73	gene_name:LILRA5
Q86W92	gene_name:PPFIBP1
P06858	gene_name:LPL
Q86UE4	gene_name:MTDH
Q93074	gene_name:MED12
Q9H9K5	gene_name:ERVMER34-1
Q96A32	gene_name:MYLPF
Q8N6F8	gene_name:METTL27
Q13434	gene_name:MKRN4P
Q9BWT6	gene_name:MND1
Q9UBM8	gene_name:MGAT4C
Q9H019	gene_name:MTFR1L
Q86VD1	gene_name:MORC1
Q6NTE8	gene_name:MRNIP
Q13508	gene_name:ART3
Q92832	gene_name:NELL1
O60524	gene_name:NEMF
Q5JS37	gene_name:NHLRC3
Q13563	gene_name:PKD2
Q14249	gene_name:ENDOG
Q9BQG2	gene_name:NUDT12
Q9BZD4	gene_name:NUF2
Q8NGS0	gene_name:OR1N1
P47874	gene_name:OMP
P47884	gene_name:OR1D4
Q8NHA6	gene_name:OR2W6P
P04000	gene_name:OPN1LW
Q5W0B1	gene_name:OBI1
Q9UBM1	gene_name:PEMT
P21810	gene_name:BGN
Q9NWQ8	gene_name:PAG1
Q969N2	gene_name:PIGT
P12955	gene_name:PEPD
A0A1B0GUW7	gene_name:SMIM27
P22532	gene_name:SPRR2D
Q9H6I2	gene_name:SOX17
P61647	gene_name:ST8SIA6
Q9NSC7	gene_name:ST6GALNAC1
Q2M3G4	gene_name:SHROOM1
Q8NBJ7	gene_name:SUMF2
Q9BXU1	gene_name:STK31
P40763	gene_name:STAT3
Q9BYT3	gene_name:STK33
Q14849	gene_name:STARD3
Q6NZ63	gene_name:STEAP1B
A6NEL2	gene_name:SOWAHB
Q96JX3	gene_name:SERAC1
Q9C0H9	gene_name:SRCIN1
Q9UL17	gene_name:TBX21
Q9HCD6	gene_name:TANC2
Q01995	gene_name:TAGLN
O60603	gene_name:TLR2
Q12800	gene_name:TFCP2
Q8NE00	gene_name:TMEM104
P0DPH7	gene_name:TUBA3C
Q8N4L1	gene_name:TMEM151A
A0A1B0GTD5	gene_name:TEX49
Q9NPI0	gene_name:TMEM138
Q8NCL8	gene_name:TMEM116
P20366	gene_name:TAC1
Q9Y490	gene_name:TLN1
Q8NHU6	gene_name:TDRD7
Q8NAT2	gene_name:TDRD5
Q9H330	gene_name:TMEM245
Q5T292	gene_name:TMEM273
P36897	gene_name:TGFBR1
Q15583	gene_name:TGIF1
Q9UPN9	gene_name:TRIM33
Q9UJV3	gene_name:MID2
Q9Y275	gene_name:TNFSF13B
B7Z8K6	gene_name:TRDC
Q7Z2T5	gene_name:TRMT1L
Q8N9V7	gene_name:TOPAZ1
Q8NGG2	gene_name:OR5T2
Q9NRC9	gene_name:OTOR
P0C604	gene_name:OR4A8
O76100	gene_name:OR7A10
Q96P11	gene_name:NSUN5
Q8NGR3	gene_name:OR1K1
Q99567	gene_name:NUP88
Q96RC9	gene_name:OR8B4
Q5SRE5	gene_name:NUP188
Q6PK18	gene_name:OGFOD3
P41146	gene_name:OPRL1
P42857	gene_name:NSG1
P0CE71	gene_name:OCM2
O60404	gene_name:OR10H3
Q6IF99	gene_name:OR10K2
Q8NH04	gene_name:OR2T27
P39656	gene_name:DDOST
Q8NGF1	gene_name:OR52R1
Q9H2C8	gene_name:OR51V1
P30559	gene_name:OXTR
Q8NGZ2	gene_name:OR14K1
Q15072	gene_name:ZNF146
Q96M63	gene_name:ODAD1
Q8NGT2	gene_name:OR13J1
P11182	gene_name:DBT
E9PI22	gene_name:PRR23D1
Q92569	gene_name:PIK3R3
Q8IZP6	gene_name:RNF113B
Q8NC44	gene_name:RETREG2
Q07020	gene_name:RPL18
P08708	gene_name:RPS17
Q9HBX9	gene_name:RXFP1
Q9Y6Y8	gene_name:SEC23IP
Q969S0	gene_name:SLC35B4
P28702	gene_name:RXRB
Q9BYN8	gene_name:MRPS26
Q9H1U9	gene_name:SLC25A51
Q8WUX1	gene_name:SLC38A5
O00442	gene_name:RTCA
Q96GZ6	gene_name:SLC41A3
Q5BKX6	gene_name:SLC45A4
Q8NBS3	gene_name:SLC4A11
Q9NQ40	gene_name:SLC52A3
Q9BZV2	gene_name:SLC19A3
Q16348	gene_name:SLC15A2
Q9H7V2	gene_name:SYNDIG1
O60779	gene_name:SLC19A2
Q9H2J7	gene_name:SLC6A15
O43865	gene_name:AHCYL1
Q96CW6	gene_name:SLC7A6OS
O15244	gene_name:SLC22A2
Q9NQZ2	gene_name:UTP3
Q9NV23	gene_name:OLAH
Q9BZR6	gene_name:RTN4R
Q7Z3H4	gene_name:SAMD7
P08865	gene_name:RPSA
Q9Y6B6	gene_name:SAR1B
Q9Y6X0	gene_name:SETBP1
Q9H5K3	gene_name:POMK
O43819	gene_name:SCO2
O43556	gene_name:SGCE
Q86TU7	gene_name:SETD3
Q15465	gene_name:SHH
Q8WXD2	gene_name:SCG3
Q9NZV5	gene_name:SELENON
Q6NUK1	gene_name:SLC25A24
Q6KCM7	gene_name:SLC25A25
Q9H0W7	gene_name:THAP2
Q4G0G5	gene_name:SCGB2B2
Q9GZV3	gene_name:SLC5A7
Q86VE3	gene_name:SATL1
Q8IXZ3	gene_name:SP8
O95295	gene_name:SNAPIN
Q9Y336	gene_name:SIGLEC9
O95475	gene_name:SIX6
Q96SB8	gene_name:SMC6
Q9H3U7	gene_name:SMOC2
Q8NEM7	gene_name:SUPT20H
Q8IUH8	gene_name:SPPL2C
Q9Y448	gene_name:KNSTRN
O75563	gene_name:SKAP2
Q9Y5X3	gene_name:SNX5
Q96KF7	gene_name:SMIM8
Q9BQ15	gene_name:NABP2
Q5MJ08	gene_name:SPANXN4
Q7Z699	gene_name:SPRED1
Q86VZ5	gene_name:SGMS1
P52788	gene_name:SMS
Q6RVD6	gene_name:SPATA8
Q7RTT5	gene_name:SSX7
Q9BZQ2	gene_name:SHCBP1L
Q15468	gene_name:STIL
Q9NRP7	gene_name:STK36
P81877	gene_name:SSBP2
Q9NQZ5	gene_name:STARD7
Q8NEF9	gene_name:SRFBP1
Q9UNK0	gene_name:STX8
Q1ZZU3	gene_name:SWI5
Q9HCS7	gene_name:XAB2
Q96BW9	gene_name:TAMM41
P40200	gene_name:CD96
Q9BTW9	gene_name:TBCD
P56279	gene_name:TCL1A
Q8IXH6	gene_name:TP53INP2
Q9BYX2	gene_name:TBC1D2
P02786	gene_name:TFRC
Q17RP2	gene_name:TIGD6
Q8WWR9	gene_name:PPDPFL
Q02548	gene_name:PAX5
P68402	gene_name:PAFAH1B2
P78364	gene_name:PHC1
Q9Y233	gene_name:PDE10A
Q06416	gene_name:POU5F1B
Q2NL67	gene_name:PARP6
Q13519	gene_name:PNOC
P24666	gene_name:ACP1
A0A0J9YX94	gene_name:PNMA6F
Q15121	gene_name:PEA15
A8MTI9	gene_name:PRSS47
P22891	gene_name:PROZ
O75400	gene_name:PRPF40A
Q8NAV1	gene_name:PRPF38A
Q5VWM3	gene_name:PRAMEF18
P50897	gene_name:PPT1
Q5SWL8	gene_name:PRAMEF19
P26022	gene_name:PTX3
Q16769	gene_name:QPCT
Q99496	gene_name:RNF2
Q86UR5	gene_name:RIMS1
P62906	gene_name:RPL10A
Q5XPI4	gene_name:RNF123
Q16540	gene_name:MRPL23
Q96LZ7	gene_name:RMDN2
P35398	gene_name:RORA
P22626	gene_name:HNRNPA2B1
P19388	gene_name:POLR2E
P60153	gene_name:RNASE9
Q9P0P0	gene_name:RNF181
Q14690	gene_name:PDCD11
Q5VT52	gene_name:RPRD2
P62861	gene_name:FAU
Q92552	gene_name:MRPS27
Q96EL2	gene_name:MRPS24
Q8IWB4	gene_name:SPATA31A7
Q6ICL7	gene_name:SLC35E4
Q9NSA0	gene_name:SLC22A11
Q9Y2Q9	gene_name:MRPS28
Q9NP94	gene_name:SLC39A2
Q6ZT89	gene_name:SLC25A48
P06703	gene_name:S100A6
Q9UNT1	gene_name:RABL2B
Q96NR8	gene_name:RDH12
Q9Y5S9	gene_name:RBM8A
P54725	gene_name:RAD23A
Q9H0T7	gene_name:RAB17
P78563	gene_name:ADARB1
Q969Q5	gene_name:RAB24
P62820	gene_name:RAB1A
O75943	gene_name:RAD17
Q9C0H5	gene_name:ARHGAP39
Q9BXF6	gene_name:RAB11FIP5
O00287	gene_name:RFXAP
P49207	gene_name:RPL34
P62424	gene_name:RPL7A
Q96EQ8	gene_name:RNF125
Q96PX1	gene_name:RNF157
Q9NS64	gene_name:RPRM
P12755	gene_name:SKI
Q14524	gene_name:SCN5A
Q8WVM8	gene_name:SCFD1
Q8TDD2	gene_name:SP7
O95721	gene_name:SNAP29
Q86WD7	gene_name:SERPINA9
Q6IEG0	gene_name:SNRNP48
Q9Y675	gene_name:SNURF
Q9NPC8	gene_name:SIX2
O43759	gene_name:SYNGR1
H3BMG3	gene_name:SMKR1
O15020	gene_name:SPTBN2
A6NIY4	gene_name:SPDYE5
Q8NCC5	gene_name:SLC37A3
Q9BT81	gene_name:SOX7
Q5JUK2	gene_name:SOHLH1
Q9BT56	gene_name:SPX
O00267	gene_name:SUPT5H
Q96LK8	gene_name:SPATA32
Q11206	gene_name:ST3GAL4
P50226	gene_name:SULT1A2
Q0VAF6	gene_name:SYCN
O43166	gene_name:SIPA1L1
P63165	gene_name:SUMO1
Q05952	gene_name:TNP2
Q9Y5Y6	gene_name:ST14
P0CL84	gene_name:STAG3L2
Q04837	gene_name:SSBP1
O94804	gene_name:STK10
A6NJG2	gene_name:SOWAHD
Q92844	gene_name:TANK
Q9NVR7	gene_name:TBCCD1
Q8TBP0	gene_name:TBC1D16
O60347	gene_name:TBC1D12
A0AVI4	gene_name:TMEM129
P35625	gene_name:TIMP3
Q96DX7	gene_name:TRIM44
Q9Y2L5	gene_name:TRAPPC8
Q9Y2S6	gene_name:TMA7
